season_day,date,n_teams,n_teams_early,n_teams_night
1,2020-12-22,4,0,4
2,2020-12-23,24,0,24
3,2020-12-25,10,6,4
4,2020-12-26,20,2,18
5,2020-12-27,20,2,18
6,2020-12-28,10,0,10
7,2020-12-29,20,0,20
8,2020-12-30,12,0,12
9,2020-12-31,14,4,10
10,2021-01-01,20,0,20
11,2021-01-02,12,2,10
12,2021-01-03,16,6,10
13,2021-01-04,18,0,18
14,2021-01-05,10,0,10
15,2021-01-06,22,0,22
16,2021-01-07,10,0,10
17,2021-01-08,20,0,20
18,2021-01-09,16,2,14
19,2021-01-10,14,8,6
20,2021-01-11,14,0,14
21,2021-01-12,12,0,12
22,2021-01-13,14,0,14
23,2021-01-14,10,0,10
24,2021-01-15,14,0,14
25,2021-01-16,12,4,8
26,2021-01-17,10,4,6
27,2021-01-18,18,8,10
28,2021-01-19,4,0,4
29,2021-01-20,18,0,18
30,2021-01-21,6,0,6
31,2021-01-22,22,0,22
32,2021-01-23,14,0,14
33,2021-01-24,14,4,10
34,2021-01-25,18,0,18
35,2021-01-26,6,0,6
36,2021-01-27,24,0,24
37,2021-01-28,8,0,8
38,2021-01-29,20,0,20
39,2021-01-30,16,0,16
40,2021-01-31,12,4,8
41,2021-02-01,18,0,18
42,2021-02-02,12,0,12
43,2021-02-03,20,0,20
44,2021-02-04,10,0,10
45,2021-02-05,18,0,18
46,2021-02-06,22,4,18
47,2021-02-07,10,10,0
48,2021-02-08,16,0,16
49,2021-02-09,14,0,14
50,2021-02-10,18,0,18
51,2021-02-11,10,0,10
52,2021-02-12,22,0,22
53,2021-02-13,10,2,8
54,2021-02-14,20,2,18
55,2021-02-15,14,0,14
56,2021-02-16,12,0,12
57,2021-02-17,20,0,20
58,2021-02-18,6,0,6
59,2021-02-19,18,0,18
60,2021-02-20,10,0,10
61,2021-02-21,16,2,14
62,2021-02-22,12,0,12
63,2021-02-23,18,0,18
64,2021-02-24,18,0,18
65,2021-02-25,12,0,12
66,2021-02-26,18,0,18
67,2021-02-27,14,0,14
68,2021-02-28,16,2,14
69,2021-03-01,14,0,14
70,2021-03-02,12,0,12
71,2021-03-03,20,0,20
72,2021-03-04,18,0,18
73,2021-03-10,4,0,4
74,2021-03-11,22,0,22
75,2021-03-12,14,0,14
76,2021-03-13,16,2,14
77,2021-03-14,18,4,14
78,2021-03-15,16,0,16
79,2021-03-16,14,0,14
80,2021-03-17,20,0,20
81,2021-03-18,12,0,12
82,2021-03-19,20,0,20
83,2021-03-20,10,2,8
84,2021-03-21,20,8,12
85,2021-03-22,16,0,16
86,2021-03-23,12,0,12
87,2021-03-24,22,0,22
88,2021-03-25,10,0,10
89,2021-03-26,22,0,22
90,2021-03-27,18,0,18
91,2021-03-28,8,2,6
92,2021-03-29,22,0,22
93,2021-03-30,8,0,8
94,2021-03-31,20,0,20
95,2021-04-01,14,0,14
96,2021-04-02,20,0,20
97,2021-04-03,16,0,16
98,2021-04-04,14,6,8
99,2021-04-05,14,0,14
100,2021-04-06,16,0,16
101,2021-04-07,18,0,18
102,2021-04-08,14,0,14
103,2021-04-09,18,0,18
104,2021-04-10,14,0,14
105,2021-04-11,20,4,16
106,2021-04-12,16,0,16
107,2021-04-13,14,2,12
108,2021-04-14,24,2,22
109,2021-04-15,8,0,8
