season_day,date,n_teams,n_teams_early,n_teams_night
133,2015-03-17,10,0,10
134,2015-03-18,22,0,22
135,2015-03-19,8,0,8
136,2015-03-20,24,0,24
137,2015-03-21,10,0,10
138,2015-03-22,22,16,6
139,2015-03-23,12,0,12
140,2015-03-24,12,0,12
141,2015-03-25,26,0,26
142,2015-03-26,2,0,2
143,2015-03-27,26,0,26
144,2015-03-28,10,0,10
145,2015-03-29,18,12,6
146,2015-03-30,14,0,14
147,2015-03-31,8,0,8
148,2015-04-01,24,0,24
149,2015-04-02,6,0,6
150,2015-04-03,20,0,20
151,2015-04-04,20,0,20
152,2015-04-05,14,6,8
153,2015-04-06,2,0,2
154,2015-04-07,12,0,12
155,2015-04-08,26,0,26
156,2015-04-09,4,0,4
157,2015-04-10,24,0,24
158,2015-04-11,12,0,12
159,2015-04-12,18,12,6
160,2015-04-13,24,0,24
161,2015-04-14,6,0,6
162,2015-04-15,28,0,28
163,2015-04-18,8,4,4
164,2015-04-19,8,4,4
165,2015-04-20,4,0,4
166,2015-04-21,6,0,6
167,2015-04-22,6,0,6
168,2015-04-23,6,0,6
169,2015-04-24,6,0,6
170,2015-04-25,8,4,4
171,2015-04-26,8,4,4
172,2015-04-27,6,0,6
173,2015-04-28,4,0,4
174,2015-04-29,4,0,4
175,2015-04-30,4,0,4
176,2015-05-01,2,0,2
177,2015-05-02,2,0,2
178,2015-05-03,4,4,0
179,2015-05-04,4,0,4
180,2015-05-05,4,0,4
181,2015-05-06,4,0,4
182,2015-05-08,4,0,4
183,2015-05-09,4,2,2
184,2015-05-10,4,2,2
185,2015-05-11,4,0,4
186,2015-05-12,4,0,4
187,2015-05-13,4,0,4
188,2015-05-14,4,0,4
189,2015-05-15,4,0,4
190,2015-05-17,2,2,0
191,2015-05-19,2,0,2
192,2015-05-20,2,0,2
193,2015-05-21,2,0,2
194,2015-05-22,2,0,2
195,2015-05-23,2,0,2
196,2015-05-24,2,0,2
197,2015-05-25,2,0,2
198,2015-05-26,2,0,2
199,2015-05-27,2,0,2
200,2015-06-04,2,0,2
201,2015-06-07,2,0,2
202,2015-06-09,2,0,2
203,2015-06-11,2,0,2
204,2015-06-14,2,0,2
205,2015-06-16,2,0,2
