date,start_et,team_away,pts_away,team_home,pts_home,overtime,n_attending,notes,is_playoffs
2018-01-17,8:00p,New York Knicks,99,Memphis Grizzlies,105,,12885,,0
2018-01-17,7:30p,Detroit Pistons,91,Toronto Raptors,96,,19800,,0
2018-01-17,8:00p,Golden State Warriors,119,Chicago Bulls,112,,21372,,0
2018-01-17,7:30p,San Antonio Spurs,100,Brooklyn Nets,95,,15425,,0
2018-01-17,7:30p,New Orleans Pelicans,93,Atlanta Hawks,94,,10894,,0
2018-01-17,7:00p,Washington Wizards,109,Charlotte Hornets,133,,11528,,0
2018-01-18,7:00p,Philadelphia 76ers,89,Boston Celtics,80,,18624,,0
2018-01-18,7:00p,Orlando Magic,103,Cleveland Cavaliers,104,,20562,,0
2018-01-18,9:30p,Minnesota Timberwolves,98,Houston Rockets,116,,18055,,0
2018-01-18,10:00p,Indiana Pacers,86,Portland Trail Blazers,100,,19071,,0
2018-01-19,10:30p,New York Knicks,117,Utah Jazz,115,,18306,,0
2018-01-19,10:30p,Indiana Pacers,86,Los Angeles Lakers,99,,18997,,0
2018-01-19,9:00p,Phoenix Suns,108,Denver Nuggets,100,,15732,,0
2018-01-19,7:30p,Miami Heat,95,Brooklyn Nets,101,,17732,,0
2018-01-19,8:00p,Washington Wizards,122,Detroit Pistons,112,,14744,,0
2018-01-19,7:00p,San Antonio Spurs,83,Toronto Raptors,86,,19800,,0
2018-01-19,8:00p,Sacramento Kings,88,Memphis Grizzlies,106,,16831,,0
2018-01-20,9:00p,Toronto Raptors,109,Minnesota Timberwolves,115,,17828,,0
2018-01-20,10:00p,Dallas Mavericks,108,Portland Trail Blazers,117,,19464,,0
2018-01-20,9:00p,Los Angeles Clippers,113,Utah Jazz,125,,18306,,0
2018-01-20,8:30p,Golden State Warriors,108,Houston Rockets,116,,18055,,0
2018-01-20,7:30p,Milwaukee Bucks,94,Philadelphia 76ers,116,,20826,,0
2018-01-20,7:00p,Memphis Grizzlies,104,New Orleans Pelicans,111,,18212,,0
2018-01-20,7:00p,Miami Heat,106,Charlotte Hornets,105,,18687,,0
2018-01-20,5:00p,Chicago Bulls,113,Atlanta Hawks,97,,15597,,0
2018-01-20,3:30p,Oklahoma City Thunder,148,Cleveland Cavaliers,124,,20562,,0
2018-01-21,1:00p,Orlando Magic,103,Boston Celtics,95,,18624,,0
2018-01-21,3:30p,New York Knicks,107,Los Angeles Lakers,127,,18997,,0
2018-01-21,4:00p,Brooklyn Nets,101,Detroit Pistons,100,,17554,,0
2018-01-21,7:00p,Indiana Pacers,94,San Antonio Spurs,86,,18418,,0
2018-01-22,10:30p,Minnesota Timberwolves,126,Los Angeles Clippers,118,,16347,,0
2018-01-22,9:00p,Portland Trail Blazers,101,Denver Nuggets,104,,14474,,0
2018-01-22,8:30p,Washington Wizards,75,Dallas Mavericks,98,,19328,,0
2018-01-22,8:00p,Chicago Bulls,128,New Orleans Pelicans,132,2OT,17101,,0
2018-01-22,7:30p,Utah Jazz,90,Atlanta Hawks,104,,11096,,0
2018-01-22,8:00p,Philadelphia 76ers,101,Memphis Grizzlies,105,,14288,,0
2018-01-22,8:00p,Miami Heat,90,Houston Rockets,99,,18055,,0
2018-01-22,7:00p,Sacramento Kings,107,Charlotte Hornets,112,,11806,,0
2018-01-22,8:00p,Phoenix Suns,105,Milwaukee Bucks,109,,14766,,0
2018-01-23,10:30p,Boston Celtics,107,Los Angeles Lakers,108,,18997,,0
2018-01-23,8:00p,Cleveland Cavaliers,102,San Antonio Spurs,114,,18418,,0
2018-01-23,10:30p,New York Knicks,112,Golden State Warriors,123,,19596,,0
2018-01-23,8:00p,Brooklyn Nets,108,Oklahoma City Thunder,109,,18203,,0
2018-01-23,7:00p,Sacramento Kings,105,Orlando Magic,99,,18846,,0
2018-01-24,10:30p,Boston Celtics,113,Los Angeles Clippers,102,,19430,,0
2018-01-24,8:00p,San Antonio Spurs,108,Memphis Grizzlies,85,,15812,,0
2018-01-24,8:00p,Houston Rockets,104,Dallas Mavericks,97,,19378,,0
2018-01-24,7:30p,Toronto Raptors,108,Atlanta Hawks,93,,12780,,0
2018-01-24,10:00p,Minnesota Timberwolves,114,Portland Trail Blazers,123,,18920,,0
2018-01-24,7:00p,Phoenix Suns,101,Indiana Pacers,116,,14060,,0
2018-01-24,7:00p,Utah Jazz,98,Detroit Pistons,95,OT,15682,,0
2018-01-24,7:00p,New Orleans Pelicans,101,Charlotte Hornets,96,,14588,,0
2018-01-24,7:00p,Chicago Bulls,101,Philadelphia 76ers,115,,20547,,0
2018-01-25,7:30p,Sacramento Kings,89,Miami Heat,88,,19600,,0
2018-01-25,8:00p,Washington Wizards,112,Oklahoma City Thunder,121,,18203,,0
2018-01-25,9:00p,New York Knicks,118,Denver Nuggets,130,,15482,,0
2018-01-25,10:30p,Minnesota Timberwolves,113,Golden State Warriors,126,,19596,,0
2018-01-26,8:00p,Houston Rockets,113,New Orleans Pelicans,115,,17186,,0
2018-01-26,9:00p,New York Knicks,107,Phoenix Suns,85,,17068,,0
2018-01-26,8:30p,Philadelphia 76ers,97,San Antonio Spurs,78,,18418,,0
2018-01-26,8:30p,Portland Trail Blazers,107,Dallas Mavericks,93,,19876,,0
2018-01-26,8:00p,Brooklyn Nets,91,Milwaukee Bucks,116,,18717,,0
2018-01-26,8:00p,Los Angeles Clippers,109,Memphis Grizzlies,100,,16369,,0
2018-01-26,8:00p,Los Angeles Lakers,108,Chicago Bulls,103,,21827,,0
2018-01-26,7:30p,Utah Jazz,97,Toronto Raptors,93,,19800,,0
2018-01-26,7:30p,Indiana Pacers,108,Cleveland Cavaliers,115,,20562,,0
2018-01-26,7:00p,Atlanta Hawks,110,Charlotte Hornets,121,,15479,,0
2018-01-27,9:00p,Brooklyn Nets,97,Minnesota Timberwolves,111,,16231,,0
2018-01-27,9:00p,Dallas Mavericks,89,Denver Nuggets,91,,19520,,0
2018-01-27,7:30p,Charlotte Hornets,91,Miami Heat,95,,19600,,0
2018-01-27,8:30p,Boston Celtics,105,Golden State Warriors,109,,19596,,0
2018-01-27,7:00p,Orlando Magic,112,Indiana Pacers,114,,17923,,0
2018-01-27,5:00p,Oklahoma City Thunder,121,Detroit Pistons,108,,20491,,0
2018-01-27,7:30p,Washington Wizards,129,Atlanta Hawks,104,,15843,,0
2018-01-28,6:00p,Los Angeles Lakers,111,Toronto Raptors,123,,19800,,0
2018-01-28,3:30p,Milwaukee Bucks,110,Chicago Bulls,96,,21630,,0
2018-01-28,3:30p,Phoenix Suns,102,Houston Rockets,113,,18055,,0
2018-01-28,4:00p,Los Angeles Clippers,112,New Orleans Pelicans,103,,16378,,0
2018-01-28,6:00p,Detroit Pistons,104,Cleveland Cavaliers,121,,20562,,0
2018-01-28,6:00p,Philadelphia 76ers,112,Oklahoma City Thunder,122,,18202,,0
2018-01-28,7:00p,Sacramento Kings,98,San Antonio Spurs,113,,18418,,0
2018-01-29,8:30p,Miami Heat,95,Dallas Mavericks,88,,19555,,0
2018-01-29,9:00p,Boston Celtics,111,Denver Nuggets,110,,19520,,0
2018-01-29,8:00p,Philadelphia 76ers,95,Milwaukee Bucks,107,,14126,,0
2018-01-29,7:30p,Minnesota Timberwolves,100,Atlanta Hawks,105,,12589,,0
2018-01-29,8:00p,Phoenix Suns,109,Memphis Grizzlies,120,,13202,,0
2018-01-29,7:00p,Charlotte Hornets,96,Indiana Pacers,105,,14225,,0
2018-01-30,7:00p,Oklahoma City Thunder,96,Washington Wizards,102,,20356,,0
2018-01-30,7:30p,Brooklyn Nets,95,New York Knicks,111,,19505,,0
2018-01-30,7:30p,Minnesota Timberwolves,104,Toronto Raptors,109,,19800,,0
2018-01-30,8:00p,Cleveland Cavaliers,114,Detroit Pistons,125,,18508,,0
2018-01-30,8:00p,Orlando Magic,107,Houston Rockets,114,,18055,,0
2018-01-30,8:00p,Sacramento Kings,114,New Orleans Pelicans,103,,14292,,0
2018-01-30,8:30p,Denver Nuggets,104,San Antonio Spurs,106,,18418,,0
2018-01-30,9:00p,Golden State Warriors,99,Utah Jazz,129,,18306,,0
2018-01-30,10:30p,Portland Trail Blazers,104,Los Angeles Clippers,96,,16705,,0
2018-01-31,10:00p,Chicago Bulls,108,Portland Trail Blazers,124,,19422,,0
2018-01-31,8:00p,New York Knicks,73,Boston Celtics,103,,18624,,0
2018-01-31,7:30p,Miami Heat,89,Cleveland Cavaliers,91,,20562,,0
2018-01-31,10:30p,Dallas Mavericks,88,Phoenix Suns,102,,15923,,0
2018-01-31,7:30p,Charlotte Hornets,123,Atlanta Hawks,110,,13103,,0
2018-01-31,7:00p,Los Angeles Lakers,105,Orlando Magic,127,,18553,,0
2018-01-31,7:00p,Memphis Grizzlies,101,Indiana Pacers,105,,15093,,0
2018-01-31,7:30p,Philadelphia 76ers,108,Brooklyn Nets,116,,15577,,0
2018-02-01,7:00p,Memphis Grizzlies,102,Detroit Pistons,104,,17481,,0
2018-02-01,7:00p,Toronto Raptors,119,Washington Wizards,122,,15599,,0
2018-02-01,8:00p,Milwaukee Bucks,89,Minnesota Timberwolves,108,,17199,,0
2018-02-01,8:00p,Houston Rockets,102,San Antonio Spurs,91,,18418,,0
2018-02-01,10:30p,Oklahoma City Thunder,124,Denver Nuggets,127,,18407,,0
2018-02-02,10:30p,Golden State Warriors,119,Sacramento Kings,104,,17583,,0
2018-02-02,9:00p,Utah Jazz,129,Phoenix Suns,97,,16560,,0
2018-02-02,9:00p,New Orleans Pelicans,114,Oklahoma City Thunder,100,,18203,,0
2018-02-02,8:00p,Miami Heat,97,Philadelphia 76ers,103,,20636,,0
2018-02-02,7:30p,Atlanta Hawks,110,Boston Celtics,119,,18624,,0
2018-02-02,7:30p,Portland Trail Blazers,105,Toronto Raptors,130,,19800,,0
2018-02-02,7:30p,Los Angeles Lakers,102,Brooklyn Nets,99,,17732,,0
2018-02-02,7:00p,Indiana Pacers,126,Charlotte Hornets,133,,17135,,0
2018-02-02,8:00p,New York Knicks,90,Milwaukee Bucks,92,,18717,,0
2018-02-03,9:00p,New Orleans Pelicans,107,Minnesota Timberwolves,118,,17954,,0
2018-02-03,10:00p,Dallas Mavericks,106,Sacramento Kings,99,,17583,,0
2018-02-03,9:00p,Utah Jazz,120,San Antonio Spurs,111,,18418,,0
2018-02-03,9:00p,Golden State Warriors,108,Denver Nuggets,115,,20103,,0
2018-02-03,8:30p,Houston Rockets,120,Cleveland Cavaliers,88,,20562,,0
2018-02-03,7:00p,Washington Wizards,115,Orlando Magic,98,,18846,,0
2018-02-03,7:00p,Philadelphia 76ers,92,Indiana Pacers,100,,17923,,0
2018-02-03,7:00p,Miami Heat,107,Detroit Pistons,111,,18747,,0
2018-02-03,3:30p,Chicago Bulls,103,Los Angeles Clippers,113,,19068,,0
2018-02-04,12:00p,Portland Trail Blazers,96,Boston Celtics,97,,18624,,0
2018-02-04,12:00p,Milwaukee Bucks,109,Brooklyn Nets,94,,14392,,0
2018-02-04,12:00p,Atlanta Hawks,99,New York Knicks,96,,19441,,0
2018-02-04,12:00p,Memphis Grizzlies,86,Toronto Raptors,101,,19800,,0
2018-02-04,2:00p,Los Angeles Lakers,108,Oklahoma City Thunder,104,,18203,,0
2018-02-04,3:00p,Charlotte Hornets,115,Phoenix Suns,110,,14487,,0
2018-02-05,10:30p,Dallas Mavericks,101,Los Angeles Clippers,104,,15127,,0
2018-02-05,10:00p,Chicago Bulls,98,Sacramento Kings,104,,17583,,0
2018-02-05,9:00p,Charlotte Hornets,104,Denver Nuggets,121,,14410,,0
2018-02-05,7:00p,Portland Trail Blazers,91,Detroit Pistons,111,,13810,,0
2018-02-05,7:30p,Orlando Magic,111,Miami Heat,109,,19600,,0
2018-02-05,7:00p,Washington Wizards,111,Indiana Pacers,102,,13169,,0
2018-02-05,8:00p,Utah Jazz,133,New Orleans Pelicans,109,,14293,,0
2018-02-06,8:00p,Washington Wizards,102,Philadelphia 76ers,115,,20530,,0
2018-02-06,10:30p,Phoenix Suns,93,Los Angeles Lakers,112,,18997,,0
2018-02-06,10:30p,Oklahoma City Thunder,125,Golden State Warriors,105,,19596,,0
2018-02-06,7:30p,Boston Celtics,91,Toronto Raptors,111,,20017,,0
2018-02-06,7:30p,Memphis Grizzlies,82,Atlanta Hawks,108,,11866,,0
2018-02-06,7:30p,Houston Rockets,123,Brooklyn Nets,113,,15064,,0
2018-02-06,7:00p,Cleveland Cavaliers,98,Orlando Magic,116,,18846,,0
2018-02-06,7:30p,Milwaukee Bucks,103,New York Knicks,89,,19812,,0
2018-02-07,7:00p,Brooklyn Nets,106,Detroit Pistons,115,,15114,,0
2018-02-07,7:30p,Houston Rockets,109,Miami Heat,101,,19600,,0
2018-02-07,8:00p,Minnesota Timberwolves,138,Cleveland Cavaliers,140,OT,20562,,0
2018-02-07,8:00p,Utah Jazz,92,Memphis Grizzlies,88,,13187,,0
2018-02-07,10:30p,San Antonio Spurs,129,Phoenix Suns,81,,15993,,0
2018-02-08,10:30p,Oklahoma City Thunder,81,Los Angeles Lakers,106,,18997,,0
2018-02-08,7:00p,Atlanta Hawks,98,Orlando Magic,100,,16215,,0
2018-02-08,7:30p,New York Knicks,88,Toronto Raptors,113,,19800,,0
2018-02-08,8:00p,Boston Celtics,110,Washington Wizards,104,OT,20356,,0
2018-02-08,10:00p,Charlotte Hornets,103,Portland Trail Blazers,109,OT,19178,,0
2018-02-08,10:30p,Dallas Mavericks,103,Golden State Warriors,121,,19596,,0
2018-02-09,9:30p,Minnesota Timberwolves,113,Chicago Bulls,114,,21558,,0
2018-02-09,9:00p,Charlotte Hornets,94,Utah Jazz,106,,18306,,0
2018-02-09,10:30p,Portland Trail Blazers,118,Sacramento Kings,100,,17583,,0
2018-02-09,8:00p,Milwaukee Bucks,85,Miami Heat,91,,20018,,0
2018-02-09,7:30p,Indiana Pacers,97,Boston Celtics,91,,18624,,0
2018-02-09,7:00p,New Orleans Pelicans,82,Philadelphia 76ers,100,,20489,,0
2018-02-09,7:30p,Cleveland Cavaliers,123,Atlanta Hawks,107,,16438,,0
2018-02-09,8:00p,Denver Nuggets,104,Houston Rockets,130,,18055,,0
2018-02-09,7:00p,Los Angeles Clippers,108,Detroit Pistons,95,,16697,,0
2018-02-10,6:00p,New Orleans Pelicans,138,Brooklyn Nets,128,2OT,16572,,0
2018-02-10,7:00p,Milwaukee Bucks,111,Orlando Magic,104,,18347,,0
2018-02-10,7:00p,Los Angeles Clippers,98,Philadelphia 76ers,112,,20504,,0
2018-02-10,8:00p,Washington Wizards,101,Chicago Bulls,90,,21112,,0
2018-02-10,8:30p,Los Angeles Lakers,123,Dallas Mavericks,130,,20162,,0
2018-02-10,8:30p,San Antonio Spurs,105,Golden State Warriors,122,,19596,,0
2018-02-10,9:00p,Denver Nuggets,123,Phoenix Suns,113,,16325,,0
2018-02-11,9:00p,Utah Jazz,115,Portland Trail Blazers,96,,19730,,0
2018-02-11,7:00p,Sacramento Kings,106,Minnesota Timberwolves,111,,18068,,0
2018-02-11,7:00p,Dallas Mavericks,97,Houston Rockets,104,,18055,,0
2018-02-11,7:00p,Memphis Grizzlies,92,Oklahoma City Thunder,110,,18203,,0
2018-02-11,3:30p,Cleveland Cavaliers,121,Boston Celtics,99,,18624,,0
2018-02-11,3:30p,Detroit Pistons,115,Atlanta Hawks,118,,15214,,0
2018-02-11,1:00p,Toronto Raptors,123,Charlotte Hornets,103,,18320,,0
2018-02-11,5:00p,New York Knicks,113,Indiana Pacers,121,,17923,,0
2018-02-12,7:00p,New Orleans Pelicans,118,Detroit Pistons,103,,14453,,0
2018-02-12,7:00p,New York Knicks,92,Philadelphia 76ers,108,,20589,,0
2018-02-12,7:30p,Los Angeles Clippers,114,Brooklyn Nets,101,,13735,,0
2018-02-12,8:00p,Orlando Magic,101,Chicago Bulls,105,,18611,,0
2018-02-12,9:00p,San Antonio Spurs,99,Utah Jazz,101,,18306,,0
2018-02-12,10:30p,Phoenix Suns,83,Golden State Warriors,129,,19596,,0
2018-02-13,10:30p,San Antonio Spurs,109,Denver Nuggets,117,,17623,,0
2018-02-13,8:30p,Sacramento Kings,114,Dallas Mavericks,109,,19801,,0
2018-02-13,8:00p,Cleveland Cavaliers,120,Oklahoma City Thunder,112,,18203,,0
2018-02-13,7:00p,Miami Heat,112,Toronto Raptors,115,,19800,,0
2018-02-13,8:00p,Atlanta Hawks,92,Milwaukee Bucks,97,,14720,,0
2018-02-13,8:00p,Houston Rockets,126,Minnesota Timberwolves,108,,18978,,0
2018-02-14,8:00p,Sacramento Kings,91,Houston Rockets,100,,18055,,0
2018-02-14,10:30p,Golden State Warriors,117,Portland Trail Blazers,123,,19520,,0
2018-02-14,9:00p,Phoenix Suns,97,Utah Jazz,107,,18306,,0
2018-02-14,8:00p,Los Angeles Lakers,117,New Orleans Pelicans,139,,15436,,0
2018-02-14,8:00p,Toronto Raptors,122,Chicago Bulls,98,,21006,,0
2018-02-14,8:00p,Oklahoma City Thunder,121,Memphis Grizzlies,114,,16012,,0
2018-02-14,7:30p,Washington Wizards,118,New York Knicks,113,,19812,,0
2018-02-14,7:30p,Indiana Pacers,108,Brooklyn Nets,103,,13159,,0
2018-02-14,8:00p,Los Angeles Clippers,129,Boston Celtics,119,,18624,,0
2018-02-14,7:00p,Miami Heat,102,Philadelphia 76ers,104,,20492,,0
2018-02-14,7:00p,Charlotte Hornets,104,Orlando Magic,102,,18428,,0
2018-02-14,7:00p,Atlanta Hawks,98,Detroit Pistons,104,,15849,,0
2018-02-15,8:00p,Denver Nuggets,134,Milwaukee Bucks,123,,15486,,0
2018-02-15,9:00p,Los Angeles Lakers,111,Minnesota Timberwolves,119,,17534,,0
2018-02-22,10:30p,Los Angeles Clippers,127,Golden State Warriors,134,,19596,,0
2018-02-22,10:00p,Oklahoma City Thunder,110,Sacramento Kings,107,,17583,,0
2018-02-22,8:00p,Washington Wizards,110,Cleveland Cavaliers,103,,20562,,0
2018-02-22,7:00p,New York Knicks,120,Orlando Magic,113,,18846,,0
2018-02-22,7:00p,Brooklyn Nets,96,Charlotte Hornets,111,,14112,,0
2018-02-22,8:00p,Philadelphia 76ers,116,Chicago Bulls,115,,21312,,0
2018-02-23,8:00p,Miami Heat,123,New Orleans Pelicans,124,OT,17751,,0
2018-02-23,9:00p,Portland Trail Blazers,100,Utah Jazz,81,,18306,,0
2018-02-23,9:00p,Los Angeles Clippers,128,Phoenix Suns,117,,17126,,0
2018-02-23,10:30p,Dallas Mavericks,102,Los Angeles Lakers,124,,18997,,0
2018-02-23,8:00p,Cleveland Cavaliers,112,Memphis Grizzlies,89,,18119,,0
2018-02-23,9:00p,San Antonio Spurs,119,Denver Nuggets,122,,20027,,0
2018-02-23,7:30p,Milwaukee Bucks,122,Toronto Raptors,119,OT,20047,,0
2018-02-23,7:00p,Charlotte Hornets,122,Washington Wizards,105,,17824,,0
2018-02-23,7:00p,Atlanta Hawks,93,Indiana Pacers,116,,17923,,0
2018-02-23,7:00p,Boston Celtics,110,Detroit Pistons,98,,20491,,0
2018-02-23,8:00p,Minnesota Timberwolves,102,Houston Rockets,120,,18055,,0
2018-02-24,10:00p,Los Angeles Lakers,113,Sacramento Kings,108,,17583,,0
2018-02-24,9:00p,Portland Trail Blazers,106,Phoenix Suns,104,,17112,,0
2018-02-24,9:00p,Chicago Bulls,104,Minnesota Timberwolves,122,,18978,,0
2018-02-24,9:00p,Dallas Mavericks,90,Utah Jazz,97,,18306,,0
2018-02-24,7:30p,Boston Celtics,121,New York Knicks,112,,19812,,0
2018-02-24,7:30p,Memphis Grizzlies,89,Miami Heat,115,,19600,,0
2018-02-24,5:00p,Orlando Magic,105,Philadelphia 76ers,116,,20594,,0
2018-02-24,8:30p,Oklahoma City Thunder,80,Golden State Warriors,112,,19596,,0
2018-02-25,1:00p,Detroit Pistons,98,Charlotte Hornets,114,,17894,,0
2018-02-25,3:00p,New Orleans Pelicans,123,Milwaukee Bucks,121,OT,18717,,0
2018-02-25,3:30p,San Antonio Spurs,110,Cleveland Cavaliers,94,,20562,,0
2018-02-25,8:00p,Houston Rockets,119,Denver Nuggets,114,,20044,,0
2018-02-25,8:00p,Philadelphia 76ers,94,Washington Wizards,109,,17180,,0
2018-02-26,8:00p,Orlando Magic,105,Oklahoma City Thunder,112,,18203,,0
2018-02-26,9:00p,Houston Rockets,96,Utah Jazz,85,,18306,,0
2018-02-26,8:30p,Indiana Pacers,103,Dallas Mavericks,109,,19536,,0
2018-02-26,10:00p,Minnesota Timberwolves,118,Sacramento Kings,100,,17583,,0
2018-02-26,8:00p,Phoenix Suns,116,New Orleans Pelicans,125,,14302,,0
2018-02-26,7:30p,Chicago Bulls,87,Brooklyn Nets,104,,15081,,0
2018-02-26,7:30p,Golden State Warriors,125,New York Knicks,111,,19812,,0
2018-02-26,7:30p,Memphis Grizzlies,98,Boston Celtics,109,,18624,,0
2018-02-26,7:30p,Los Angeles Lakers,123,Atlanta Hawks,104,,16328,,0
2018-02-26,7:30p,Detroit Pistons,94,Toronto Raptors,123,,19800,,0
2018-02-27,7:00p,Chicago Bulls,103,Charlotte Hornets,118,,14521,,0
2018-02-27,7:00p,Brooklyn Nets,123,Cleveland Cavaliers,129,,20562,,0
2018-02-27,7:30p,Philadelphia 76ers,101,Miami Heat,102,,19600,,0
2018-02-27,8:00p,Washington Wizards,107,Milwaukee Bucks,104,,16093,,0
2018-02-27,10:00p,Sacramento Kings,99,Portland Trail Blazers,116,,19468,,0
2018-02-27,10:30p,Los Angeles Clippers,122,Denver Nuggets,120,,15004,,0
2018-02-28,10:30p,Houston Rockets,105,Los Angeles Clippers,92,,19068,,0
2018-02-28,8:30p,Oklahoma City Thunder,111,Dallas Mavericks,110,OT,20202,,0
2018-02-28,8:00p,Golden State Warriors,109,Washington Wizards,101,,20356,,0
2018-02-28,8:00p,Phoenix Suns,110,Memphis Grizzlies,102,,13484,,0
2018-02-28,8:30p,New Orleans Pelicans,121,San Antonio Spurs,116,,18418,,0
2018-02-28,7:30p,Indiana Pacers,102,Atlanta Hawks,107,,13316,,0
2018-02-28,7:00p,Toronto Raptors,117,Orlando Magic,104,,17328,,0
2018-02-28,7:00p,Milwaukee Bucks,87,Detroit Pistons,110,,16146,,0
2018-02-28,7:30p,Charlotte Hornets,106,Boston Celtics,134,,18624,,0
2018-03-01,7:30p,Los Angeles Lakers,131,Miami Heat,113,,19600,,0
2018-03-01,8:00p,Philadelphia 76ers,108,Cleveland Cavaliers,97,,20562,,0
2018-03-01,10:00p,Brooklyn Nets,111,Sacramento Kings,116,OT,17583,,0
2018-03-01,10:30p,Minnesota Timberwolves,99,Portland Trail Blazers,108,,19533,,0
2018-03-02,10:30p,Minnesota Timberwolves,108,Utah Jazz,116,,18306,,0
2018-03-02,10:30p,New York Knicks,105,Los Angeles Clippers,128,,17190,,0
2018-03-02,9:00p,Oklahoma City Thunder,124,Phoenix Suns,116,,18055,,0
2018-03-02,8:00p,Toronto Raptors,102,Washington Wizards,95,,18631,,0
2018-03-02,8:00p,Indiana Pacers,103,Milwaukee Bucks,96,,17217,,0
2018-03-02,7:30p,Golden State Warriors,114,Atlanta Hawks,109,,16728,,0
2018-03-02,8:00p,Dallas Mavericks,100,Chicago Bulls,108,,21017,,0
2018-03-02,7:00p,Charlotte Hornets,99,Philadelphia 76ers,110,,20487,,0
2018-03-02,7:00p,Detroit Pistons,106,Orlando Magic,115,OT,17223,,0
2018-03-02,8:00p,Denver Nuggets,108,Memphis Grizzlies,102,,16421,,0
2018-03-03,10:00p,Utah Jazz,98,Sacramento Kings,91,,17583,,0
2018-03-03,10:00p,Oklahoma City Thunder,100,Portland Trail Blazers,108,,20063,,0
2018-03-03,8:30p,Boston Celtics,120,Houston Rockets,123,,18476,,0
2018-03-03,9:00p,Los Angeles Lakers,116,San Antonio Spurs,112,,18557,,0
2018-03-03,7:30p,Denver Nuggets,126,Cleveland Cavaliers,117,,20562,,0
2018-03-03,7:00p,Memphis Grizzlies,100,Orlando Magic,107,,17875,,0
2018-03-03,7:30p,Detroit Pistons,96,Miami Heat,105,,19600,,0
2018-03-04,3:30p,Phoenix Suns,112,Atlanta Hawks,113,,15166,,0
2018-03-04,6:00p,Charlotte Hornets,98,Toronto Raptors,103,,19800,,0
2018-03-04,6:00p,Indiana Pacers,98,Washington Wizards,95,,16646,,0
2018-03-04,7:00p,New Orleans Pelicans,126,Dallas Mavericks,109,,19798,,0
2018-03-04,8:00p,Philadelphia 76ers,110,Milwaukee Bucks,118,,15587,,0
2018-03-04,9:00p,Brooklyn Nets,120,Los Angeles Clippers,123,,16384,,0
2018-03-04,9:00p,New York Knicks,99,Sacramento Kings,102,,17583,,0
2018-03-05,10:30p,Portland Trail Blazers,108,Los Angeles Lakers,103,,18997,,0
2018-03-05,9:00p,Orlando Magic,80,Utah Jazz,94,,18306,,0
2018-03-05,8:30p,Memphis Grizzlies,98,San Antonio Spurs,100,,18418,,0
2018-03-05,7:00p,Detroit Pistons,90,Cleveland Cavaliers,112,,20562,,0
2018-03-05,7:30p,Phoenix Suns,103,Miami Heat,125,,19600,,0
2018-03-05,7:00p,Milwaukee Bucks,89,Indiana Pacers,92,,15874,,0
2018-03-05,8:00p,Boston Celtics,105,Chicago Bulls,89,,21286,,0
2018-03-06,10:00p,New York Knicks,87,Portland Trail Blazers,111,,19393,,0
2018-03-06,10:30p,Brooklyn Nets,101,Golden State Warriors,114,,19596,,0
2018-03-06,10:30p,New Orleans Pelicans,121,Los Angeles Clippers,116,,16412,,0
2018-03-06,8:30p,Denver Nuggets,107,Dallas Mavericks,118,,19504,,0
2018-03-06,7:00p,Atlanta Hawks,90,Toronto Raptors,106,,19800,,0
2018-03-06,7:00p,Miami Heat,113,Washington Wizards,117,OT,16582,,0
2018-03-06,7:00p,Philadelphia 76ers,128,Charlotte Hornets,114,,15600,,0
2018-03-06,8:00p,Houston Rockets,122,Oklahoma City Thunder,112,,18203,,0
2018-03-07,7:00p,Utah Jazz,104,Indiana Pacers,84,,16432,,0
2018-03-07,8:00p,Memphis Grizzlies,110,Chicago Bulls,119,,20210,,0
2018-03-07,8:00p,Toronto Raptors,121,Detroit Pistons,119,OT,17769,,0
2018-03-07,8:00p,Houston Rockets,110,Milwaukee Bucks,99,,17195,,0
2018-03-07,10:00p,New Orleans Pelicans,114,Sacramento Kings,101,,17583,,0
2018-03-07,10:30p,Cleveland Cavaliers,113,Denver Nuggets,108,,20062,,0
2018-03-07,10:30p,Orlando Magic,107,Los Angeles Lakers,108,,18997,,0
2018-03-08,10:30p,San Antonio Spurs,107,Golden State Warriors,110,,19596,,0
2018-03-08,7:00p,Brooklyn Nets,125,Charlotte Hornets,111,,14173,,0
2018-03-08,7:30p,Philadelphia 76ers,99,Miami Heat,108,,19600,,0
2018-03-08,8:00p,Boston Celtics,117,Minnesota Timberwolves,109,,18978,,0
2018-03-08,8:00p,Phoenix Suns,87,Oklahoma City Thunder,115,,18203,,0
2018-03-09,10:00p,Golden State Warriors,108,Portland Trail Blazers,125,,19487,,0
2018-03-09,10:30p,Cleveland Cavaliers,102,Los Angeles Clippers,116,,19130,,0
2018-03-09,9:00p,Los Angeles Lakers,116,Denver Nuggets,125,,19807,,0
2018-03-09,8:00p,Washington Wizards,116,New Orleans Pelicans,97,,18143,,0
2018-03-09,10:00p,Orlando Magic,88,Sacramento Kings,94,,17583,,0
2018-03-09,8:00p,Utah Jazz,95,Memphis Grizzlies,78,,15622,,0
2018-03-09,7:30p,Houston Rockets,105,Toronto Raptors,108,,20131,,0
2018-03-09,7:00p,Atlanta Hawks,87,Indiana Pacers,112,,17923,,0
2018-03-09,8:00p,New York Knicks,112,Milwaukee Bucks,120,,18717,,0
2018-03-09,7:00p,Chicago Bulls,83,Detroit Pistons,99,,17406,,0
