date,start_et,team_away,pts_away,team_home,pts_home,overtime,n_attending,notes,is_playoffs
2016-01-23,9:00p,Atlanta Hawks,95,Phoenix Suns,98,,17034,,0
2016-01-23,8:30p,Chicago Bulls,96,Cleveland Cavaliers,83,,20562,,0
2016-01-23,8:00p,Memphis Grizzlies,101,Minnesota Timberwolves,106,,15608,,0
2016-01-23,7:00p,Milwaukee Bucks,99,New Orleans Pelicans,116,,16980,,0
2016-01-23,7:00p,New York Knicks,84,Charlotte Hornets,97,,17768,,0
2016-01-24,3:30p,Dallas Mavericks,104,Houston Rockets,115,,18142,,0
2016-01-24,6:00p,Los Angeles Clippers,94,Toronto Raptors,112,,19800,,0
2016-01-24,7:00p,Boston Celtics,112,Philadelphia 76ers,92,,9722,,0
2016-01-24,7:30p,Oklahoma City Thunder,106,Brooklyn Nets,116,,16019,,0
2016-01-25,10:30p,San Antonio Spurs,90,Golden State Warriors,120,,19596,,0
2016-01-25,10:00p,Charlotte Hornets,129,Sacramento Kings,128,2OT,16991,,0
2016-01-25,9:00p,Detroit Pistons,95,Utah Jazz,92,,18783,,0
2016-01-25,9:00p,Atlanta Hawks,119,Denver Nuggets,105,,10280,,0
2016-01-25,7:00p,Boston Celtics,116,Washington Wizards,91,,11753,,0
2016-01-25,8:00p,Orlando Magic,102,Memphis Grizzlies,108,OT,15779,,0
2016-01-25,8:00p,Miami Heat,89,Chicago Bulls,84,,21720,,0
2016-01-25,7:00p,Minnesota Timberwolves,107,Cleveland Cavaliers,114,,20562,,0
2016-01-25,8:00p,Houston Rockets,112,New Orleans Pelicans,111,,15688,,0
2016-01-26,10:00p,Sacramento Kings,97,Portland Trail Blazers,112,,19393,,0
2016-01-26,10:30p,Dallas Mavericks,92,Los Angeles Lakers,90,,18997,,0
2016-01-26,8:00p,Orlando Magic,100,Milwaukee Bucks,107,,11884,,0
2016-01-26,7:30p,Washington Wizards,89,Toronto Raptors,106,,19800,,0
2016-01-26,7:30p,Miami Heat,102,Brooklyn Nets,98,,15267,,0
2016-01-26,7:00p,Phoenix Suns,103,Philadelphia 76ers,113,,10851,,0
2016-01-26,7:00p,Los Angeles Clippers,91,Indiana Pacers,89,,15448,,0
2016-01-26,7:30p,Oklahoma City Thunder,128,New York Knicks,122,OT,19812,,0
2016-01-27,9:00p,Charlotte Hornets,73,Utah Jazz,102,,16683,,0
2016-01-27,10:30p,Dallas Mavericks,107,Golden State Warriors,127,,19596,,0
2016-01-27,8:00p,Oklahoma City Thunder,126,Minnesota Timberwolves,123,,13337,,0
2016-01-27,8:00p,Houston Rockets,99,San Antonio Spurs,130,,18418,,0
2016-01-27,7:30p,Philadelphia 76ers,97,Detroit Pistons,110,,13712,,0
2016-01-27,7:30p,Denver Nuggets,103,Boston Celtics,111,,18108,,0
2016-01-27,7:00p,Phoenix Suns,93,Cleveland Cavaliers,115,,20562,,0
2016-01-27,8:00p,Los Angeles Clippers,85,Atlanta Hawks,83,,17664,,0
2016-01-28,10:30p,Chicago Bulls,114,Los Angeles Lakers,91,,18997,,0
2016-01-28,7:00p,Atlanta Hawks,92,Indiana Pacers,111,,15196,,0
2016-01-28,7:00p,Denver Nuggets,117,Washington Wizards,113,,15146,,0
2016-01-28,8:00p,Milwaukee Bucks,83,Memphis Grizzlies,103,,15244,,0
2016-01-28,8:00p,Sacramento Kings,105,New Orleans Pelicans,114,,15636,,0
2016-01-28,8:00p,New York Knicks,93,Toronto Raptors,103,,19800,,0
2016-01-29,10:00p,Charlotte Hornets,91,Portland Trail Blazers,109,,19393,,0
2016-01-29,9:00p,Minnesota Timberwolves,90,Utah Jazz,103,,18850,,0
2016-01-29,10:30p,Los Angeles Lakers,93,Los Angeles Clippers,105,,19495,,0
2016-01-29,8:30p,Brooklyn Nets,79,Dallas Mavericks,91,,20409,,0
2016-01-29,7:30p,Cleveland Cavaliers,114,Detroit Pistons,106,,21012,,0
2016-01-29,8:00p,Miami Heat,107,Milwaukee Bucks,103,,17846,,0
2016-01-29,7:30p,Phoenix Suns,84,New York Knicks,102,,19812,,0
2016-01-29,8:00p,Houston Rockets,108,Oklahoma City Thunder,116,,18203,,0
2016-01-29,7:30p,Orlando Magic,94,Boston Celtics,113,,17729,,0
2016-01-30,8:00p,Sacramento Kings,117,Memphis Grizzlies,121,,18119,,0
2016-01-30,8:00p,Washington Wizards,123,Houston Rockets,122,,18320,,0
2016-01-30,7:00p,Brooklyn Nets,103,New Orleans Pelicans,105,,18037,,0
2016-01-30,8:30p,San Antonio Spurs,103,Cleveland Cavaliers,117,,20562,,0
2016-01-30,6:30p,Detroit Pistons,107,Toronto Raptors,111,,19800,,0
2016-01-30,5:00p,Golden State Warriors,108,Philadelphia 76ers,105,,20798,,0
2016-01-30,7:00p,Denver Nuggets,105,Indiana Pacers,109,OT,18165,,0
2016-01-31,3:30p,Chicago Bulls,93,Los Angeles Clippers,120,,19325,,0
2016-01-31,6:00p,Atlanta Hawks,87,Miami Heat,105,,19937,,0
2016-01-31,6:00p,Boston Celtics,114,Orlando Magic,119,,18846,,0
2016-01-31,7:00p,Phoenix Suns,78,Dallas Mavericks,91,,20137,,0
2016-01-31,7:30p,Golden State Warriors,116,New York Knicks,95,,19812,,0
2016-01-31,9:00p,Minnesota Timberwolves,93,Portland Trail Blazers,96,,19393,,0
2016-01-31,9:30p,Charlotte Hornets,101,Los Angeles Lakers,82,,18997,,0
2016-02-01,9:00p,Toronto Raptors,93,Denver Nuggets,112,,10007,,0
2016-02-01,10:00p,Milwaukee Bucks,104,Sacramento Kings,111,,16827,,0
2016-02-01,9:00p,Chicago Bulls,96,Utah Jazz,105,OT,18811,,0
2016-02-01,8:30p,Orlando Magic,92,San Antonio Spurs,107,,18418,,0
2016-02-01,7:00p,Cleveland Cavaliers,111,Indiana Pacers,106,OT,17283,,0
2016-02-01,8:00p,Memphis Grizzlies,110,New Orleans Pelicans,95,,15210,,0
2016-02-01,8:00p,Dallas Mavericks,97,Atlanta Hawks,112,,15455,,0
2016-02-01,7:30p,Detroit Pistons,105,Brooklyn Nets,100,,13290,,0
2016-02-01,8:00p,Washington Wizards,98,Oklahoma City Thunder,114,,18203,,0
2016-02-02,7:30p,Boston Celtics,97,New York Knicks,89,,19812,,0
2016-02-02,8:00p,Miami Heat,102,Houston Rockets,115,,18229,,0
2016-02-02,9:00p,Toronto Raptors,104,Phoenix Suns,97,,15897,,0
2016-02-02,10:00p,Milwaukee Bucks,95,Portland Trail Blazers,107,,18306,,0
2016-02-02,10:30p,Minnesota Timberwolves,115,Los Angeles Lakers,119,,18997,,0
2016-02-03,8:30p,New Orleans Pelicans,97,San Antonio Spurs,110,,18418,,0
2016-02-03,10:30p,Minnesota Timberwolves,108,Los Angeles Clippers,102,,19060,,0
2016-02-03,10:00p,Chicago Bulls,107,Sacramento Kings,102,,17317,,0
2016-02-03,9:00p,Denver Nuggets,81,Utah Jazz,85,,19461,,0
2016-02-03,8:30p,Miami Heat,93,Dallas Mavericks,90,,20385,,0
2016-02-03,8:00p,Golden State Warriors,134,Washington Wizards,121,,20356,,0
2016-02-03,8:00p,Orlando Magic,114,Oklahoma City Thunder,117,,18203,,0
2016-02-03,7:30p,Indiana Pacers,114,Brooklyn Nets,100,,13311,,0
2016-02-03,7:30p,Detroit Pistons,95,Boston Celtics,102,,17297,,0
2016-02-03,7:00p,Atlanta Hawks,124,Philadelphia 76ers,86,,10429,,0
2016-02-03,7:00p,Cleveland Cavaliers,97,Charlotte Hornets,106,,19189,,0
2016-02-04,7:00p,New York Knicks,105,Detroit Pistons,111,,17095,,0
2016-02-04,9:00p,Houston Rockets,111,Phoenix Suns,105,,15723,,0
2016-02-04,9:30p,Los Angeles Lakers,99,New Orleans Pelicans,96,,18420,,0
2016-02-04,10:00p,Toronto Raptors,110,Portland Trail Blazers,103,,19393,,0
2016-02-05,9:00p,Milwaukee Bucks,81,Utah Jazz,84,,19911,,0
2016-02-05,9:00p,Chicago Bulls,110,Denver Nuggets,115,,19155,,0
2016-02-05,7:30p,Memphis Grizzlies,91,New York Knicks,85,,19812,,0
2016-02-05,7:30p,Boston Celtics,104,Cleveland Cavaliers,103,,20562,,0
2016-02-05,9:30p,San Antonio Spurs,116,Dallas Mavericks,90,,20404,,0
2016-02-05,7:00p,Philadelphia 76ers,94,Washington Wizards,106,,17305,,0
2016-02-05,7:00p,Los Angeles Clippers,107,Orlando Magic,93,,16647,,0
2016-02-05,7:00p,Miami Heat,98,Charlotte Hornets,95,,19147,,0
2016-02-05,7:00p,Indiana Pacers,96,Atlanta Hawks,102,,17225,,0
2016-02-05,7:30p,Sacramento Kings,119,Brooklyn Nets,128,,14432,,0
2016-02-06,9:00p,Utah Jazz,98,Phoenix Suns,89,,16180,,0
2016-02-06,9:00p,Oklahoma City Thunder,108,Golden State Warriors,116,,19596,,0
2016-02-06,8:30p,Los Angeles Lakers,102,San Antonio Spurs,106,,18418,,0
2016-02-06,8:00p,Dallas Mavericks,114,Memphis Grizzlies,110,OT,18119,,0
2016-02-06,8:00p,Chicago Bulls,105,Minnesota Timberwolves,112,,17876,,0
2016-02-06,7:30p,New Orleans Pelicans,84,Cleveland Cavaliers,99,,20562,,0
2016-02-06,7:00p,Detroit Pistons,104,Indiana Pacers,112,,18165,,0
2016-02-06,7:00p,Washington Wizards,104,Charlotte Hornets,108,,18450,,0
2016-02-06,5:00p,Portland Trail Blazers,96,Houston Rockets,79,,18308,,0
2016-02-06,7:30p,Brooklyn Nets,98,Philadelphia 76ers,103,,18847,,0
2016-02-07,1:00p,Sacramento Kings,119,Boston Celtics,128,,18624,,0
2016-02-07,1:00p,Denver Nuggets,101,New York Knicks,96,,19812,,0
2016-02-07,1:00p,Atlanta Hawks,94,Orlando Magic,96,,16021,,0
2016-02-07,2:00p,Los Angeles Clippers,100,Miami Heat,93,,19624,,0
2016-02-08,8:00p,Orlando Magic,117,Atlanta Hawks,110,OT,13057,,0
2016-02-08,9:00p,Oklahoma City Thunder,122,Phoenix Suns,106,,16316,,0
2016-02-08,8:00p,New Orleans Pelicans,116,Minnesota Timberwolves,102,,11926,,0
2016-02-08,7:30p,Toronto Raptors,103,Detroit Pistons,89,,14103,,0
2016-02-08,8:00p,Portland Trail Blazers,112,Memphis Grizzlies,106,OT,15892,,0
2016-02-08,7:00p,Los Angeles Clippers,98,Philadelphia 76ers,92,OT,13310,,0
2016-02-08,7:00p,Los Angeles Lakers,87,Indiana Pacers,89,,18165,,0
2016-02-08,7:30p,Denver Nuggets,104,Brooklyn Nets,105,,13043,,0
2016-02-08,7:00p,Sacramento Kings,100,Cleveland Cavaliers,120,,20562,,0
2016-02-08,7:00p,Chicago Bulls,91,Charlotte Hornets,108,,15886,,0
2016-02-09,8:00p,San Antonio Spurs,119,Miami Heat,101,,19723,,0
2016-02-09,8:00p,Boston Celtics,111,Milwaukee Bucks,112,,13215,,0
2016-02-09,8:00p,Washington Wizards,111,New York Knicks,108,,19812,,0
2016-02-09,8:30p,Utah Jazz,121,Dallas Mavericks,119,OT,19394,,0
2016-02-09,10:30p,Houston Rockets,110,Golden State Warriors,123,,19596,,0
2016-02-10,9:00p,Golden State Warriors,112,Phoenix Suns,104,,18055,,0
2016-02-10,8:00p,Utah Jazz,96,New Orleans Pelicans,100,,15256,,0
2016-02-10,8:00p,Toronto Raptors,112,Minnesota Timberwolves,117,,11171,,0
2016-02-10,8:00p,Los Angeles Lakers,111,Cleveland Cavaliers,120,,20562,,0
2016-02-10,8:00p,Atlanta Hawks,113,Chicago Bulls,90,,21709,,0
2016-02-10,10:30p,Houston Rockets,103,Portland Trail Blazers,116,,19393,,0
2016-02-10,7:30p,Memphis Grizzlies,109,Brooklyn Nets,90,,14262,,0
2016-02-10,7:30p,Los Angeles Clippers,134,Boston Celtics,139,OT,18186,,0
2016-02-10,7:00p,Sacramento Kings,114,Philadelphia 76ers,110,,12501,,0
2016-02-10,7:00p,San Antonio Spurs,98,Orlando Magic,96,,17467,,0
2016-02-10,7:00p,Charlotte Hornets,117,Indiana Pacers,95,,15653,,0
2016-02-10,7:30p,Denver Nuggets,103,Detroit Pistons,92,,19971,,0
2016-02-11,8:00p,Washington Wizards,92,Milwaukee Bucks,99,,14172,,0
2016-02-11,8:00p,New Orleans Pelicans,95,Oklahoma City Thunder,121,,18203,,0
2016-02-18,10:30p,San Antonio Spurs,86,Los Angeles Clippers,105,,19410,,0
2016-02-18,7:00p,Utah Jazz,89,Washington Wizards,103,,12415,,0
2016-02-18,8:00p,Chicago Bulls,95,Cleveland Cavaliers,106,,20562,,0
2016-02-19,8:00p,Indiana Pacers,101,Oklahoma City Thunder,98,,18203,,0
2016-02-19,10:30p,San Antonio Spurs,119,Los Angeles Lakers,113,,18997,,0
2016-02-19,10:00p,Denver Nuggets,110,Sacramento Kings,116,,17317,,0
2016-02-19,10:30p,Boston Celtics,93,Utah Jazz,111,,19911,,0
2016-02-19,10:00p,Golden State Warriors,105,Portland Trail Blazers,137,,20100,,0
2016-02-19,9:30p,Houston Rockets,116,Phoenix Suns,100,,17102,,0
2016-02-19,8:00p,Philadelphia 76ers,114,New Orleans Pelicans,121,,16953,,0
2016-02-19,7:30p,New York Knicks,98,Brooklyn Nets,109,,17732,,0
2016-02-19,8:00p,Minnesota Timberwolves,104,Memphis Grizzlies,109,,18119,,0
2016-02-19,8:00p,Toronto Raptors,106,Chicago Bulls,116,,21849,,0
2016-02-19,8:00p,Miami Heat,115,Atlanta Hawks,111,,19043,,0
2016-02-19,7:00p,Detroit Pistons,86,Washington Wizards,98,,20356,,0
2016-02-19,7:00p,Dallas Mavericks,104,Orlando Magic,110,OT,17764,,0
2016-02-19,8:00p,Charlotte Hornets,98,Milwaukee Bucks,95,,16370,,0
2016-02-20,8:30p,Golden State Warriors,115,Los Angeles Clippers,112,,19585,,0
2016-02-20,8:00p,New York Knicks,103,Minnesota Timberwolves,95,,16663,,0
2016-02-20,7:30p,Washington Wizards,94,Miami Heat,114,,19710,,0
2016-02-20,7:30p,Milwaukee Bucks,117,Atlanta Hawks,109,2OT,18653,,0
2016-02-21,9:00p,Utah Jazz,111,Portland Trail Blazers,115,,19470,,0
2016-02-21,7:00p,Philadelphia 76ers,103,Dallas Mavericks,129,,20194,,0
2016-02-21,6:00p,Memphis Grizzlies,85,Toronto Raptors,98,,19800,,0
2016-02-21,6:00p,Indiana Pacers,105,Orlando Magic,102,,17242,,0
2016-02-21,8:00p,Los Angeles Lakers,115,Chicago Bulls,126,,23143,,0
2016-02-21,5:00p,San Antonio Spurs,118,Phoenix Suns,111,,16224,,0
2016-02-21,5:00p,Boston Celtics,121,Denver Nuggets,101,,16065,,0
2016-02-21,3:30p,Cleveland Cavaliers,115,Oklahoma City Thunder,92,,18203,,0
2016-02-21,3:30p,New Orleans Pelicans,111,Detroit Pistons,106,,17886,,0
2016-02-21,6:00p,Charlotte Hornets,104,Brooklyn Nets,96,,16155,,0
2016-02-22,7:00p,Detroit Pistons,96,Cleveland Cavaliers,88,,20562,,0
2016-02-22,7:30p,Indiana Pacers,93,Miami Heat,101,OT,19600,,0
2016-02-22,7:30p,Toronto Raptors,122,New York Knicks,95,,19812,,0
2016-02-22,8:00p,Golden State Warriors,102,Atlanta Hawks,92,,19330,,0
2016-02-22,8:00p,Los Angeles Lakers,101,Milwaukee Bucks,108,,18717,,0
2016-02-22,8:00p,Boston Celtics,122,Minnesota Timberwolves,124,,11639,,0
2016-02-22,10:30p,Phoenix Suns,84,Los Angeles Clippers,124,,19060,,0
2016-02-23,10:00p,Brooklyn Nets,104,Portland Trail Blazers,112,,19393,,0
2016-02-23,9:00p,Sacramento Kings,114,Denver Nuggets,110,,15721,,0
2016-02-23,9:00p,Houston Rockets,114,Utah Jazz,117,OT,18132,,0
2016-02-23,7:00p,Orlando Magic,124,Philadelphia 76ers,115,,13745,,0
2016-02-23,7:00p,New Orleans Pelicans,89,Washington Wizards,109,,15743,,0
2016-02-24,10:30p,Denver Nuggets,87,Los Angeles Clippers,81,,19060,,0
2016-02-24,10:30p,San Antonio Spurs,108,Sacramento Kings,92,,17317,,0
2016-02-24,8:00p,Los Angeles Lakers,119,Memphis Grizzlies,128,,18119,,0
2016-02-24,8:00p,Washington Wizards,104,Chicago Bulls,109,,21560,,0
2016-02-24,8:30p,Oklahoma City Thunder,116,Dallas Mavericks,103,,19805,,0
2016-02-24,7:30p,Golden State Warriors,118,Miami Heat,112,,19899,,0
2016-02-24,7:30p,Philadelphia 76ers,91,Detroit Pistons,111,,13429,,0
2016-02-24,7:00p,New York Knicks,105,Indiana Pacers,108,,16018,,0
2016-02-24,7:00p,Charlotte Hornets,103,Cleveland Cavaliers,114,,20562,,0
2016-02-24,7:30p,Minnesota Timberwolves,105,Toronto Raptors,114,,19800,,0
2016-02-25,10:30p,San Antonio Spurs,96,Utah Jazz,78,,19911,,0
2016-02-25,7:00p,Golden State Warriors,130,Orlando Magic,114,,19189,,0
2016-02-25,7:30p,Milwaukee Bucks,107,Boston Celtics,112,,18157,,0
2016-02-25,8:00p,Oklahoma City Thunder,119,New Orleans Pelicans,123,,16974,,0
2016-02-25,9:00p,Brooklyn Nets,116,Phoenix Suns,106,,16145,,0
2016-02-25,10:30p,Houston Rockets,119,Portland Trail Blazers,105,,19393,,0
2016-02-26,10:00p,Los Angeles Clippers,117,Sacramento Kings,107,,17317,,0
2016-02-26,8:30p,Denver Nuggets,116,Dallas Mavericks,122,OT,20298,,0
2016-02-26,10:30p,Memphis Grizzlies,112,Los Angeles Lakers,95,,18997,,0
2016-02-26,8:00p,Chicago Bulls,88,Atlanta Hawks,103,,18123,,0
2016-02-26,7:00p,Charlotte Hornets,96,Indiana Pacers,95,,18165,,0
2016-02-26,7:30p,Orlando Magic,95,New York Knicks,108,,19812,,0
2016-02-26,7:00p,Washington Wizards,103,Philadelphia 76ers,94,,16511,,0
2016-02-26,7:30p,Cleveland Cavaliers,97,Toronto Raptors,99,,19800,,0
2016-02-27,3:00p,Miami Heat,89,Boston Celtics,101,,18624,,0
2016-02-27,7:00p,Minnesota Timberwolves,112,New Orleans Pelicans,110,,17338,,0
2016-02-27,8:00p,Portland Trail Blazers,103,Chicago Bulls,95,,21962,,0
2016-02-27,8:00p,San Antonio Spurs,104,Houston Rockets,94,,18240,,0
2016-02-27,8:30p,Detroit Pistons,102,Milwaukee Bucks,91,,17165,,0
2016-02-27,8:30p,Golden State Warriors,121,Oklahoma City Thunder,118,OT,18203,,0
2016-02-27,9:30p,Memphis Grizzlies,106,Phoenix Suns,111,,17101,,0
2016-02-27,9:30p,Brooklyn Nets,98,Utah Jazz,96,,18863,,0
2016-02-28,7:00p,Minnesota Timberwolves,101,Dallas Mavericks,128,,20289,,0
2016-02-28,6:00p,Philadelphia 76ers,116,Orlando Magic,130,,16168,,0
2016-02-28,6:00p,Portland Trail Blazers,111,Indiana Pacers,102,,16662,,0
2016-02-28,7:30p,Miami Heat,98,New York Knicks,81,,19812,,0
2016-02-28,3:30p,Charlotte Hornets,76,Atlanta Hawks,87,,17156,,0
2016-02-28,1:00p,Cleveland Cavaliers,99,Washington Wizards,113,,20356,,0
2016-02-28,6:00p,Toronto Raptors,101,Detroit Pistons,114,,17201,,0
2016-02-29,7:00p,Indiana Pacers,96,Cleveland Cavaliers,100,,20562,,0
2016-02-29,7:00p,Philadelphia 76ers,108,Washington Wizards,116,,15096,,0
2016-02-29,7:30p,Utah Jazz,95,Boston Celtics,100,,17680,,0
2016-02-29,8:00p,Houston Rockets,121,Milwaukee Bucks,128,,13214,,0
2016-02-29,9:00p,Memphis Grizzlies,103,Denver Nuggets,96,,10324,,0
2016-02-29,10:00p,Oklahoma City Thunder,131,Sacramento Kings,116,,17317,,0
2016-02-29,10:30p,Brooklyn Nets,95,Los Angeles Clippers,105,,19060,,0
2016-03-01,10:30p,Brooklyn Nets,101,Los Angeles Lakers,107,,18997,,0
2016-03-01,10:30p,Atlanta Hawks,105,Golden State Warriors,109,OT,19596,,0
2016-03-01,8:30p,Orlando Magic,108,Dallas Mavericks,121,,19546,,0
2016-03-01,7:00p,Phoenix Suns,92,Charlotte Hornets,126,,16849,,0
2016-03-01,7:30p,Chicago Bulls,111,Miami Heat,129,,19654,,0
2016-03-01,7:30p,Portland Trail Blazers,104,New York Knicks,85,,19812,,0
2016-03-02,8:00p,Washington Wizards,104,Minnesota Timberwolves,98,,11307,,0
2016-03-02,10:30p,Oklahoma City Thunder,98,Los Angeles Clippers,103,,19304,,0
2016-03-02,9:00p,Los Angeles Lakers,107,Denver Nuggets,117,,20096,,0
2016-03-02,8:00p,Detroit Pistons,81,San Antonio Spurs,97,,18418,,0
2016-03-02,8:00p,Indiana Pacers,104,Milwaukee Bucks,99,,14263,,0
2016-03-02,8:00p,Sacramento Kings,98,Memphis Grizzlies,104,,15310,,0
2016-03-02,8:00p,New Orleans Pelicans,95,Houston Rockets,100,,18226,,0
2016-03-02,7:30p,Utah Jazz,94,Toronto Raptors,104,,19800,,0
2016-03-02,7:30p,Portland Trail Blazers,93,Boston Celtics,116,,18624,,0
2016-03-02,7:00p,Charlotte Hornets,119,Philadelphia 76ers,99,,11143,,0
2016-03-02,7:00p,Chicago Bulls,89,Orlando Magic,102,,16072,,0
2016-03-03,7:30p,Phoenix Suns,92,Miami Heat,108,,19600,,0
2016-03-03,8:00p,San Antonio Spurs,94,New Orleans Pelicans,86,,17781,,0
2016-03-03,8:30p,Sacramento Kings,104,Dallas Mavericks,101,,19910,,0
2016-03-03,10:30p,Oklahoma City Thunder,106,Golden State Warriors,121,,19596,,0
2016-03-04,9:00p,Brooklyn Nets,121,Denver Nuggets,120,OT,14163,,0
2016-03-04,8:00p,Minnesota Timberwolves,101,Milwaukee Bucks,116,,16366,,0
2016-03-04,8:00p,Utah Jazz,88,Memphis Grizzlies,94,,17188,,0
2016-03-04,8:00p,Washington Wizards,83,Cleveland Cavaliers,108,,20562,,0
2016-03-04,10:30p,Atlanta Hawks,106,Los Angeles Lakers,77,,18997,,0
2016-03-04,7:30p,New York Knicks,104,Boston Celtics,105,,18624,,0
2016-03-04,7:00p,Miami Heat,112,Philadelphia 76ers,102,,17610,,0
2016-03-04,7:00p,Phoenix Suns,102,Orlando Magic,84,,17546,,0
2016-03-04,7:00p,Indiana Pacers,101,Charlotte Hornets,108,,19099,,0
2016-03-04,7:30p,Portland Trail Blazers,115,Toronto Raptors,117,,19800,,0
2016-03-05,10:30p,Atlanta Hawks,107,Los Angeles Clippers,97,,19236,,0
2016-03-05,8:30p,Houston Rockets,100,Chicago Bulls,108,,22203,,0
2016-03-05,8:00p,Brooklyn Nets,118,Minnesota Timberwolves,132,,15987,,0
2016-03-05,8:30p,Sacramento Kings,94,San Antonio Spurs,104,,18418,,0
2016-03-05,7:00p,Detroit Pistons,89,New York Knicks,102,,19812,,0
2016-03-05,7:00p,Utah Jazz,106,New Orleans Pelicans,94,,16680,,0
2016-03-05,7:00p,Boston Celtics,103,Cleveland Cavaliers,120,,20562,,0
2016-03-05,7:00p,Indiana Pacers,100,Washington Wizards,99,,20356,,0
2016-03-06,3:30p,Golden State Warriors,95,Los Angeles Lakers,112,,18997,,0
2016-03-06,3:30p,Oklahoma City Thunder,104,Milwaukee Bucks,96,,16565,,0
2016-03-06,4:00p,Phoenix Suns,109,Memphis Grizzlies,100,,17291,,0
2016-03-06,5:00p,Dallas Mavericks,114,Denver Nuggets,116,OT,14802,,0
2016-03-06,6:00p,Portland Trail Blazers,103,Detroit Pistons,123,,18386,,0
2016-03-06,6:00p,Philadelphia 76ers,98,Miami Heat,103,,19820,,0
2016-03-06,6:30p,Houston Rockets,113,Toronto Raptors,107,,19800,,0
2016-03-07,8:00p,Sacramento Kings,112,New Orleans Pelicans,115,,16403,,0
2016-03-07,10:30p,Orlando Magic,113,Golden State Warriors,119,,19596,,0
2016-03-07,8:00p,Milwaukee Bucks,90,Chicago Bulls,100,,21672,,0
2016-03-07,8:30p,Los Angeles Clippers,109,Dallas Mavericks,90,,20002,,0
2016-03-07,7:00p,Memphis Grizzlies,106,Cleveland Cavaliers,103,,20562,,0
2016-03-07,7:00p,Minnesota Timberwolves,103,Charlotte Hornets,108,,15912,,0
2016-03-07,7:00p,San Antonio Spurs,91,Indiana Pacers,99,,16742,,0
2016-03-08,7:30p,Brooklyn Nets,99,Toronto Raptors,104,,19800,,0
2016-03-08,8:00p,San Antonio Spurs,116,Minnesota Timberwolves,91,,14093,,0
2016-03-08,9:00p,New York Knicks,94,Denver Nuggets,110,,13305,,0
2016-03-08,9:00p,Atlanta Hawks,91,Utah Jazz,84,,19282,,0
2016-03-08,10:00p,Washington Wizards,109,Portland Trail Blazers,116,OT,19393,,0
2016-03-08,10:30p,Orlando Magic,98,Los Angeles Lakers,107,,18997,,0
2016-03-09,10:30p,Utah Jazz,94,Golden State Warriors,115,,19596,,0
2016-03-09,7:00p,New Orleans Pelicans,113,Charlotte Hornets,122,,16335,,0
2016-03-09,7:00p,Houston Rockets,118,Philadelphia 76ers,104,,15237,,0
2016-03-09,8:00p,Miami Heat,108,Milwaukee Bucks,114,,15005,,0
2016-03-09,8:30p,Detroit Pistons,102,Dallas Mavericks,96,,20249,,0
2016-03-09,9:00p,New York Knicks,128,Phoenix Suns,97,,17105,,0
2016-03-09,9:30p,Los Angeles Clippers,108,Oklahoma City Thunder,120,,18203,,0
2016-03-09,10:00p,Cleveland Cavaliers,120,Sacramento Kings,111,,17317,,0
2016-03-09,7:00p,Memphis Grizzlies,96,Boston Celtics,116,,17790,,0
2016-03-10,10:30p,Cleveland Cavaliers,120,Los Angeles Lakers,108,,18997,,0
2016-03-10,9:00p,Phoenix Suns,98,Denver Nuggets,116,,11582,,0
2016-03-10,7:30p,Atlanta Hawks,96,Toronto Raptors,104,,19800,,0
2016-03-10,8:00p,Chicago Bulls,101,San Antonio Spurs,109,,18418,,0
2016-03-11,10:30p,New York Knicks,94,Los Angeles Clippers,101,,19175,,0
2016-03-11,10:00p,Orlando Magic,107,Sacramento Kings,100,,17081,,0
2016-03-11,9:00p,Washington Wizards,93,Utah Jazz,114,,19911,,0
2016-03-11,8:00p,Minnesota Timberwolves,99,Oklahoma City Thunder,96,,18203,,0
2016-03-11,10:30p,Portland Trail Blazers,112,Golden State Warriors,128,,19596,,0
2016-03-11,8:00p,Miami Heat,118,Chicago Bulls,96,,22067,,0
2016-03-11,7:30p,Houston Rockets,102,Boston Celtics,98,,18624,,0
2016-03-11,7:00p,Brooklyn Nets,89,Philadelphia 76ers,95,,14128,,0
2016-03-11,7:00p,Detroit Pistons,103,Charlotte Hornets,118,,18189,,0
2016-03-11,8:00p,New Orleans Pelicans,114,Memphis Grizzlies,121,OT,18119,,0
2016-03-12,10:30p,Phoenix Suns,116,Golden State Warriors,123,,19596,,0
2016-03-12,2:00p,Indiana Pacers,112,Dallas Mavericks,105,,20459,,0
2016-03-12,7:00p,Houston Rockets,109,Charlotte Hornets,125,,19303,,0
2016-03-12,7:00p,Detroit Pistons,125,Philadelphia 76ers,111,,16087,,0
2016-03-12,7:00p,Miami Heat,104,Toronto Raptors,112,OT,19800,,0
2016-03-12,7:30p,Memphis Grizzlies,83,Atlanta Hawks,95,,17515,,0
2016-03-12,7:30p,New Orleans Pelicans,92,Milwaukee Bucks,103,,16518,,0
2016-03-12,8:30p,Oklahoma City Thunder,85,San Antonio Spurs,93,,18418,,0
2016-03-12,9:30p,Washington Wizards,100,Denver Nuggets,116,,13213,,0
2016-03-12,10:30p,Orlando Magic,84,Portland Trail Blazers,121,,19452,,0
2016-03-13,9:30p,New York Knicks,90,Los Angeles Lakers,87,,18997,,0
2016-03-13,6:00p,Utah Jazz,108,Sacramento Kings,99,,17023,,0
2016-03-13,8:00p,Milwaukee Bucks,109,Brooklyn Nets,100,,15241,,0
