date,start_et,team_away,pts_away,team_home,pts_home,overtime,n_attending,notes
2021-11-28,5:00p,Milwaukee Bucks,118.0,Indiana Pacers,100.0,,13130.0,
2021-11-28,6:00p,Sacramento Kings,101.0,Memphis Grizzlies,128.0,,12844.0,
2021-11-28,6:00p,Boston Celtics,109.0,Toronto Raptors,97.0,,19800.0,
2021-11-28,9:30p,Detroit Pistons,106.0,Los Angeles Lakers,110.0,,18997.0,
2021-11-29,8:30p,Washington Wizards,99.0,San Antonio Spurs,116.0,,12606.0,
2021-11-29,10:30p,New Orleans Pelicans,123.0,Los Angeles Clippers,104.0,,15691.0,
2021-11-29,9:00p,Portland Trail Blazers,107.0,Utah Jazz,129.0,,18306.0,
2021-11-29,8:30p,Cleveland Cavaliers,114.0,Dallas Mavericks,96.0,,19229.0,
2021-11-29,7:30p,Denver Nuggets,120.0,Miami Heat,111.0,,19600.0,
2021-11-29,8:00p,Oklahoma City Thunder,89.0,Houston Rockets,102.0,,12829.0,
2021-11-29,8:00p,Charlotte Hornets,119.0,Chicago Bulls,133.0,,21366.0,
2021-11-29,8:00p,Indiana Pacers,98.0,Minnesota Timberwolves,100.0,,14191.0,
2021-11-29,7:00p,Orlando Magic,96.0,Philadelphia 76ers,101.0,,20193.0,
2021-11-30,7:30p,New York Knicks,110.0,Brooklyn Nets,112.0,,18081.0,
2021-11-30,7:30p,Memphis Grizzlies,98.0,Toronto Raptors,91.0,,19800.0,
2021-11-30,10:00p,Golden State Warriors,96.0,Phoenix Suns,104.0,,17071.0,
2021-11-30,10:00p,Detroit Pistons,92.0,Portland Trail Blazers,110.0,,16071.0,
2021-11-30,10:00p,Los Angeles Lakers,117.0,Sacramento Kings,92.0,,12459.0,
2021-12-01,8:00p,Houston Rockets,114.0,Oklahoma City Thunder,110.0,,13222.0,
2021-12-01,8:00p,Dallas Mavericks,139.0,New Orleans Pelicans,107.0,,15558.0,
2021-12-01,8:00p,Charlotte Hornets,125.0,Milwaukee Bucks,127.0,,17341.0,
2021-12-01,7:30p,Cleveland Cavaliers,111.0,Miami Heat,85.0,,19600.0,
2021-12-01,10:30p,Sacramento Kings,124.0,Los Angeles Clippers,115.0,,17217.0,
2021-12-01,7:00p,Minnesota Timberwolves,107.0,Washington Wizards,115.0,,15318.0,
2021-12-01,7:00p,Denver Nuggets,103.0,Orlando Magic,108.0,,14191.0,
2021-12-01,7:00p,Atlanta Hawks,114.0,Indiana Pacers,111.0,,12656.0,
2021-12-01,7:30p,Philadelphia 76ers,87.0,Boston Celtics,88.0,,19156.0,
2021-12-02,7:30p,Chicago Bulls,119.0,New York Knicks,115.0,,19812.0,
2021-12-02,7:30p,Milwaukee Bucks,93.0,Toronto Raptors,97.0,,19800.0,
2021-12-02,8:00p,Oklahoma City Thunder,79.0,Memphis Grizzlies,152.0,,13103.0,
2021-12-02,9:00p,Detroit Pistons,103.0,Phoenix Suns,114.0,,0.0,
2021-12-02,10:00p,San Antonio Spurs,114.0,Portland Trail Blazers,83.0,,16143.0,
2021-12-03,10:00p,Los Angeles Clippers,119.0,Los Angeles Lakers,115.0,,18997.0,
2021-12-03,10:00p,Phoenix Suns,96.0,Golden State Warriors,118.0,,18064.0,
2021-12-03,9:00p,Boston Celtics,130.0,Utah Jazz,137.0,,18306.0,
2021-12-03,8:30p,New Orleans Pelicans,107.0,Dallas Mavericks,91.0,,19218.0,
2021-12-03,7:00p,Cleveland Cavaliers,116.0,Washington Wizards,101.0,,17227.0,
2021-12-03,7:30p,Minnesota Timberwolves,105.0,Brooklyn Nets,110.0,,17732.0,
2021-12-03,7:30p,Philadelphia 76ers,98.0,Atlanta Hawks,96.0,,17092.0,
2021-12-03,7:00p,Miami Heat,113.0,Indiana Pacers,104.0,,13854.0,
2021-12-03,8:00p,Orlando Magic,116.0,Houston Rockets,118.0,,13697.0,
2021-12-04,8:30p,San Antonio Spurs,112.0,Golden State Warriors,107.0,,18064.0,
2021-12-04,10:00p,Los Angeles Clippers,99.0,Sacramento Kings,104.0,,15004.0,
2021-12-04,8:30p,Memphis Grizzlies,97.0,Dallas Mavericks,90.0,,19396.0,
2021-12-04,10:00p,Boston Celtics,145.0,Portland Trail Blazers,117.0,,18193.0,
2021-12-04,8:00p,Chicago Bulls,111.0,Brooklyn Nets,107.0,,18116.0,
2021-12-04,8:00p,Miami Heat,102.0,Milwaukee Bucks,124.0,,17341.0,
2021-12-04,1:00p,Denver Nuggets,113.0,New York Knicks,99.0,,18272.0,
2021-12-05,3:30p,Utah Jazz,109.0,Cleveland Cavaliers,108.0,,18113.0,
2021-12-05,6:00p,Charlotte Hornets,130.0,Atlanta Hawks,127.0,,16383.0,
2021-12-05,6:00p,Washington Wizards,90.0,Toronto Raptors,102.0,,19800.0,
2021-12-05,7:00p,New Orleans Pelicans,108.0,Houston Rockets,118.0,,14771.0,
2021-12-06,10:00p,Orlando Magic,95.0,Golden State Warriors,126.0,,18064.0,
2021-12-06,9:00p,San Antonio Spurs,104.0,Phoenix Suns,108.0,,15292.0,
2021-12-06,8:00p,Atlanta Hawks,121.0,Minnesota Timberwolves,110.0,,15736.0,
2021-12-06,8:00p,Cleveland Cavaliers,104.0,Milwaukee Bucks,112.0,,17341.0,
2021-12-06,7:00p,Oklahoma City Thunder,114.0,Detroit Pistons,103.0,,10522.0,
2021-12-06,7:30p,Memphis Grizzlies,105.0,Miami Heat,90.0,,19600.0,
2021-12-06,7:00p,Washington Wizards,110.0,Indiana Pacers,116.0,,12581.0,
2021-12-06,10:00p,Los Angeles Clippers,102.0,Portland Trail Blazers,90.0,,15865.0,
2021-12-06,7:00p,Philadelphia 76ers,127.0,Charlotte Hornets,124.0,OT,14462.0,
2021-12-06,8:00p,Denver Nuggets,97.0,Chicago Bulls,109.0,,21236.0,
2021-12-07,8:30p,New York Knicks,121.0,San Antonio Spurs,109.0,,14698.0,
2021-12-07,10:00p,Boston Celtics,102.0,Los Angeles Lakers,117.0,,18997.0,
2021-12-07,7:30p,Brooklyn Nets,102.0,Dallas Mavericks,99.0,,19559.0,
2021-12-08,8:00p,Denver Nuggets,120.0,New Orleans Pelicans,114.0,OT,15035.0,
2021-12-08,10:30p,Boston Celtics,111.0,Los Angeles Clippers,114.0,,17064.0,
2021-12-08,10:00p,Orlando Magic,130.0,Sacramento Kings,142.0,,14364.0,
2021-12-08,10:00p,Portland Trail Blazers,94.0,Golden State Warriors,104.0,,18064.0,
2021-12-08,8:00p,Utah Jazz,136.0,Minnesota Timberwolves,104.0,,15181.0,
2021-12-08,8:00p,Brooklyn Nets,104.0,Houston Rockets,114.0,,15834.0,
2021-12-08,8:00p,Dallas Mavericks,104.0,Memphis Grizzlies,96.0,,14025.0,
2021-12-08,7:30p,Milwaukee Bucks,104.0,Miami Heat,113.0,,19600.0,
2021-12-08,7:00p,New York Knicks,102.0,Indiana Pacers,122.0,,13167.0,
2021-12-08,7:00p,Washington Wizards,119.0,Detroit Pistons,116.0,OT,10499.0,
2021-12-08,7:00p,Chicago Bulls,92.0,Cleveland Cavaliers,115.0,,17707.0,
2021-12-08,7:00p,Philadelphia 76ers,110.0,Charlotte Hornets,106.0,,15709.0,
2021-12-08,7:30p,Oklahoma City Thunder,110.0,Toronto Raptors,109.0,,19800.0,
2021-12-09,8:30p,Denver Nuggets,111.0,San Antonio Spurs,123.0,,12855.0,
2021-12-09,7:00p,Utah Jazz,118.0,Philadelphia 76ers,96.0,,20272.0,
2021-12-09,8:00p,Los Angeles Lakers,95.0,Memphis Grizzlies,108.0,,16334.0,
2021-12-10,8:00p,Los Angeles Lakers,116.0,Oklahoma City Thunder,95.0,,16523.0,
2021-12-10,8:00p,Detroit Pistons,93.0,New Orleans Pelicans,109.0,,15828.0,
2021-12-10,10:00p,Boston Celtics,90.0,Phoenix Suns,111.0,,17071.0,
2021-12-10,8:00p,Cleveland Cavaliers,123.0,Minnesota Timberwolves,106.0,,15694.0,
2021-12-10,7:00p,Dallas Mavericks,93.0,Indiana Pacers,106.0,,12618.0,
2021-12-10,7:30p,New York Knicks,87.0,Toronto Raptors,90.0,,19800.0,
2021-12-10,7:30p,Brooklyn Nets,113.0,Atlanta Hawks,105.0,,17074.0,
2021-12-10,8:00p,Milwaukee Bucks,123.0,Houston Rockets,114.0,,16319.0,
2021-12-10,7:00p,Sacramento Kings,123.0,Charlotte Hornets,124.0,,16335.0,
2021-12-11,3:30p,Orlando Magic,104.0,Los Angeles Clippers,106.0,,17156.0,
2021-12-11,7:00p,Utah Jazz,123.0,Washington Wizards,98.0,,17575.0,
2021-12-11,8:00p,Sacramento Kings,103.0,Cleveland Cavaliers,117.0,,19432.0,
2021-12-11,8:00p,Houston Rockets,106.0,Memphis Grizzlies,113.0,,17794.0,
2021-12-11,8:00p,Chicago Bulls,92.0,Miami Heat,118.0,,19731.0,
2021-12-11,8:30p,Golden State Warriors,93.0,Philadelphia 76ers,102.0,,21016.0,
2021-12-11,8:30p,Denver Nuggets,127.0,San Antonio Spurs,112.0,,14607.0,
2021-12-12,9:00p,Minnesota Timberwolves,116.0,Portland Trail Blazers,111.0,,16591.0,
2021-12-12,7:00p,New Orleans Pelicans,97.0,San Antonio Spurs,112.0,,14990.0,
2021-12-12,9:30p,Orlando Magic,94.0,Los Angeles Lakers,106.0,,18997.0,
2021-12-12,6:00p,Brooklyn Nets,116.0,Detroit Pistons,104.0,,15289.0,
2021-12-12,12:00p,Milwaukee Bucks,112.0,New York Knicks,97.0,,19812.0,
2021-12-12,7:00p,Dallas Mavericks,103.0,Oklahoma City Thunder,84.0,,15747.0,
2021-12-13,10:30p,Phoenix Suns,95.0,Los Angeles Clippers,111.0,,17909.0,
2021-12-13,9:00p,Washington Wizards,107.0,Denver Nuggets,113.0,,14632.0,
2021-12-13,8:00p,Philadelphia 76ers,91.0,Memphis Grizzlies,126.0,,13420.0,
2021-12-13,7:30p,Milwaukee Bucks,103.0,Boston Celtics,117.0,,19156.0,
2021-12-13,8:30p,Charlotte Hornets,96.0,Dallas Mavericks,120.0,,19213.0,
2021-12-13,7:00p,Sacramento Kings,101.0,Toronto Raptors,124.0,,19463.0,
2021-12-13,7:00p,Golden State Warriors,102.0,Indiana Pacers,100.0,,17018.0,
2021-12-13,7:00p,Miami Heat,94.0,Cleveland Cavaliers,105.0,,17401.0,
2021-12-13,7:30p,Houston Rockets,132.0,Atlanta Hawks,126.0,,14456.0,
2021-12-14,7:30p,Toronto Raptors,,Brooklyn Nets,,,,
2021-12-14,7:30p,Golden State Warriors,,New York Knicks,,,,
2021-12-14,10:00p,Phoenix Suns,,Portland Trail Blazers,,,,
2021-12-15,10:00p,Los Angeles Clippers,,Utah Jazz,,,,
2021-12-15,10:00p,Washington Wizards,,Sacramento Kings,,,,
2021-12-15,10:00p,Memphis Grizzlies,,Portland Trail Blazers,,,,
2021-12-15,9:00p,Minnesota Timberwolves,,Denver Nuggets,,,,
2021-12-15,8:00p,New Orleans Pelicans,,Oklahoma City Thunder,,,,
2021-12-15,8:30p,Charlotte Hornets,,San Antonio Spurs,,,,
2021-12-15,7:30p,Los Angeles Lakers,,Dallas Mavericks,,,,
2021-12-15,7:00p,Miami Heat,,Philadelphia 76ers,,,,
2021-12-15,7:00p,Atlanta Hawks,,Orlando Magic,,,,
2021-12-15,7:00p,Houston Rockets,,Cleveland Cavaliers,,,,
2021-12-15,8:00p,Indiana Pacers,,Milwaukee Bucks,,,,
2021-12-16,7:00p,Detroit Pistons,,Indiana Pacers,,,,
2021-12-16,7:30p,Philadelphia 76ers,,Brooklyn Nets,,,,
2021-12-16,8:00p,New York Knicks,,Houston Rockets,,,,
2021-12-16,9:00p,Washington Wizards,,Phoenix Suns,,,,
2021-12-17,10:00p,Memphis Grizzlies,,Sacramento Kings,,,,
2021-12-17,10:00p,Charlotte Hornets,,Portland Trail Blazers,,,,
2021-12-17,10:00p,Los Angeles Lakers,,Minnesota Timberwolves,,,,
2021-12-17,9:00p,San Antonio Spurs,,Utah Jazz,,,,
2021-12-17,7:00p,Miami Heat,,Orlando Magic,,,,
2021-12-17,7:30p,Golden State Warriors,,Boston Celtics,,,,
2021-12-17,7:30p,Denver Nuggets,,Atlanta Hawks,,,,
2021-12-17,8:00p,Milwaukee Bucks,,New Orleans Pelicans,,,,
2021-12-18,9:00p,Cleveland Cavaliers,,Milwaukee Bucks,,,,
2021-12-18,9:00p,Washington Wizards,,Utah Jazz,,,,
2021-12-18,8:00p,Los Angeles Clippers,,Oklahoma City Thunder,,,,
2021-12-18,12:00p,Houston Rockets,,Detroit Pistons,,,,
2021-12-18,7:30p,Orlando Magic,,Brooklyn Nets,,,,
2021-12-18,7:00p,New York Knicks,,Boston Celtics,,,,
2021-12-18,7:30p,Golden State Warriors,,Toronto Raptors,,,,
2021-12-19,3:30p,Los Angeles Lakers,,Chicago Bulls,,,,
2021-12-19,6:00p,Miami Heat,,Detroit Pistons,,,,
2021-12-19,6:00p,Portland Trail Blazers,,Memphis Grizzlies,,,,
2021-12-19,6:00p,San Antonio Spurs,,Sacramento Kings,,,,
2021-12-19,7:30p,Cleveland Cavaliers,,Atlanta Hawks,,,,
2021-12-19,7:30p,Denver Nuggets,,Brooklyn Nets,,,,
2021-12-19,8:00p,Dallas Mavericks,,Minnesota Timberwolves,,,,
2021-12-19,8:00p,New Orleans Pelicans,,Philadelphia 76ers,,,,
2021-12-19,8:00p,Charlotte Hornets,,Phoenix Suns,,,,
2021-12-20,9:00p,Charlotte Hornets,,Utah Jazz,,,,
2021-12-20,10:30p,San Antonio Spurs,,Los Angeles Clippers,,,,
2021-12-20,8:00p,Oklahoma City Thunder,,Memphis Grizzlies,,,,
2021-12-20,10:00p,Sacramento Kings,,Golden State Warriors,,,,
2021-12-20,7:30p,Orlando Magic,,Toronto Raptors,,,,
2021-12-20,7:30p,Philadelphia 76ers,,Boston Celtics,,,,
2021-12-20,8:00p,Houston Rockets,,Chicago Bulls,,,,
2021-12-21,7:30p,Washington Wizards,,Brooklyn Nets,,,,
2021-12-21,7:30p,Indiana Pacers,,Miami Heat,,,,
2021-12-21,7:30p,Detroit Pistons,,New York Knicks,,,,
2021-12-21,8:00p,Portland Trail Blazers,,New Orleans Pelicans,,,,
2021-12-21,8:30p,Minnesota Timberwolves,,Dallas Mavericks,,,,
2021-12-21,10:00p,Phoenix Suns,,Los Angeles Lakers,,,,
2021-12-22,10:00p,Los Angeles Clippers,,Sacramento Kings,,,,
2021-12-22,8:00p,Denver Nuggets,,Oklahoma City Thunder,,,,
2021-12-22,8:00p,Houston Rockets,,Milwaukee Bucks,,,,
2021-12-22,7:30p,Cleveland Cavaliers,,Boston Celtics,,,,
2021-12-22,7:30p,Orlando Magic,,Atlanta Hawks,,,,
2021-12-22,8:00p,Toronto Raptors,,Chicago Bulls,,,,
2021-12-23,9:00p,Oklahoma City Thunder,,Phoenix Suns,,,,
2021-12-23,10:30p,San Antonio Spurs,,Los Angeles Lakers,,,,
2021-12-23,10:00p,Brooklyn Nets,,Portland Trail Blazers,,,,
2021-12-23,10:00p,Memphis Grizzlies,,Golden State Warriors,,,,
2021-12-23,9:00p,Minnesota Timberwolves,,Utah Jazz,,,,
2021-12-23,9:00p,Charlotte Hornets,,Denver Nuggets,,,,
2021-12-23,7:00p,Atlanta Hawks,,Philadelphia 76ers,,,,
2021-12-23,7:30p,Washington Wizards,,New York Knicks,,,,
2021-12-23,7:30p,Detroit Pistons,,Miami Heat,,,,
2021-12-23,7:00p,New Orleans Pelicans,,Orlando Magic,,,,
2021-12-23,7:00p,Houston Rockets,,Indiana Pacers,,,,
2021-12-23,8:30p,Milwaukee Bucks,,Dallas Mavericks,,,,
2021-12-25,12:00p,Atlanta Hawks,,New York Knicks,,,,
2021-12-25,2:30p,Boston Celtics,,Milwaukee Bucks,,,,
2021-12-25,5:00p,Golden State Warriors,,Phoenix Suns,,,,
2021-12-25,8:00p,Brooklyn Nets,,Los Angeles Lakers,,,,
2021-12-25,10:30p,Dallas Mavericks,,Utah Jazz,,,,
2021-12-26,7:00p,Detroit Pistons,,San Antonio Spurs,,,,
2021-12-26,9:00p,Denver Nuggets,,Los Angeles Clippers,,,,
2021-12-26,8:00p,Indiana Pacers,,Chicago Bulls,,,,
2021-12-26,7:00p,New Orleans Pelicans,,Oklahoma City Thunder,,,,
2021-12-26,6:00p,Philadelphia 76ers,,Washington Wizards,,,,
2021-12-26,6:00p,Memphis Grizzlies,,Sacramento Kings,,,,
2021-12-26,6:00p,Toronto Raptors,,Cleveland Cavaliers,,,,
2021-12-26,3:30p,Orlando Magic,,Miami Heat,,,,
2021-12-27,7:00p,Houston Rockets,,Charlotte Hornets,,,,
2021-12-27,7:30p,Chicago Bulls,,Atlanta Hawks,,,,
2021-12-27,8:00p,Boston Celtics,,Minnesota Timberwolves,,,,
2021-12-27,8:30p,Utah Jazz,,San Antonio Spurs,,,,
2021-12-27,9:00p,Memphis Grizzlies,,Phoenix Suns,,,,
2021-12-27,10:00p,Dallas Mavericks,,Portland Trail Blazers,,,,
2021-12-27,10:30p,Brooklyn Nets,,Los Angeles Clippers,,,,
2021-12-28,10:00p,Denver Nuggets,,Golden State Warriors,,,,
2021-12-28,8:00p,Cleveland Cavaliers,,New Orleans Pelicans,,,,
2021-12-28,8:00p,New York Knicks,,Minnesota Timberwolves,,,,
2021-12-28,10:00p,Oklahoma City Thunder,,Sacramento Kings,,,,
2021-12-28,7:30p,Philadelphia 76ers,,Toronto Raptors,,,,
2021-12-28,7:30p,Washington Wizards,,Miami Heat,,,,
2021-12-28,7:00p,Milwaukee Bucks,,Orlando Magic,,,,
2021-12-28,8:00p,Los Angeles Lakers,,Houston Rockets,,,,
2021-12-29,10:30p,Dallas Mavericks,,Sacramento Kings,,,,
2021-12-29,10:00p,Utah Jazz,,Portland Trail Blazers,,,,
2021-12-29,8:30p,Miami Heat,,San Antonio Spurs,,,,
2021-12-29,8:00p,Los Angeles Lakers,,Memphis Grizzlies,,,,
2021-12-29,9:00p,Oklahoma City Thunder,,Phoenix Suns,,,,
2021-12-29,7:30p,Los Angeles Clippers,,Boston Celtics,,,,
2021-12-29,7:00p,Charlotte Hornets,,Indiana Pacers,,,,
2021-12-29,7:00p,New York Knicks,,Detroit Pistons,,,,
2021-12-29,8:00p,Atlanta Hawks,,Chicago Bulls,,,,
2021-12-30,7:00p,Philadelphia 76ers,,Brooklyn Nets,,,,
2021-12-30,7:00p,Milwaukee Bucks,,Orlando Magic,,,,
2021-12-30,7:00p,Cleveland Cavaliers,,Washington Wizards,,,,
2021-12-30,9:30p,Golden State Warriors,,Denver Nuggets,,,,
2021-12-31,8:00p,San Antonio Spurs,,Memphis Grizzlies,,,,
2021-12-31,10:30p,Portland Trail Blazers,,Los Angeles Lakers,,,,
2021-12-31,8:00p,New York Knicks,,Oklahoma City Thunder,,,,
2021-12-31,7:30p,Los Angeles Clippers,,Toronto Raptors,,,,
2021-12-31,9:00p,Minnesota Timberwolves,,Utah Jazz,,,,
2021-12-31,7:00p,Miami Heat,,Houston Rockets,,,,
2021-12-31,6:00p,Dallas Mavericks,,Sacramento Kings,,,,
2021-12-31,3:00p,Chicago Bulls,,Indiana Pacers,,,,
2021-12-31,1:00p,Phoenix Suns,,Boston Celtics,,,,
2021-12-31,7:30p,Atlanta Hawks,,Cleveland Cavaliers,,,,
2022-01-01,6:30p,New Orleans Pelicans,,Milwaukee Bucks,,,,
2022-01-01,7:00p,San Antonio Spurs,,Detroit Pistons,,,,
2022-01-01,7:00p,Chicago Bulls,,Washington Wizards,,,,
2022-01-01,7:30p,Los Angeles Clippers,,Brooklyn Nets,,,,
2022-01-01,8:00p,Denver Nuggets,,Houston Rockets,,,,
2022-01-01,9:00p,Golden State Warriors,,Utah Jazz,,,,
2022-01-02,9:30p,Minnesota Timberwolves,,Los Angeles Lakers,,,,
2022-01-02,7:00p,Dallas Mavericks,,Oklahoma City Thunder,,,,
2022-01-02,7:00p,Phoenix Suns,,Charlotte Hornets,,,,
2022-01-02,3:30p,New York Knicks,,Toronto Raptors,,,,
2022-01-02,6:00p,Indiana Pacers,,Cleveland Cavaliers,,,,
2022-01-02,6:00p,Orlando Magic,,Boston Celtics,,,,
2022-01-02,6:00p,Miami Heat,,Sacramento Kings,,,,
2022-01-03,8:30p,Denver Nuggets,,Dallas Mavericks,,,,
2022-01-03,10:30p,Minnesota Timberwolves,,Los Angeles Clippers,,,,
2022-01-03,10:00p,Atlanta Hawks,,Portland Trail Blazers,,,,
2022-01-03,10:00p,Miami Heat,,Golden State Warriors,,,,
2022-01-03,8:00p,Utah Jazz,,New Orleans Pelicans,,,,
2022-01-03,7:00p,Houston Rockets,,Philadelphia 76ers,,,,
2022-01-03,8:00p,Orlando Magic,,Chicago Bulls,,,,
2022-01-03,7:30p,Memphis Grizzlies,,Brooklyn Nets,,,,
2022-01-03,7:00p,Charlotte Hornets,,Washington Wizards,,,,
2022-01-03,8:00p,Detroit Pistons,,Milwaukee Bucks,,,,
2022-01-04,7:00p,Memphis Grizzlies,,Cleveland Cavaliers,,,,
2022-01-04,7:00p,San Antonio Spurs,,Toronto Raptors,,,,
2022-01-04,7:30p,Indiana Pacers,,New York Knicks,,,,
2022-01-04,8:00p,Phoenix Suns,,New Orleans Pelicans,,,,
2022-01-04,10:30p,Sacramento Kings,,Los Angeles Lakers,,,,
2022-01-05,10:00p,Atlanta Hawks,,Sacramento Kings,,,,
2022-01-05,10:00p,Miami Heat,,Portland Trail Blazers,,,,
2022-01-05,10:00p,Utah Jazz,,Denver Nuggets,,,,
2022-01-05,8:00p,Oklahoma City Thunder,,Minnesota Timberwolves,,,,
2022-01-05,7:30p,Brooklyn Nets,,Indiana Pacers,,,,
2022-01-05,8:00p,Toronto Raptors,,Milwaukee Bucks,,,,
2022-01-05,7:30p,San Antonio Spurs,,Boston Celtics,,,,
2022-01-05,7:00p,Detroit Pistons,,Charlotte Hornets,,,,
2022-01-05,7:30p,Golden State Warriors,,Dallas Mavericks,,,,
2022-01-05,7:00p,Houston Rockets,,Washington Wizards,,,,
2022-01-05,7:00p,Philadelphia 76ers,,Orlando Magic,,,,
2022-01-06,7:30p,Boston Celtics,,New York Knicks,,,,
2022-01-06,8:00p,Detroit Pistons,,Memphis Grizzlies,,,,
2022-01-06,8:00p,Golden State Warriors,,New Orleans Pelicans,,,,
2022-01-06,10:00p,Los Angeles Clippers,,Phoenix Suns,,,,
2022-01-07,10:00p,Cleveland Cavaliers,,Portland Trail Blazers,,,,
2022-01-07,10:00p,Atlanta Hawks,,Los Angeles Lakers,,,,
2022-01-07,9:00p,Sacramento Kings,,Denver Nuggets,,,,
2022-01-07,8:00p,Minnesota Timberwolves,,Oklahoma City Thunder,,,,
2022-01-07,7:30p,Utah Jazz,,Toronto Raptors,,,,
2022-01-07,8:00p,Washington Wizards,,Chicago Bulls,,,,
2022-01-07,7:00p,San Antonio Spurs,,Philadelphia 76ers,,,,
2022-01-07,8:00p,Dallas Mavericks,,Houston Rockets,,,,
2022-01-07,7:30p,Milwaukee Bucks,,Brooklyn Nets,,,,
2022-01-08,7:00p,Utah Jazz,,Indiana Pacers,,,,
2022-01-08,9:00p,Miami Heat,,Phoenix Suns,,,,
2022-01-08,7:30p,New York Knicks,,Boston Celtics,,,,
2022-01-08,7:00p,Orlando Magic,,Detroit Pistons,,,,
2022-01-08,3:30p,Memphis Grizzlies,,Los Angeles Clippers,,,,
2022-01-08,7:00p,Milwaukee Bucks,,Charlotte Hornets,,,,
2022-01-09,9:30p,Memphis Grizzlies,,Los Angeles Lakers,,,,
2022-01-09,9:00p,Sacramento Kings,,Portland Trail Blazers,,,,
2022-01-09,7:30p,Chicago Bulls,,Dallas Mavericks,,,,
2022-01-09,7:30p,San Antonio Spurs,,Brooklyn Nets,,,,
2022-01-09,8:30p,Cleveland Cavaliers,,Golden State Warriors,,,,
2022-01-09,7:00p,Minnesota Timberwolves,,Houston Rockets,,,,
2022-01-09,6:00p,New Orleans Pelicans,,Toronto Raptors,,,,
2022-01-09,6:00p,Washington Wizards,,Orlando Magic,,,,
2022-01-09,3:30p,Atlanta Hawks,,Los Angeles Clippers,,,,
2022-01-09,7:00p,Denver Nuggets,,Oklahoma City Thunder,,,,
2022-01-10,7:00p,Milwaukee Bucks,,Charlotte Hornets,,,,
2022-01-10,7:00p,Utah Jazz,,Detroit Pistons,,,,
2022-01-10,7:30p,Indiana Pacers,,Boston Celtics,,,,
2022-01-10,7:30p,San Antonio Spurs,,New York Knicks,,,,
2022-01-10,10:00p,Cleveland Cavaliers,,Sacramento Kings,,,,
2022-01-11,8:00p,Minnesota Timberwolves,,New Orleans Pelicans,,,,
2022-01-11,8:00p,Golden State Warriors,,Memphis Grizzlies,,,,
2022-01-11,10:30p,Denver Nuggets,,Los Angeles Clippers,,,,
2022-01-11,7:00p,Oklahoma City Thunder,,Washington Wizards,,,,
2022-01-11,7:30p,Phoenix Suns,,Toronto Raptors,,,,
2022-01-12,7:00p,Phoenix Suns,,Detroit Pistons,,,,
2022-01-12,10:00p,Brooklyn Nets,,Chicago Bulls,,,,
2022-01-12,9:00p,Cleveland Cavaliers,,Utah Jazz,,,,
2022-01-12,8:30p,Houston Rockets,,San Antonio Spurs,,,,
2022-01-12,7:30p,Dallas Mavericks,,New York Knicks,,,,
2022-01-12,10:00p,Los Angeles Lakers,,Sacramento Kings,,,,
2022-01-12,7:00p,Orlando Magic,,Washington Wizards,,,,
2022-01-12,7:00p,Charlotte Hornets,,Philadelphia 76ers,,,,
2022-01-12,7:00p,Boston Celtics,,Indiana Pacers,,,,
2022-01-12,7:30p,Miami Heat,,Atlanta Hawks,,,,
2022-01-13,7:30p,Golden State Warriors,,Milwaukee Bucks,,,,
2022-01-13,8:00p,Minnesota Timberwolves,,Memphis Grizzlies,,,,
2022-01-13,8:00p,Los Angeles Clippers,,New Orleans Pelicans,,,,
2022-01-13,8:30p,Oklahoma City Thunder,,Brooklyn Nets,,,,
2022-01-13,10:00p,Portland Trail Blazers,,Denver Nuggets,,,,
2022-01-14,8:30p,Cleveland Cavaliers,,San Antonio Spurs,,,,
2022-01-14,10:00p,Houston Rockets,,Sacramento Kings,,,,
2022-01-14,10:00p,Dallas Mavericks,,Memphis Grizzlies,,,,
2022-01-14,8:00p,Atlanta Hawks,,Miami Heat,,,,
2022-01-14,7:00p,Phoenix Suns,,Indiana Pacers,,,,
2022-01-14,7:30p,Boston Celtics,,Philadelphia 76ers,,,,
2022-01-14,7:00p,Toronto Raptors,,Detroit Pistons,,,,
2022-01-14,7:00p,Orlando Magic,,Charlotte Hornets,,,,
2022-01-14,8:00p,Golden State Warriors,,Chicago Bulls,,,,
2022-01-15,9:30p,Orlando Magic,,Dallas Mavericks,,,,
2022-01-15,6:30p,Toronto Raptors,,Milwaukee Bucks,,,,
2022-01-15,7:00p,Portland Trail Blazers,,Washington Wizards,,,,
2022-01-15,7:30p,New York Knicks,,Atlanta Hawks,,,,
2022-01-15,7:30p,New Orleans Pelicans,,Brooklyn Nets,,,,
2022-01-15,8:00p,Philadelphia 76ers,,Miami Heat,,,,
2022-01-15,8:00p,Cleveland Cavaliers,,Oklahoma City Thunder,,,,
2022-01-15,8:30p,Chicago Bulls,,Boston Celtics,,,,
2022-01-15,8:30p,Los Angeles Clippers,,San Antonio Spurs,,,,
2022-01-15,9:00p,Los Angeles Lakers,,Denver Nuggets,,,,
2022-01-16,8:00p,Golden State Warriors,,Minnesota Timberwolves,,,,
2022-01-16,8:00p,Utah Jazz,,Denver Nuggets,,,,
2022-01-16,6:00p,Houston Rockets,,Sacramento Kings,,,,
2022-01-17,10:30p,Utah Jazz,,Los Angeles Lakers,,,,
2022-01-17,8:30p,Phoenix Suns,,San Antonio Spurs,,,,
2022-01-17,7:30p,Toronto Raptors,,Miami Heat,,,,
