date,start_et,team_away,pts_away,team_home,pts_home,overtime,n_attending,notes
2020-01-07,10:30p,New York Knicks,87,Los Angeles Lakers,117,,18997.0,
2020-01-08,8:00p,Chicago Bulls,108,New Orleans Pelicans,123,,15324.0,
2020-01-08,10:00p,Milwaukee Bucks,107,Golden State Warriors,98,,18064.0,
2020-01-08,9:00p,New York Knicks,104,Utah Jazz,128,,18306.0,
2020-01-08,7:30p,Denver Nuggets,107,Dallas Mavericks,106,,20314.0,
2020-01-08,7:00p,San Antonio Spurs,129,Boston Celtics,114,,19156.0,
2020-01-08,7:00p,Washington Wizards,89,Orlando Magic,123,,16013.0,
2020-01-08,7:00p,Miami Heat,122,Indiana Pacers,108,,17040.0,
2020-01-08,7:00p,Toronto Raptors,112,Charlotte Hornets,110,OT,13965.0,
2020-01-08,7:30p,Houston Rockets,122,Atlanta Hawks,115,,16514.0,
2020-01-09,7:00p,Cleveland Cavaliers,115,Detroit Pistons,112,OT,13445.0,
2020-01-09,7:00p,Boston Celtics,98,Philadelphia 76ers,109,,20822.0,
2020-01-09,8:00p,Portland Trail Blazers,102,Minnesota Timberwolves,116,,13720.0,
2020-01-09,9:30p,Houston Rockets,92,Oklahoma City Thunder,113,,18203.0,
2020-01-10,9:00p,Charlotte Hornets,92,Utah Jazz,109,,18306.0,
2020-01-10,10:00p,Milwaukee Bucks,127,Sacramento Kings,106,,17583.0,
2020-01-10,10:30p,Golden State Warriors,100,Los Angeles Clippers,109,,19068.0,
2020-01-10,9:45p,Los Angeles Lakers,129,Dallas Mavericks,114,,20542.0,
2020-01-10,9:00p,Orlando Magic,94,Phoenix Suns,98,,14562.0,
2020-01-10,7:15p,New Orleans Pelicans,123,New York Knicks,111,,18003.0,
2020-01-10,8:00p,Indiana Pacers,116,Chicago Bulls,105,,20229.0,
2020-01-10,7:30p,Miami Heat,113,Brooklyn Nets,117,,16011.0,
2020-01-10,7:00p,Atlanta Hawks,101,Washington Wizards,111,,16360.0,
2020-01-10,8:00p,San Antonio Spurs,121,Memphis Grizzlies,134,,16448.0,
2020-01-11,5:00p,Minnesota Timberwolves,109,Houston Rockets,139,,18055.0,
2020-01-11,7:00p,New Orleans Pelicans,105,Boston Celtics,140,,19156.0,
2020-01-11,7:00p,Chicago Bulls,108,Detroit Pistons,99,,15951.0,
2020-01-11,8:00p,Los Angeles Lakers,125,Oklahoma City Thunder,110,,18203.0,
2020-01-11,8:30p,Philadelphia 76ers,91,Dallas Mavericks,109,,20244.0,
2020-01-11,9:00p,Cleveland Cavaliers,111,Denver Nuggets,103,,19533.0,
2020-01-11,10:00p,Milwaukee Bucks,122,Portland Trail Blazers,101,,19843.0,
2020-01-12,8:00p,Charlotte Hornets,92,Phoenix Suns,100,,14751.0,
2020-01-12,8:00p,Los Angeles Clippers,104,Denver Nuggets,114,,19520.0,
2020-01-12,6:00p,San Antonio Spurs,105,Toronto Raptors,104,,19800.0,
2020-01-12,6:00p,Atlanta Hawks,86,Brooklyn Nets,108,,15201.0,
2020-01-12,3:30p,Utah Jazz,127,Washington Wizards,116,,15953.0,
2020-01-12,3:30p,Miami Heat,121,New York Knicks,124,,18861.0,
2020-01-12,6:00p,Golden State Warriors,102,Memphis Grizzlies,122,,16408.0,
2020-01-13,7:00p,New Orleans Pelicans,117,Detroit Pistons,110,OT,13780.0,
2020-01-13,7:00p,Philadelphia 76ers,95,Indiana Pacers,101,,15257.0,
2020-01-13,7:30p,Chicago Bulls,101,Boston Celtics,113,,19156.0,
2020-01-13,8:00p,Oklahoma City Thunder,117,Minnesota Timberwolves,104,,11044.0,
2020-01-13,10:00p,Charlotte Hornets,112,Portland Trail Blazers,115,,19111.0,
2020-01-13,10:00p,Orlando Magic,114,Sacramento Kings,112,,16299.0,
2020-01-13,10:30p,Cleveland Cavaliers,99,Los Angeles Lakers,128,,18997.0,
2020-01-14,10:30p,Dallas Mavericks,124,Golden State Warriors,97,,18064.0,
2020-01-14,8:00p,New York Knicks,102,Milwaukee Bucks,128,,17590.0,
2020-01-14,10:30p,Cleveland Cavaliers,103,Los Angeles Clippers,128,,19068.0,
2020-01-14,7:30p,Utah Jazz,118,Brooklyn Nets,107,,15381.0,
2020-01-14,7:30p,Phoenix Suns,110,Atlanta Hawks,123,,16060.0,
2020-01-14,8:00p,Houston Rockets,110,Memphis Grizzlies,121,,16181.0,
2020-01-15,7:00p,Detroit Pistons,116,Boston Celtics,103,,19156.0,
2020-01-15,7:00p,Brooklyn Nets,106,Philadelphia 76ers,117,,20416.0,
2020-01-15,7:30p,San Antonio Spurs,100,Miami Heat,106,,19704.0,
2020-01-15,8:00p,Washington Wizards,106,Chicago Bulls,115,,19382.0,
2020-01-15,8:00p,Indiana Pacers,104,Minnesota Timberwolves,99,,12648.0,
2020-01-15,8:00p,Toronto Raptors,130,Oklahoma City Thunder,121,,18203.0,
2020-01-15,9:00p,Charlotte Hornets,86,Denver Nuggets,100,,19520.0,
2020-01-15,9:30p,Portland Trail Blazers,117,Houston Rockets,107,,18055.0,
2020-01-15,10:00p,Dallas Mavericks,127,Sacramento Kings,123,,17029.0,
2020-01-15,10:30p,Orlando Magic,119,Los Angeles Lakers,118,,18997.0,
2020-01-16,10:30p,Orlando Magic,95,Los Angeles Clippers,122,,19068.0,
2020-01-16,10:30p,Denver Nuggets,134,Golden State Warriors,131,OT,18064.0,
2020-01-16,8:00p,Boston Celtics,123,Milwaukee Bucks,128,,17873.0,
2020-01-16,7:30p,Phoenix Suns,121,New York Knicks,98,,18215.0,
2020-01-16,8:00p,Utah Jazz,132,New Orleans Pelicans,138,OT,16717.0,
2020-01-17,7:00p,Minnesota Timberwolves,114,Indiana Pacers,116,,16248.0,
2020-01-17,7:00p,Chicago Bulls,89,Philadelphia 76ers,100,,20919.0,
2020-01-17,7:00p,Washington Wizards,111,Toronto Raptors,140,,19800.0,
2020-01-17,8:00p,Cleveland Cavaliers,109,Memphis Grizzlies,113,,17102.0,
2020-01-17,8:00p,Miami Heat,115,Oklahoma City Thunder,108,,18203.0,
2020-01-17,8:30p,Atlanta Hawks,121,San Antonio Spurs,120,,18354.0,
2020-01-17,9:30p,Portland Trail Blazers,112,Dallas Mavericks,120,,20283.0,
2020-01-18,8:30p,Orlando Magic,95,Golden State Warriors,109,,18064.0,
2020-01-18,9:00p,Sacramento Kings,101,Utah Jazz,123,,18306.0,
2020-01-18,9:00p,Portland Trail Blazers,106,Oklahoma City Thunder,119,,18203.0,
2020-01-18,8:30p,Los Angeles Lakers,124,Houston Rockets,115,,18502.0,
2020-01-18,8:00p,Toronto Raptors,122,Minnesota Timberwolves,112,,16520.0,
2020-01-18,7:30p,Detroit Pistons,136,Atlanta Hawks,103,,17056.0,
2020-01-18,7:30p,Philadelphia 76ers,90,New York Knicks,87,,17812.0,
2020-01-18,7:00p,Phoenix Suns,123,Boston Celtics,119,,19156.0,
2020-01-18,6:00p,Milwaukee Bucks,117,Brooklyn Nets,97,,17732.0,
2020-01-18,3:30p,Los Angeles Clippers,133,New Orleans Pelicans,130,,17959.0,
2020-01-18,8:00p,Cleveland Cavaliers,116,Chicago Bulls,118,,19939.0,
2020-01-19,3:00p,Miami Heat,102,San Antonio Spurs,107,,18422.0,
2020-01-19,8:00p,Indiana Pacers,115,Denver Nuggets,107,,19520.0,
2020-01-20,10:00p,Golden State Warriors,124,Portland Trail Blazers,129,OT,19493.0,
2020-01-20,9:00p,Indiana Pacers,88,Utah Jazz,118,,18306.0,
2020-01-20,9:00p,San Antonio Spurs,120,Phoenix Suns,118,,14847.0,
2020-01-20,8:00p,Denver Nuggets,107,Minnesota Timberwolves,100,,12172.0,
2020-01-20,7:30p,Los Angeles Lakers,107,Boston Celtics,139,,19156.0,
2020-01-20,5:00p,Chicago Bulls,98,Milwaukee Bucks,111,,17747.0,
2020-01-20,5:00p,Sacramento Kings,113,Miami Heat,118,OT,19600.0,
2020-01-20,5:00p,New Orleans Pelicans,126,Memphis Grizzlies,116,,17794.0,
2020-01-20,5:00p,New York Knicks,106,Cleveland Cavaliers,86,,17133.0,
2020-01-20,5:00p,Orlando Magic,106,Charlotte Hornets,83,,16133.0,
2020-01-20,3:00p,Philadelphia 76ers,117,Brooklyn Nets,111,,16801.0,
2020-01-20,2:30p,Toronto Raptors,122,Atlanta Hawks,117,,17300.0,
2020-01-20,2:00p,Detroit Pistons,100,Washington Wizards,106,,17305.0,
2020-01-20,5:00p,Oklahoma City Thunder,112,Houston Rockets,107,,18055.0,
2020-01-21,8:30p,Los Angeles Clippers,110,Dallas Mavericks,107,,19783.0,
2020-01-22,8:00p,Minnesota Timberwolves,110,Chicago Bulls,117,,18875.0,
2020-01-22,9:30p,San Antonio Spurs,121,New Orleans Pelicans,117,,18365.0,
2020-01-22,9:00p,Indiana Pacers,112,Phoenix Suns,87,,14691.0,
2020-01-22,8:00p,Denver Nuggets,105,Houston Rockets,121,,18055.0,
2020-01-22,7:30p,Los Angeles Lakers,100,New York Knicks,92,,19812.0,
2020-01-22,10:00p,Utah Jazz,129,Golden State Warriors,96,,18064.0,
2020-01-22,7:30p,Memphis Grizzlies,95,Boston Celtics,119,,19156.0,
2020-01-22,7:30p,Los Angeles Clippers,95,Atlanta Hawks,102,,14338.0,
2020-01-22,7:00p,Philadelphia 76ers,95,Toronto Raptors,107,,19800.0,
2020-01-22,7:00p,Oklahoma City Thunder,120,Orlando Magic,114,,18846.0,
2020-01-22,7:00p,Sacramento Kings,106,Detroit Pistons,127,,13972.0,
2020-01-22,7:30p,Washington Wizards,129,Miami Heat,134,OT,19600.0,
2020-01-23,7:00p,Washington Wizards,124,Cleveland Cavaliers,112,,16689.0,
2020-01-23,8:00p,Los Angeles Lakers,128,Brooklyn Nets,113,,17732.0,
2020-01-23,10:30p,Dallas Mavericks,133,Portland Trail Blazers,125,,19574.0,
2020-01-24,10:30p,Indiana Pacers,129,Golden State Warriors,118,,18064.0,
2020-01-24,8:30p,Phoenix Suns,103,San Antonio Spurs,99,,18354.0,
2020-01-24,8:00p,Denver Nuggets,113,New Orleans Pelicans,106,,16398.0,
2020-01-24,8:00p,Houston Rockets,131,Minnesota Timberwolves,124,,16101.0,
2020-01-24,8:00p,Los Angeles Clippers,122,Miami Heat,117,,19632.0,
2020-01-24,8:00p,Atlanta Hawks,111,Oklahoma City Thunder,140,,18203.0,
2020-01-24,7:30p,Toronto Raptors,118,New York Knicks,112,,18883.0,
2020-01-24,7:00p,Boston Celtics,109,Orlando Magic,98,,18846.0,
2020-01-24,7:00p,Memphis Grizzlies,125,Detroit Pistons,112,,14583.0,
2020-01-24,3:00p,Milwaukee Bucks,116,Charlotte Hornets,103,,15758.0,"at Paris, France"
2020-01-24,8:00p,Sacramento Kings,98,Chicago Bulls,81,,17661.0,
2020-01-25,5:00p,Dallas Mavericks,107,Utah Jazz,112,,18306.0,
2020-01-25,7:00p,Brooklyn Nets,121,Detroit Pistons,111,OT,15890.0,
2020-01-25,8:00p,Chicago Bulls,118,Cleveland Cavaliers,106,,19432.0,
2020-01-25,8:00p,Oklahoma City Thunder,113,Minnesota Timberwolves,104,,16236.0,
2020-01-25,8:30p,Los Angeles Lakers,91,Philadelphia 76ers,108,,21109.0,
2020-01-26,9:00p,Indiana Pacers,129,Portland Trail Blazers,139,,19663.0,
2020-01-26,6:00p,Los Angeles Clippers,112,Orlando Magic,97,,15427.0,
2020-01-26,6:00p,Brooklyn Nets,97,New York Knicks,110,,17831.0,
2020-01-26,6:00p,Boston Celtics,108,New Orleans Pelicans,123,,16737.0,
2020-01-26,3:30p,Houston Rockets,110,Denver Nuggets,117,,19520.0,
2020-01-26,6:00p,Washington Wizards,133,Atlanta Hawks,152,,15567.0,
2020-01-26,4:00p,Toronto Raptors,110,San Antonio Spurs,106,,18354.0,
2020-01-26,6:00p,Phoenix Suns,109,Memphis Grizzlies,114,,17214.0,
2020-01-27,9:00p,Houston Rockets,126,Utah Jazz,117,,18306.0,
2020-01-27,8:00p,Dallas Mavericks,107,Oklahoma City Thunder,97,,18203.0,
2020-01-27,8:00p,Sacramento Kings,133,Minnesota Timberwolves,129,OT,13449.0,
2020-01-27,7:30p,Orlando Magic,92,Miami Heat,113,,19600.0,
2020-01-27,7:00p,Cleveland Cavaliers,115,Detroit Pistons,100,,12597.0,
2020-01-27,8:00p,San Antonio Spurs,109,Chicago Bulls,110,,16071.0,
2020-01-28,8:00p,Washington Wizards,131,Milwaukee Bucks,151,,17681.0,
2020-01-28,8:00p,Boston Celtics,109,Miami Heat,101,,19704.0,
2020-01-28,8:00p,Denver Nuggets,96,Memphis Grizzlies,104,,14365.0,
2020-01-28,8:30p,Phoenix Suns,133,Dallas Mavericks,104,,20216.0,
2020-01-28,7:30p,New Orleans Pelicans,125,Cleveland Cavaliers,111,,19432.0,
2020-01-28,7:00p,Golden State Warriors,104,Philadelphia 76ers,115,,20854.0,
2020-01-28,7:00p,New York Knicks,92,Charlotte Hornets,97,,14342.0,
2020-01-28,7:30p,Atlanta Hawks,114,Toronto Raptors,130,,19800.0,
2020-01-29,7:00p,Chicago Bulls,106,Indiana Pacers,115,OT,17923.0,
2020-01-29,7:30p,Detroit Pistons,115,Brooklyn Nets,125,,14275.0,
2020-01-29,7:30p,Memphis Grizzlies,127,New York Knicks,106,,18768.0,
2020-01-29,8:30p,Utah Jazz,120,San Antonio Spurs,127,,17887.0,
2020-01-29,10:00p,Houston Rockets,112,Portland Trail Blazers,125,,19393.0,
2020-01-29,10:00p,Oklahoma City Thunder,120,Sacramento Kings,100,,16935.0,
2020-01-30,10:30p,Utah Jazz,100,Denver Nuggets,106,,19520.0,
2020-01-30,10:30p,Sacramento Kings,124,Los Angeles Clippers,103,,19068.0,
2020-01-30,8:00p,Golden State Warriors,104,Boston Celtics,119,,19156.0,
2020-01-30,7:00p,Toronto Raptors,115,Cleveland Cavaliers,109,,17695.0,
2020-01-30,7:00p,Charlotte Hornets,107,Washington Wizards,121,,15013.0,
2020-01-30,7:30p,Philadelphia 76ers,117,Atlanta Hawks,127,,15227.0,
2020-01-31,7:00p,Toronto Raptors,105,Detroit Pistons,92,,17356.0,
2020-01-31,7:30p,Chicago Bulls,118,Brooklyn Nets,133,,17732.0,
2020-01-31,7:30p,Dallas Mavericks,121,Houston Rockets,128,,18055.0,
2020-01-31,8:00p,Memphis Grizzlies,111,New Orleans Pelicans,139,,18362.0,
2020-01-31,9:00p,Denver Nuggets,127,Milwaukee Bucks,115,,18141.0,
2020-01-31,9:00p,Oklahoma City Thunder,111,Phoenix Suns,107,,17260.0,
2020-01-31,10:30p,Portland Trail Blazers,127,Los Angeles Lakers,119,,18997.0,
2020-02-01,8:30p,Atlanta Hawks,100,Dallas Mavericks,123,,20328.0,
2020-02-01,10:30p,Utah Jazz,107,Portland Trail Blazers,124,,19603.0,
2020-02-01,10:00p,Los Angeles Lakers,129,Sacramento Kings,113,,17583.0,
2020-02-01,8:30p,Philadelphia 76ers,95,Boston Celtics,116,,19156.0,
2020-02-01,9:00p,Charlotte Hornets,90,San Antonio Spurs,114,,18615.0,
2020-02-01,8:00p,Golden State Warriors,131,Cleveland Cavaliers,112,,18410.0,
2020-02-01,7:00p,Miami Heat,102,Orlando Magic,89,,18846.0,
2020-02-01,8:00p,Brooklyn Nets,107,Washington Wizards,113,,18196.0,
2020-02-01,7:00p,New York Knicks,92,Indiana Pacers,85,,17923.0,
2020-02-01,3:30p,Minnesota Timberwolves,106,Los Angeles Clippers,118,,19068.0,
2020-02-02,12:30p,Denver Nuggets,123,Detroit Pistons,128,OT,15488.0,
2020-02-02,2:00p,New Orleans Pelicans,109,Houston Rockets,117,,18055.0,
2020-02-02,2:00p,Phoenix Suns,108,Milwaukee Bucks,129,,17754.0,
2020-02-02,3:00p,Chicago Bulls,102,Toronto Raptors,129,,19800.0,
2020-02-03,10:30p,San Antonio Spurs,105,Los Angeles Clippers,108,,19068.0,
2020-02-03,10:00p,Minnesota Timberwolves,109,Sacramento Kings,113,,15819.0,
2020-02-03,7:30p,Philadelphia 76ers,106,Miami Heat,137,,19725.0,
2020-02-03,7:30p,Phoenix Suns,97,Brooklyn Nets,119,,14891.0,
2020-02-03,8:00p,Detroit Pistons,82,Memphis Grizzlies,96,,14597.0,
2020-02-03,7:00p,Golden State Warriors,125,Washington Wizards,117,,17120.0,
2020-02-03,7:00p,Dallas Mavericks,112,Indiana Pacers,103,,15086.0,
2020-02-03,7:00p,New York Knicks,139,Cleveland Cavaliers,134,OT,16303.0,
2020-02-03,7:00p,Orlando Magic,112,Charlotte Hornets,100,,12337.0,
2020-02-03,7:30p,Boston Celtics,123,Atlanta Hawks,115,,16231.0,
2020-02-04,7:30p,Milwaukee Bucks,120,New Orleans Pelicans,108,,15424.0,
2020-02-04,8:00p,Charlotte Hornets,110,Houston Rockets,125,,18055.0,
2020-02-04,9:00p,Portland Trail Blazers,99,Denver Nuggets,127,,19520.0,
2020-02-04,10:00p,San Antonio Spurs,102,Los Angeles Lakers,129,,18997.0,
2020-02-05,10:00p,Miami Heat,111,Los Angeles Clippers,128,,19068.0,
2020-02-05,9:00p,Denver Nuggets,98,Utah Jazz,95,,18306.0,
2020-02-05,8:30p,Memphis Grizzlies,121,Dallas Mavericks,107,,20069.0,
2020-02-05,8:00p,Cleveland Cavaliers,103,Oklahoma City Thunder,109,,18203.0,
2020-02-05,7:00p,Phoenix Suns,108,Detroit Pistons,116,,13707.0,
2020-02-05,7:30p,Indiana Pacers,118,Toronto Raptors,119,,19800.0,
2020-02-05,7:30p,Golden State Warriors,88,Brooklyn Nets,129,,14352.0,
2020-02-05,7:30p,Orlando Magic,100,Boston Celtics,116,,19156.0,
2020-02-05,8:00p,Atlanta Hawks,127,Minnesota Timberwolves,120,,10779.0,
2020-02-06,10:30p,Houston Rockets,121,Los Angeles Lakers,111,,18997.0,
2020-02-06,10:00p,San Antonio Spurs,117,Portland Trail Blazers,125,,19653.0,
2020-02-06,7:30p,Orlando Magic,103,New York Knicks,105,,18895.0,
2020-02-06,8:00p,New Orleans Pelicans,125,Chicago Bulls,119,,18247.0,
2020-02-06,8:00p,Philadelphia 76ers,101,Milwaukee Bucks,112,,17928.0,
2020-02-07,7:00p,Memphis Grizzlies,107,Philadelphia 76ers,119,,20779.0,
2020-02-07,7:00p,Dallas Mavericks,118,Washington Wizards,119,,20476.0,
2020-02-07,7:30p,Atlanta Hawks,107,Boston Celtics,112,,19156.0,
2020-02-07,8:00p,Toronto Raptors,115,Indiana Pacers,106,,17028.0,
2020-02-07,8:00p,Detroit Pistons,101,Oklahoma City Thunder,108,,18203.0,
2020-02-07,9:00p,Houston Rockets,91,Phoenix Suns,127,,17043.0,
2020-02-07,10:00p,Miami Heat,97,Sacramento Kings,105,,16760.0,
2020-02-07,10:30p,Portland Trail Blazers,114,Utah Jazz,117,,18306.0,
2020-02-08,10:00p,San Antonio Spurs,102,Sacramento Kings,122,,16756.0,
2020-02-08,9:00p,Denver Nuggets,117,Phoenix Suns,108,,16843.0,
2020-02-08,8:30p,Los Angeles Lakers,125,Golden State Warriors,120,,18064.0,
2020-02-08,8:00p,Los Angeles Clippers,115,Minnesota Timberwolves,142,,18978.0,
2020-02-08,7:30p,Brooklyn Nets,118,Toronto Raptors,119,,19800.0,
2020-02-08,7:00p,New York Knicks,95,Detroit Pistons,92,,15980.0,
2020-02-08,7:00p,Dallas Mavericks,116,Charlotte Hornets,100,,19370.0,
2020-02-08,5:00p,Milwaukee Bucks,111,Orlando Magic,95,,16632.0,
2020-02-08,7:30p,New Orleans Pelicans,124,Indiana Pacers,117,,17923.0,
2020-02-09,3:30p,Boston Celtics,112,Oklahoma City Thunder,111,,18203.0,
2020-02-09,6:00p,New York Knicks,135,Atlanta Hawks,140,2OT,16309.0,
2020-02-09,6:00p,Chicago Bulls,111,Philadelphia 76ers,118,,21018.0,
2020-02-09,6:00p,Memphis Grizzlies,106,Washington Wizards,99,,17251.0,
2020-02-09,7:00p,Utah Jazz,114,Houston Rockets,113,,18055.0,
2020-02-09,7:30p,Los Angeles Clippers,133,Cleveland Cavaliers,92,,17240.0,
2020-02-09,9:00p,Miami Heat,109,Portland Trail Blazers,115,,19726.0,
2020-02-10,8:30p,Utah Jazz,123,Dallas Mavericks,119,,19793.0,
2020-02-10,10:30p,Miami Heat,113,Golden State Warriors,101,,18064.0,
2020-02-10,10:30p,Phoenix Suns,100,Los Angeles Lakers,125,,18997.0,
2020-02-10,8:00p,Sacramento Kings,111,Milwaukee Bucks,123,,17463.0,
2020-02-10,9:00p,San Antonio Spurs,120,Denver Nuggets,127,,19520.0,
2020-02-10,7:00p,Atlanta Hawks,126,Orlando Magic,135,,17076.0,
2020-02-10,7:00p,Brooklyn Nets,106,Indiana Pacers,105,,16761.0,
2020-02-10,7:00p,Charlotte Hornets,87,Detroit Pistons,76,,13941.0,
2020-02-10,7:30p,Minnesota Timberwolves,126,Toronto Raptors,137,,19800.0,
2020-02-11,7:00p,Los Angeles Clippers,103,Philadelphia 76ers,110,,20730.0,
2020-02-11,7:00p,Chicago Bulls,114,Washington Wizards,126,,15135.0,
2020-02-11,8:00p,Portland Trail Blazers,117,New Orleans Pelicans,138,,15739.0,
2020-02-11,8:00p,San Antonio Spurs,114,Oklahoma City Thunder,106,,18203.0,
2020-02-11,9:30p,Boston Celtics,105,Houston Rockets,116,,18055.0,
2020-02-12,10:00p,Los Angeles Lakers,120,Denver Nuggets,116,OT,19860.0,
2020-02-12,9:00p,Miami Heat,101,Utah Jazz,116,,18306.0,
2020-02-12,9:00p,Golden State Warriors,106,Phoenix Suns,112,,15216.0,
2020-02-12,8:30p,Sacramento Kings,111,Dallas Mavericks,130,,19842.0,
2020-02-12,8:00p,Portland Trail Blazers,104,Memphis Grizzlies,111,,16889.0,
2020-02-12,8:00p,Charlotte Hornets,115,Minnesota Timberwolves,108,,18978.0,
2020-02-12,7:30p,Milwaukee Bucks,111,Indiana Pacers,118,,17018.0,
2020-02-12,7:30p,Toronto Raptors,91,Brooklyn Nets,101,,15823.0,
2020-02-12,7:00p,Detroit Pistons,112,Orlando Magic,116,OT,16607.0,
2020-02-12,7:00p,Atlanta Hawks,105,Cleveland Cavaliers,127,,16200.0,
2020-02-12,7:30p,Washington Wizards,114,New York Knicks,96,,18835.0,
2020-02-13,8:00p,Los Angeles Clippers,133,Boston Celtics,141,2OT,19156.0,
2020-02-13,8:00p,Oklahoma City Thunder,123,New Orleans Pelicans,118,,17865.0,
2020-02-20,7:30p,Miami Heat,124,Atlanta Hawks,129,,17356.0,
2020-02-20,7:00p,Milwaukee Bucks,126,Detroit Pistons,106,,16097.0,
2020-02-20,8:00p,Charlotte Hornets,103,Chicago Bulls,93,,17463.0,
2020-02-20,8:00p,Brooklyn Nets,104,Philadelphia 76ers,112,OT,20806.0,
2020-02-20,10:00p,Memphis Grizzlies,125,Sacramento Kings,129,,17078.0,
2020-02-20,10:30p,Houston Rockets,135,Golden State Warriors,105,,18064.0,
2020-02-21,10:30p,New Orleans Pelicans,128,Portland Trail Blazers,115,,19946.0,
2020-02-21,8:00p,Denver Nuggets,101,Oklahoma City Thunder,113,,18203.0,
2020-02-21,10:30p,Memphis Grizzlies,105,Los Angeles Lakers,117,,18997.0,
2020-02-21,8:00p,Boston Celtics,127,Minnesota Timberwolves,117,,18978.0,
2020-02-21,9:00p,San Antonio Spurs,113,Utah Jazz,104,,18306.0,
2020-02-21,7:30p,Indiana Pacers,106,New York Knicks,98,,19812.0,
2020-02-21,7:00p,Cleveland Cavaliers,113,Washington Wizards,108,,18895.0,
2020-02-21,7:00p,Dallas Mavericks,122,Orlando Magic,106,,18846.0,
2020-02-21,7:30p,Phoenix Suns,101,Toronto Raptors,118,,19800.0,
2020-02-22,8:30p,Philadelphia 76ers,98,Milwaukee Bucks,119,,18290.0,
2020-02-22,8:00p,Cleveland Cavaliers,105,Miami Heat,124,,19754.0,
2020-02-22,8:00p,Phoenix Suns,112,Chicago Bulls,104,,20506.0,
2020-02-22,9:00p,Houston Rockets,120,Utah Jazz,110,,18306.0,
2020-02-22,7:00p,Brooklyn Nets,115,Charlotte Hornets,86,,19079.0,
2020-02-22,3:30p,Sacramento Kings,112,Los Angeles Clippers,103,,19068.0,
2020-02-22,7:30p,Dallas Mavericks,107,Atlanta Hawks,111,,17050.0,
2020-02-23,3:30p,Boston Celtics,112,Los Angeles Lakers,114,,18997.0,
2020-02-23,6:00p,Minnesota Timberwolves,116,Denver Nuggets,128,,19626.0,
2020-02-23,6:00p,Indiana Pacers,81,Toronto Raptors,127,,19800.0,
2020-02-23,7:00p,Washington Wizards,117,Chicago Bulls,126,,18024.0,
2020-02-23,7:00p,San Antonio Spurs,103,Oklahoma City Thunder,131,,18203.0,
2020-02-23,8:30p,New Orleans Pelicans,115,Golden State Warriors,101,,18064.0,
2020-02-23,9:00p,Detroit Pistons,104,Portland Trail Blazers,107,,19393.0,
2020-02-24,8:30p,Minnesota Timberwolves,123,Dallas Mavericks,139,,19936.0,
2020-02-24,10:30p,Memphis Grizzlies,97,Los Angeles Clippers,124,,19068.0,
2020-02-24,9:00p,Phoenix Suns,131,Utah Jazz,111,,18306.0,
2020-02-24,8:00p,New York Knicks,112,Houston Rockets,123,,18055.0,
2020-02-24,7:00p,Miami Heat,119,Cleveland Cavaliers,125,OT,17336.0,
2020-02-24,7:00p,Milwaukee Bucks,137,Washington Wizards,134,OT,16580.0,
2020-02-24,7:00p,Atlanta Hawks,112,Philadelphia 76ers,129,,20836.0,
2020-02-24,7:30p,Orlando Magic,115,Brooklyn Nets,113,,16162.0,
2020-02-25,7:00p,Charlotte Hornets,80,Indiana Pacers,119,,16088.0,
2020-02-25,7:30p,Milwaukee Bucks,108,Toronto Raptors,97,,19993.0,
2020-02-25,8:00p,Oklahoma City Thunder,124,Chicago Bulls,122,,16911.0,
2020-02-25,9:00p,Detroit Pistons,98,Denver Nuggets,115,,19143.0,
2020-02-25,10:00p,New Orleans Pelicans,109,Los Angeles Lakers,118,,18997.0,
2020-02-25,10:00p,Boston Celtics,118,Portland Trail Blazers,106,,19460.0,
2020-02-25,10:30p,Sacramento Kings,112,Golden State Warriors,94,,18064.0,
2020-02-26,8:00p,Memphis Grizzlies,112,Houston Rockets,140,,18055.0,
2020-02-26,9:00p,Los Angeles Clippers,102,Phoenix Suns,92,,15157.0,
2020-02-26,10:30p,Boston Celtics,114,Utah Jazz,103,,18306.0,
2020-02-26,7:30p,Minnesota Timberwolves,129,Miami Heat,126,,19600.0,
2020-02-26,8:30p,Dallas Mavericks,109,San Antonio Spurs,103,,18354.0,
2020-02-26,7:00p,Brooklyn Nets,106,Washington Wizards,110,,15021.0,
2020-02-26,7:00p,Philadelphia 76ers,94,Cleveland Cavaliers,108,,16332.0,
2020-02-26,7:00p,New York Knicks,101,Charlotte Hornets,107,,13152.0,
2020-02-26,7:30p,Orlando Magic,130,Atlanta Hawks,120,,14967.0,
2020-02-27,7:00p,New York Knicks,106,Philadelphia 76ers,115,,20175.0,
2020-02-27,8:00p,Portland Trail Blazers,100,Indiana Pacers,106,,16872.0,
2020-02-27,8:00p,Sacramento Kings,108,Oklahoma City Thunder,112,,18203.0,
2020-02-27,10:30p,Los Angeles Lakers,116,Golden State Warriors,86,,18064.0,
2020-02-28,10:30p,Denver Nuggets,103,Los Angeles Clippers,132,,19068.0,
2020-02-28,9:00p,Washington Wizards,119,Utah Jazz,129,,18306.0,
2020-02-28,9:00p,Detroit Pistons,113,Phoenix Suns,111,,17142.0,
2020-02-28,8:00p,Oklahoma City Thunder,86,Milwaukee Bucks,133,,18412.0,
2020-02-28,8:00p,Cleveland Cavaliers,104,New Orleans Pelicans,116,,18304.0,
2020-02-28,8:00p,Sacramento Kings,104,Memphis Grizzlies,101,,17794.0,
