date,start_et,team_away,pts_away,team_home,pts_home,overtime,n_attending,notes
2021-02-06,8:00p,Milwaukee Bucks,124,Cleveland Cavaliers,99,,2720.0,
2021-02-06,7:00p,Chicago Bulls,118,Orlando Magic,92,,3880.0,
2021-02-06,5:00p,Denver Nuggets,114,Sacramento Kings,119,,0.0,
2021-02-06,8:00p,San Antonio Spurs,111,Houston Rockets,106,,3313.0,
2021-02-07,1:00p,Washington Wizards,97,Charlotte Hornets,119,,0.0,
2021-02-07,1:00p,Utah Jazz,103,Indiana Pacers,95,,0.0,
2021-02-07,1:00p,Miami Heat,109,New York Knicks,103,,0.0,
2021-02-07,2:00p,Boston Celtics,91,Phoenix Suns,100,,1493.0,
2021-02-07,3:00p,Sacramento Kings,113,Los Angeles Clippers,110,,0.0,
2021-02-08,10:00p,Oklahoma City Thunder,112,Los Angeles Lakers,119,OT,0.0,
2021-02-08,9:30p,Milwaukee Bucks,125,Denver Nuggets,112,,0.0,
2021-02-08,9:00p,Cleveland Cavaliers,113,Phoenix Suns,119,,1485.0,
2021-02-08,8:30p,Golden State Warriors,100,San Antonio Spurs,105,,0.0,
2021-02-08,8:00p,Toronto Raptors,128,Memphis Grizzlies,113,,1844.0,
2021-02-08,8:00p,Washington Wizards,105,Chicago Bulls,101,,0.0,
2021-02-08,7:00p,Houston Rockets,94,Charlotte Hornets,119,,0.0,
2021-02-08,8:30p,Minnesota Timberwolves,122,Dallas Mavericks,127,,1000.0,
2021-02-09,7:00p,Brooklyn Nets,111,Detroit Pistons,122,,0.0,
2021-02-09,7:30p,New York Knicks,96,Miami Heat,98,,0.0,
2021-02-09,7:30p,Houston Rockets,101,New Orleans Pelicans,130,,1900.0,
2021-02-09,8:30p,Golden State Warriors,114,San Antonio Spurs,91,,0.0,
2021-02-09,10:00p,Orlando Magic,97,Portland Trail Blazers,106,,0.0,
2021-02-09,10:00p,Philadelphia 76ers,119,Sacramento Kings,111,,0.0,
2021-02-09,10:00p,Boston Celtics,108,Utah Jazz,122,,3902.0,
2021-02-10,9:00p,New Orleans Pelicans,116,Chicago Bulls,129,,0.0,
2021-02-10,10:00p,Milwaukee Bucks,124,Phoenix Suns,125,,1491.0,
2021-02-10,9:00p,Cleveland Cavaliers,95,Denver Nuggets,133,,0.0,
2021-02-10,8:00p,Los Angeles Clippers,119,Minnesota Timberwolves,112,,0.0,
2021-02-10,10:00p,Oklahoma City Thunder,113,Los Angeles Lakers,114,OT,0.0,
2021-02-10,8:00p,Indiana Pacers,94,Brooklyn Nets,104,,0.0,
2021-02-10,7:30p,Atlanta Hawks,117,Dallas Mavericks,118,,1000.0,
2021-02-10,7:00p,Toronto Raptors,137,Washington Wizards,115,,0.0,
2021-02-10,8:00p,Charlotte Hornets,114,Memphis Grizzlies,130,,1830.0,
2021-02-11,10:00p,Philadelphia 76ers,114,Portland Trail Blazers,118,,0.0,
2021-02-11,10:00p,Orlando Magic,105,Golden State Warriors,111,,0.0,
2021-02-11,7:30p,Toronto Raptors,106,Boston Celtics,120,,0.0,
2021-02-11,7:30p,Miami Heat,101,Houston Rockets,94,,3251.0,
2021-02-11,8:00p,Indiana Pacers,111,Detroit Pistons,95,,0.0,
2021-02-12,7:00p,Minnesota Timberwolves,114,Charlotte Hornets,120,,0.0,
2021-02-12,7:00p,New York Knicks,109,Washington Wizards,91,,0.0,
2021-02-12,7:30p,San Antonio Spurs,125,Atlanta Hawks,114,,1451.0,
2021-02-12,7:30p,New Orleans Pelicans,130,Dallas Mavericks,143,,1514.0,
2021-02-12,8:00p,Detroit Pistons,108,Boston Celtics,102,,0.0,
2021-02-12,8:00p,Los Angeles Clippers,125,Chicago Bulls,106,,0.0,
2021-02-12,9:00p,Oklahoma City Thunder,95,Denver Nuggets,97,,0.0,
2021-02-12,9:00p,Milwaukee Bucks,115,Utah Jazz,129,,3902.0,
2021-02-12,10:00p,Memphis Grizzlies,105,Los Angeles Lakers,115,,0.0,
2021-02-12,10:00p,Cleveland Cavaliers,110,Portland Trail Blazers,129,,0.0,
2021-02-12,10:00p,Orlando Magic,123,Sacramento Kings,112,,0.0,
2021-02-13,9:00p,Miami Heat,94,Utah Jazz,112,,3902.0,
2021-02-13,8:30p,Brooklyn Nets,134,Golden State Warriors,117,,0.0,
2021-02-13,8:00p,Houston Rockets,99,New York Knicks,121,,0.0,
2021-02-13,7:30p,Indiana Pacers,125,Atlanta Hawks,113,,1393.0,
2021-02-13,3:00p,Philadelphia 76ers,111,Phoenix Suns,120,,1652.0,
2021-02-14,1:00p,Boston Celtics,91,Washington Wizards,104,,0.0,
2021-02-14,7:00p,San Antonio Spurs,122,Charlotte Hornets,110,,0.0,
2021-02-14,7:00p,New Orleans Pelicans,112,Detroit Pistons,123,,0.0,
2021-02-14,7:00p,Minnesota Timberwolves,116,Toronto Raptors,112,,0.0,
2021-02-14,7:30p,Portland Trail Blazers,121,Dallas Mavericks,118,,2211.0,
2021-02-14,8:00p,Milwaukee Bucks,109,Oklahoma City Thunder,114,,0.0,
2021-02-14,9:00p,Orlando Magic,90,Phoenix Suns,109,,1732.0,
2021-02-14,10:00p,Los Angeles Lakers,105,Denver Nuggets,122,,0.0,
2021-02-14,10:00p,Cleveland Cavaliers,111,Los Angeles Clippers,128,,0.0,
2021-02-14,10:00p,Memphis Grizzlies,124,Sacramento Kings,110,,0.0,
2021-02-15,10:00p,Miami Heat,118,Los Angeles Clippers,125,,0.0,
2021-02-15,10:00p,Cleveland Cavaliers,98,Golden State Warriors,129,,,
2021-02-15,9:00p,Philadelphia 76ers,123,Utah Jazz,134,,3902.0,
2021-02-15,10:00p,Brooklyn Nets,136,Sacramento Kings,125,,0.0,
2021-02-15,7:00p,Houston Rockets,119,Washington Wizards,131,,0.0,
2021-02-15,7:00p,Chicago Bulls,120,Indiana Pacers,112,OT,0.0,
2021-02-15,7:30p,Atlanta Hawks,112,New York Knicks,123,,0.0,
2021-02-16,7:00p,Denver Nuggets,99,Boston Celtics,112,,0.0,
2021-02-16,8:00p,New Orleans Pelicans,144,Memphis Grizzlies,113,,1982.0,
2021-02-16,8:00p,Toronto Raptors,124,Milwaukee Bucks,113,,250.0,
2021-02-16,8:00p,Los Angeles Lakers,112,Minnesota Timberwolves,104,,0.0,
2021-02-16,8:00p,Portland Trail Blazers,115,Oklahoma City Thunder,104,,0.0,
2021-02-16,10:30p,Brooklyn Nets,128,Phoenix Suns,124,,3181.0,
2021-02-17,10:00p,Miami Heat,112,Golden State Warriors,120,OT,,
2021-02-17,9:00p,Portland Trail Blazers,126,New Orleans Pelicans,124,,1940.0,
2021-02-17,9:00p,Oklahoma City Thunder,113,Memphis Grizzlies,122,,0.0,
2021-02-17,8:00p,Denver Nuggets,128,Washington Wizards,130,,0.0,
2021-02-17,10:00p,Utah Jazz,114,Los Angeles Clippers,96,,,
2021-02-17,8:00p,Detroit Pistons,102,Chicago Bulls,105,,0.0,
2021-02-17,7:30p,Houston Rockets,113,Philadelphia 76ers,118,,0.0,
2021-02-17,7:30p,Atlanta Hawks,122,Boston Celtics,114,,0.0,
2021-02-17,7:00p,New York Knicks,89,Orlando Magic,107,,4249.0,
2021-02-17,8:00p,Indiana Pacers,134,Minnesota Timberwolves,128,OT,0.0,
2021-02-18,7:30p,Toronto Raptors,110,Milwaukee Bucks,96,,500.0,
2021-02-18,10:00p,Brooklyn Nets,109,Los Angeles Lakers,98,,0.0,
2021-02-18,10:00p,Miami Heat,118,Sacramento Kings,110,,0.0,
2021-02-19,10:00p,Utah Jazz,112,Los Angeles Clippers,116,,0.0,
2021-02-19,9:00p,Toronto Raptors,86,Minnesota Timberwolves,81,,0.0,
2021-02-19,8:00p,Phoenix Suns,132,New Orleans Pelicans,114,,1940.0,
2021-02-19,8:00p,Oklahoma City Thunder,85,Milwaukee Bucks,98,,750.0,
2021-02-19,7:30p,Chicago Bulls,105,Philadelphia 76ers,112,,0.0,
2021-02-19,7:30p,Atlanta Hawks,109,Boston Celtics,121,,0.0,
2021-02-19,7:00p,Golden State Warriors,120,Orlando Magic,124,,4287.0,
2021-02-19,7:00p,Denver Nuggets,120,Cleveland Cavaliers,103,,2720.0,
2021-02-19,8:00p,Detroit Pistons,95,Memphis Grizzlies,109,,1795.0,
2021-02-20,10:00p,Washington Wizards,118,Portland Trail Blazers,111,,0.0,
2021-02-20,8:00p,Golden State Warriors,100,Charlotte Hornets,102,,0.0,
2021-02-20,8:30p,Miami Heat,96,Los Angeles Lakers,94,,0.0,
2021-02-20,9:00p,Sacramento Kings,114,Chicago Bulls,122,,0.0,
2021-02-20,9:00p,Phoenix Suns,128,Memphis Grizzlies,97,,1994.0,
2021-02-21,8:00p,Brooklyn Nets,112,Los Angeles Clippers,108,,,
2021-02-21,7:00p,Minnesota Timberwolves,99,New York Knicks,103,,0.0,
2021-02-21,9:00p,Sacramento Kings,115,Milwaukee Bucks,128,,1800.0,
2021-02-21,7:30p,Denver Nuggets,115,Atlanta Hawks,123,,1362.0,
2021-02-21,3:30p,Boston Celtics,115,New Orleans Pelicans,120,OT,1940.0,
2021-02-21,7:00p,Detroit Pistons,96,Orlando Magic,105,,4002.0,
2021-02-21,7:00p,Oklahoma City Thunder,117,Cleveland Cavaliers,101,,2720.0,
2021-02-21,7:00p,Philadelphia 76ers,103,Toronto Raptors,110,,0.0,
2021-02-22,8:00p,Chicago Bulls,120,Houston Rockets,100,,3025.0,
2021-02-22,8:30p,Memphis Grizzlies,92,Dallas Mavericks,102,,2099.0,
2021-02-22,9:00p,Miami Heat,108,Oklahoma City Thunder,94,,0.0,
2021-02-22,9:00p,Portland Trail Blazers,100,Phoenix Suns,132,,3213.0,
2021-02-22,9:00p,Charlotte Hornets,110,Utah Jazz,132,,3902.0,
2021-02-22,10:00p,Washington Wizards,127,Los Angeles Lakers,124,OT,0.0,
2021-02-23,10:00p,Washington Wizards,116,Los Angeles Clippers,135,,0.0,
2021-02-23,10:00p,Portland Trail Blazers,106,Denver Nuggets,111,,0.0,
2021-02-23,8:00p,Minnesota Timberwolves,112,Milwaukee Bucks,139,,1800.0,
2021-02-23,7:30p,Philadelphia 76ers,109,Toronto Raptors,102,,0.0,
2021-02-23,7:00p,Detroit Pistons,105,Orlando Magic,93,,3631.0,
2021-02-23,7:30p,Boston Celtics,107,Dallas Mavericks,110,,3338.0,
2021-02-23,7:30p,Sacramento Kings,118,Brooklyn Nets,127,,324.0,
2021-02-23,7:00p,Atlanta Hawks,111,Cleveland Cavaliers,112,,2720.0,
2021-02-23,7:30p,Golden State Warriors,114,New York Knicks,106,,1981.0,
2021-02-24,8:00p,San Antonio Spurs,99,Oklahoma City Thunder,102,,0.0,
2021-02-24,10:00p,Los Angeles Lakers,89,Utah Jazz,114,,4912.0,
2021-02-24,9:00p,Charlotte Hornets,124,Phoenix Suns,121,,3296.0,
2021-02-24,8:00p,Detroit Pistons,118,New Orleans Pelicans,128,,2700.0,
2021-02-24,7:30p,Boston Celtics,112,Atlanta Hawks,127,,1537.0,
2021-02-24,8:00p,Minnesota Timberwolves,126,Chicago Bulls,133,OT,0.0,
2021-02-24,7:30p,Golden State Warriors,111,Indiana Pacers,107,,0.0,
2021-02-24,7:30p,Houston Rockets,96,Cleveland Cavaliers,112,,2720.0,
2021-02-24,8:00p,Toronto Raptors,108,Miami Heat,116,,0.0,
2021-02-25,7:00p,Dallas Mavericks,97,Philadelphia 76ers,111,,0.0,
2021-02-25,7:30p,Orlando Magic,92,Brooklyn Nets,129,,327.0,
2021-02-25,7:30p,Sacramento Kings,121,New York Knicks,140,,1981.0,
2021-02-25,8:00p,Los Angeles Clippers,94,Memphis Grizzlies,122,,1896.0,
2021-02-25,9:00p,Washington Wizards,112,Denver Nuggets,110,,0.0,
2021-02-25,9:30p,New Orleans Pelicans,125,Milwaukee Bucks,129,,1800.0,
2021-02-26,8:00p,Atlanta Hawks,109,Oklahoma City Thunder,118,,0.0,
2021-02-26,10:00p,Portland Trail Blazers,93,Los Angeles Lakers,102,,0.0,
2021-02-26,10:00p,Charlotte Hornets,121,Golden State Warriors,130,,0.0,
2021-02-26,8:00p,Utah Jazz,116,Miami Heat,124,,0.0,
2021-02-26,8:00p,Los Angeles Clippers,119,Memphis Grizzlies,99,,2039.0,
2021-02-26,8:00p,Sacramento Kings,110,Detroit Pistons,107,,0.0,
2021-02-26,8:00p,Phoenix Suns,106,Chicago Bulls,97,,0.0,
2021-02-26,7:30p,Houston Rockets,111,Toronto Raptors,122,,0.0,
2021-02-26,7:30p,Indiana Pacers,112,Boston Celtics,118,,0.0,
2021-02-27,7:00p,Cleveland Cavaliers,112,Philadelphia 76ers,109,OT,0.0,
2021-02-27,7:00p,Minnesota Timberwolves,112,Washington Wizards,128,,0.0,
2021-02-27,8:00p,Indiana Pacers,107,New York Knicks,110,,1981.0,
2021-02-27,8:00p,Denver Nuggets,126,Oklahoma City Thunder,96,,0.0,
2021-02-27,8:00p,Utah Jazz,124,Orlando Magic,109,,4242.0,
2021-02-27,8:00p,New Orleans Pelicans,114,San Antonio Spurs,117,,0.0,
2021-02-27,8:30p,Dallas Mavericks,115,Brooklyn Nets,98,,684.0,
2021-02-28,9:00p,Phoenix Suns,118,Minnesota Timberwolves,99,,0.0,
2021-02-28,8:00p,Atlanta Hawks,99,Miami Heat,109,,0.0,
2021-02-28,8:00p,Golden State Warriors,91,Los Angeles Lakers,117,,0.0,
2021-02-28,10:00p,Charlotte Hornets,127,Sacramento Kings,126,,0.0,
2021-02-28,8:00p,New York Knicks,109,Detroit Pistons,90,,0.0,
2021-02-28,7:00p,Washington Wizards,110,Boston Celtics,111,,0.0,
2021-02-28,3:30p,Los Angeles Clippers,100,Milwaukee Bucks,105,,1800.0,
2021-02-28,8:00p,Memphis Grizzlies,133,Houston Rockets,84,,3284.0,
2021-03-01,9:00p,Cleveland Cavaliers,101,Houston Rockets,90,,3046.0,
2021-03-01,8:30p,Brooklyn Nets,124,San Antonio Spurs,113,OT,0.0,
2021-03-01,8:00p,Utah Jazz,124,New Orleans Pelicans,129,,2700.0,
2021-03-01,10:30p,Charlotte Hornets,111,Portland Trail Blazers,123,,0.0,
2021-03-01,7:00p,Indiana Pacers,114,Philadelphia 76ers,130,,0.0,
2021-03-01,7:00p,Dallas Mavericks,130,Orlando Magic,124,,3766.0,
2021-03-01,8:00p,Denver Nuggets,118,Chicago Bulls,112,,0.0,
2021-03-02,7:00p,Memphis Grizzlies,125,Washington Wizards,111,,0.0,
2021-03-02,7:30p,Los Angeles Clippers,112,Boston Celtics,117,,0.0,
2021-03-02,7:30p,Atlanta Hawks,94,Miami Heat,80,,0.0,
2021-03-02,8:30p,New York Knicks,93,San Antonio Spurs,119,,0.0,
2021-03-02,9:00p,Denver Nuggets,128,Milwaukee Bucks,97,,1800.0,
2021-03-02,10:00p,Phoenix Suns,114,Los Angeles Lakers,104,,0.0,
2021-03-03,8:00p,Atlanta Hawks,115,Orlando Magic,112,,3969.0,
2021-03-03,10:00p,Los Angeles Lakers,120,Sacramento Kings,123,,0.0,
2021-03-03,10:00p,Golden State Warriors,106,Portland Trail Blazers,108,,0.0,
2021-03-03,8:30p,Oklahoma City Thunder,78,Dallas Mavericks,87,,3508.0,
2021-03-03,8:00p,Chicago Bulls,128,New Orleans Pelicans,124,,2700.0,
2021-03-03,7:00p,Indiana Pacers,114,Cleveland Cavaliers,111,,2720.0,
2021-03-03,7:30p,Brooklyn Nets,132,Houston Rockets,114,,3615.0,
2021-03-03,7:00p,Detroit Pistons,129,Toronto Raptors,105,,0.0,
2021-03-03,7:00p,Utah Jazz,123,Philadelphia 76ers,131,OT,0.0,
2021-03-03,8:00p,Charlotte Hornets,135,Minnesota Timberwolves,102,,0.0,
2021-03-04,7:00p,Toronto Raptors,125,Boston Celtics,132,,0.0,
2021-03-04,7:00p,Los Angeles Clippers,117,Washington Wizards,119,,0.0,
2021-03-04,7:30p,Detroit Pistons,104,New York Knicks,114,,1981.0,
2021-03-04,8:00p,Denver Nuggets,113,Indiana Pacers,103,,0.0,
2021-03-04,8:00p,Milwaukee Bucks,112,Memphis Grizzlies,111,,1961.0,
2021-03-04,8:30p,Miami Heat,103,New Orleans Pelicans,93,,2700.0,
2021-03-04,9:00p,Oklahoma City Thunder,107,San Antonio Spurs,102,,1000.0,
2021-03-04,10:00p,Golden State Warriors,98,Phoenix Suns,120,,3233.0,
2021-03-04,10:00p,Sacramento Kings,119,Portland Trail Blazers,123,,0.0,
2021-03-10,8:30p,San Antonio Spurs,104,Dallas Mavericks,115,,3813.0,
2021-03-10,8:00p,Washington Wizards,112,Memphis Grizzlies,127,,1912.0,
2021-03-11,7:00p,Detroit Pistons,102,Charlotte Hornets,105,,0.0,
2021-03-11,7:30p,Boston Celtics,109,Brooklyn Nets,121,,1374.0,
2021-03-11,7:30p,Atlanta Hawks,121,Toronto Raptors,120,,0.0,
2021-03-11,8:00p,Philadelphia 76ers,127,Chicago Bulls,105,,0.0,
2021-03-11,8:00p,Orlando Magic,103,Miami Heat,111,,0.0,
2021-03-11,8:00p,New York Knicks,101,Milwaukee Bucks,134,,1800.0,
2021-03-11,8:00p,Minnesota Timberwolves,135,New Orleans Pelicans,105,,3700.0,
2021-03-11,9:00p,Dallas Mavericks,108,Oklahoma City Thunder,116,,0.0,
2021-03-11,10:00p,Golden State Warriors,104,Los Angeles Clippers,130,,0.0,
2021-03-11,10:00p,Phoenix Suns,127,Portland Trail Blazers,121,,0.0,
2021-03-11,10:00p,Houston Rockets,105,Sacramento Kings,125,,0.0,
2021-03-12,9:00p,Orlando Magic,77,San Antonio Spurs,104,,3241.0,
2021-03-12,10:00p,Houston Rockets,99,Utah Jazz,114,,5546.0,
2021-03-12,9:00p,Miami Heat,101,Chicago Bulls,90,,0.0,
2021-03-12,10:30p,Indiana Pacers,100,Los Angeles Lakers,105,,0.0,
2021-03-12,8:00p,Cleveland Cavaliers,82,New Orleans Pelicans,116,,3700.0,
2021-03-12,8:00p,Denver Nuggets,103,Memphis Grizzlies,102,,2160.0,
2021-03-12,8:00p,Philadelphia 76ers,127,Washington Wizards,101,,0.0,
2021-03-13,2:00p,New York Knicks,119,Oklahoma City Thunder,97,,0.0,
2021-03-13,7:00p,Detroit Pistons,95,Brooklyn Nets,100,,1364.0,
2021-03-13,7:00p,Toronto Raptors,104,Charlotte Hornets,114,,2861.0,
2021-03-13,7:00p,Milwaukee Bucks,125,Washington Wizards,119,,0.0,
2021-03-13,7:30p,Sacramento Kings,106,Atlanta Hawks,121,,2347.0,
2021-03-13,8:00p,Portland Trail Blazers,125,Minnesota Timberwolves,121,,0.0,
2021-03-13,10:00p,Dallas Mavericks,116,Denver Nuggets,103,,0.0,
2021-03-13,10:00p,Indiana Pacers,122,Phoenix Suns,111,,3166.0,
2021-03-14,9:00p,Los Angeles Clippers,115,New Orleans Pelicans,135,,3700.0,
2021-03-14,9:00p,Toronto Raptors,95,Chicago Bulls,118,,0.0,
2021-03-14,8:00p,Boston Celtics,134,Houston Rockets,107,,3264.0,
2021-03-14,7:30p,Cleveland Cavaliers,82,Atlanta Hawks,100,,2322.0,
2021-03-14,8:00p,Portland Trail Blazers,112,Minnesota Timberwolves,114,,0.0,
2021-03-14,6:30p,San Antonio Spurs,99,Philadelphia 76ers,134,,3071.0,
2021-03-14,4:00p,Utah Jazz,119,Golden State Warriors,131,,0.0,
2021-03-14,2:00p,Memphis Grizzlies,122,Oklahoma City Thunder,128,,0.0,
2021-03-14,7:00p,Miami Heat,102,Orlando Magic,97,,3264.0,
2021-03-15,10:30p,Los Angeles Lakers,128,Golden State Warriors,97,,0.0,
2021-03-15,10:00p,Memphis Grizzlies,99,Phoenix Suns,122,,3188.0,
2021-03-15,9:00p,Los Angeles Clippers,109,Dallas Mavericks,99,,3945.0,
2021-03-15,10:00p,Indiana Pacers,106,Denver Nuggets,121,,0.0,
2021-03-15,8:00p,New York Knicks,112,Brooklyn Nets,117,,1637.0,
2021-03-15,7:00p,Milwaukee Bucks,133,Washington Wizards,122,,0.0,
2021-03-15,7:00p,Sacramento Kings,116,Charlotte Hornets,122,,2861.0,
2021-03-15,8:00p,San Antonio Spurs,109,Detroit Pistons,99,,0.0,
2021-03-16,10:30p,Minnesota Timberwolves,121,Los Angeles Lakers,137,,0.0,
2021-03-16,7:30p,Utah Jazz,117,Boston Celtics,109,,0.0,
2021-03-16,8:00p,Oklahoma City Thunder,102,Chicago Bulls,123,,0.0,
2021-03-16,8:00p,Atlanta Hawks,119,Houston Rockets,107,,3069.0,
2021-03-16,8:00p,Cleveland Cavaliers,98,Miami Heat,113,,0.0,
2021-03-16,8:00p,New York Knicks,96,Philadelphia 76ers,99,,3071.0,
2021-03-16,10:00p,New Orleans Pelicans,124,Portland Trail Blazers,125,,0.0,
2021-03-17,9:00p,Charlotte Hornets,104,Denver Nuggets,129,,0.0,
2021-03-17,8:00p,Golden State Warriors,108,Houston Rockets,94,,3259.0,
2021-03-17,9:30p,Los Angeles Clippers,89,Dallas Mavericks,105,,3975.0,
2021-03-17,9:00p,Miami Heat,85,Memphis Grizzlies,89,,2217.0,
2021-03-17,8:00p,Boston Celtics,110,Cleveland Cavaliers,117,,4100.0,
2021-03-17,7:00p,Toronto Raptors,112,Detroit Pistons,116,,750.0,
2021-03-17,7:00p,Sacramento Kings,121,Washington Wizards,119,,0.0,
2021-03-17,7:00p,Brooklyn Nets,124,Indiana Pacers,115,,0.0,
2021-03-17,8:00p,San Antonio Spurs,106,Chicago Bulls,99,,0.0,
2021-03-17,7:00p,Milwaukee Bucks,109,Philadelphia 76ers,105,OT,3071.0,
2021-03-18,7:00p,Utah Jazz,122,Washington Wizards,131,,0.0,
2021-03-18,7:30p,Oklahoma City Thunder,93,Atlanta Hawks,116,,2621.0,
2021-03-18,7:30p,Orlando Magic,93,New York Knicks,94,,1531.0,
2021-03-18,10:00p,Minnesota Timberwolves,123,Phoenix Suns,119,,3172.0,
2021-03-18,10:00p,New Orleans Pelicans,93,Portland Trail Blazers,101,,0.0,
2021-03-18,10:30p,Charlotte Hornets,105,Los Angeles Lakers,116,,0.0,
2021-03-19,8:00p,Brooklyn Nets,113,Orlando Magic,121,,3665.0,
2021-03-19,10:00p,Dallas Mavericks,119,Portland Trail Blazers,125,,0.0,
2021-03-19,10:00p,Minnesota Timberwolves,101,Phoenix Suns,113,,3124.0,
2021-03-19,9:00p,Chicago Bulls,127,Denver Nuggets,131,OT,0.0,
2021-03-19,8:00p,Utah Jazz,115,Toronto Raptors,112,,0.0,
2021-03-19,8:00p,Detroit Pistons,113,Houston Rockets,100,,3061.0,
2021-03-19,8:00p,Indiana Pacers,137,Miami Heat,110,,0.0,
2021-03-19,8:00p,Golden State Warriors,116,Memphis Grizzlies,103,,2716.0,
2021-03-19,7:30p,San Antonio Spurs,116,Cleveland Cavaliers,110,,0.0,
2021-03-19,7:30p,Sacramento Kings,107,Boston Celtics,96,,0.0,
2021-03-20,10:00p,Charlotte Hornets,98,Los Angeles Clippers,125,,0.0,
2021-03-20,9:00p,San Antonio Spurs,113,Milwaukee Bucks,120,,3280.0,
2021-03-20,3:30p,Atlanta Hawks,99,Los Angeles Lakers,94,,0.0,
2021-03-20,8:00p,Golden State Warriors,103,Memphis Grizzlies,111,,0.0,
2021-03-20,8:00p,Sacramento Kings,105,Philadelphia 76ers,129,,3071.0,
2021-03-21,7:00p,Chicago Bulls,100,Detroit Pistons,86,,750.0,
2021-03-21,10:00p,Los Angeles Lakers,94,Phoenix Suns,111,,3190.0,
2021-03-21,8:00p,Philadelphia 76ers,101,New York Knicks,100,OT,1981.0,
2021-03-21,7:00p,Toronto Raptors,105,Cleveland Cavaliers,116,,0.0,
2021-03-21,10:00p,Dallas Mavericks,132,Portland Trail Blazers,92,,0.0,
2021-03-21,3:30p,Orlando Magic,96,Boston Celtics,112,,0.0,
2021-03-21,3:00p,New Orleans Pelicans,113,Denver Nuggets,108,,0.0,
2021-03-21,2:00p,Oklahoma City Thunder,114,Houston Rockets,112,,3297.0,
2021-03-21,1:00p,Indiana Pacers,109,Miami Heat,106,OT,0.0,
2021-03-21,7:00p,Washington Wizards,106,Brooklyn Nets,113,,1773.0,
2021-03-22,10:00p,Atlanta Hawks,110,Los Angeles Clippers,119,,0.0,
2021-03-22,9:00p,Indiana Pacers,113,Milwaukee Bucks,140,,3280.0,
2021-03-22,9:00p,Boston Celtics,126,Memphis Grizzlies,132,OT,2319.0,
2021-03-22,9:00p,Toronto Raptors,99,Houston Rockets,117,,2965.0,
2021-03-22,8:00p,Oklahoma City Thunder,112,Minnesota Timberwolves,103,,0.0,
2021-03-22,8:30p,Charlotte Hornets,100,San Antonio Spurs,97,,3222.0,
2021-03-22,7:30p,Sacramento Kings,119,Cleveland Cavaliers,105,,4100.0,
2021-03-22,9:00p,Utah Jazz,120,Chicago Bulls,95,,0.0,
2021-03-23,7:00p,Denver Nuggets,110,Orlando Magic,99,,3485.0,
2021-03-23,7:30p,Los Angeles Lakers,111,New Orleans Pelicans,128,,3700.0,
2021-03-23,7:30p,Washington Wizards,113,New York Knicks,131,,1589.0,
2021-03-23,8:00p,Phoenix Suns,110,Miami Heat,100,,0.0,
2021-03-23,10:00p,Philadelphia 76ers,108,Golden State Warriors,98,,0.0,
2021-03-23,10:00p,Brooklyn Nets,116,Portland Trail Blazers,112,,,
2021-03-24,10:00p,Brooklyn Nets,88,Utah Jazz,118,,5546.0,
2021-03-24,10:00p,Atlanta Hawks,108,Sacramento Kings,110,,0.0,
2021-03-24,8:30p,Los Angeles Clippers,134,San Antonio Spurs,101,,3224.0,
2021-03-24,8:00p,Phoenix Suns,111,Orlando Magic,112,,3891.0,
2021-03-24,8:00p,Memphis Grizzlies,116,Oklahoma City Thunder,107,,0.0,
2021-03-24,8:00p,Dallas Mavericks,128,Minnesota Timberwolves,108,,0.0,
2021-03-24,8:00p,Cleveland Cavaliers,103,Chicago Bulls,94,,0.0,
2021-03-24,7:30p,Denver Nuggets,111,Toronto Raptors,135,,1578.0,
2021-03-24,7:30p,Boston Celtics,119,Milwaukee Bucks,121,,3280.0,
2021-03-24,7:00p,Detroit Pistons,111,Indiana Pacers,116,,0.0,
2021-03-24,8:00p,Charlotte Hornets,122,Houston Rockets,97,,3163.0,
2021-03-25,7:30p,Portland Trail Blazers,125,Miami Heat,122,,0.0,
2021-03-25,7:30p,Washington Wizards,102,New York Knicks,106,,1817.0,
2021-03-25,8:30p,Los Angeles Clippers,98,San Antonio Spurs,85,,3225.0,
2021-03-25,10:00p,Philadelphia 76ers,109,Los Angeles Lakers,101,,0.0,
2021-03-25,10:00p,Golden State Warriors,119,Sacramento Kings,141,,0.0,
2021-03-26,8:00p,Portland Trail Blazers,112,Orlando Magic,105,,3827.0,
2021-03-26,10:00p,Atlanta Hawks,124,Golden State Warriors,108,,0.0,
2021-03-26,9:00p,Memphis Grizzlies,114,Utah Jazz,117,,5546.0,
2021-03-26,8:30p,Indiana Pacers,109,Dallas Mavericks,94,,4132.0,
2021-03-26,10:30p,Cleveland Cavaliers,86,Los Angeles Lakers,100,,0.0,
2021-03-26,8:00p,Denver Nuggets,113,New Orleans Pelicans,108,,3700.0,
2021-03-26,8:00p,Miami Heat,105,Charlotte Hornets,110,,4215.0,
2021-03-26,7:30p,Phoenix Suns,104,Toronto Raptors,100,,0.0,
2021-03-26,7:30p,Boston Celtics,122,Milwaukee Bucks,114,,3280.0,
2021-03-26,7:00p,Brooklyn Nets,113,Detroit Pistons,111,,750.0,
2021-03-26,8:00p,Houston Rockets,101,Minnesota Timberwolves,107,,0.0,
2021-03-27,10:00p,Cleveland Cavaliers,98,Sacramento Kings,100,,0.0,
2021-03-27,10:00p,Philadelphia 76ers,112,Los Angeles Clippers,122,,0.0,
