Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF/C,Giannis Antetokounmpo (20464216),Giannis Antetokounmpo,20464216,PF/C/F/UTIL,11800,MIA@MIL 12/04/2021 08:00PM ET,MIL,56.90
PG,Luka Doncic (20464220),Luka Doncic,20464220,PG/G/UTIL,11500,MEM@DAL 12/04/2021 08:30PM ET,DAL,51.90
PG,Stephen Curry (20464223),Stephen Curry,20464223,PG/G/UTIL,11400,SAS@GSW 12/04/2021 08:30PM ET,GSW,50.55
SF/PF,Kevin Durant (20464226),Kevin Durant,20464226,SF/PF/F/UTIL,11300,CHI@BKN 12/04/2021 08:00PM ET,BKN,49.05
PG,James Harden (20464230),James Harden,20464230,PG/G/UTIL,11200,CHI@BKN 12/04/2021 08:00PM ET,BKN,49.43
SF/PF,Paul George (20464233),Paul George,20464233,SF/PF/F/UTIL,10200,LAC@SAC 12/04/2021 10:00PM ET,LAC,46.62
PG,Dejounte Murray (20464237),Dejounte Murray,20464237,PG/G/UTIL,10100,SAS@GSW 12/04/2021 08:30PM ET,SAS,47.42
PF,Kawhi Leonard (20464240),Kawhi Leonard,20464240,PF/F/UTIL,10000,LAC@SAC 12/04/2021 10:00PM ET,LAC,0
PG,Damian Lillard (20464243),Damian Lillard,20464243,PG/G/UTIL,9900,BOS@POR 12/04/2021 10:00PM ET,POR,40.71
SF/PF,Jayson Tatum (20464246),Jayson Tatum,20464246,SF/PF/F/UTIL,9800,BOS@POR 12/04/2021 10:00PM ET,BOS,45.36
PG,Ja Morant (20464250),Ja Morant,20464250,PG/G/UTIL,9600,MEM@DAL 12/04/2021 08:30PM ET,MEM,44.5
C,Nikola Vucevic (20464253),Nikola Vucevic,20464253,C/UTIL,9400,CHI@BKN 12/04/2021 08:00PM ET,CHI,39.95
SF,Jimmy Butler (20464255),Jimmy Butler,20464255,SF/F/UTIL,9200,MIA@MIL 12/04/2021 08:00PM ET,MIA,43.28
PF,DeMar DeRozan (20464258),DeMar DeRozan,20464258,PF/F/UTIL,9100,CHI@BKN 12/04/2021 08:00PM ET,CHI,41.18
PG/SG,CJ McCollum (20464261),CJ McCollum,20464261,PG/SG/G/UTIL,9000,BOS@POR 12/04/2021 10:00PM ET,POR,36.65
SG/SF,Zach LaVine (20464265),Zach LaVine,20464265,SG/SF/F/G/UTIL,8900,CHI@BKN 12/04/2021 08:00PM ET,CHI,39.49
SG/SF,Jaylen Brown (20464270),Jaylen Brown,20464270,SG/SF/F/G/UTIL,8800,BOS@POR 12/04/2021 10:00PM ET,BOS,34.35
C,Bam Adebayo (20464275),Bam Adebayo,20464275,C/UTIL,8600,MIA@MIL 12/04/2021 08:00PM ET,MIA,38.35
PG,Kyrie Irving (20464277),Kyrie Irving,20464277,PG/G/UTIL,8300,CHI@BKN 12/04/2021 08:00PM ET,BKN,0
PG,De'Aaron Fox (20464280),De'Aaron Fox,20464280,PG/G/UTIL,8200,LAC@SAC 12/04/2021 10:00PM ET,SAC,35.73
PF,Kristaps Porzingis (20464283),Kristaps Porzingis,20464283,PF/F/UTIL,8100,MEM@DAL 12/04/2021 08:30PM ET,DAL,38.27
PG,Kyle Lowry (20464286),Kyle Lowry,20464286,PG/G/UTIL,7800,MIA@MIL 12/04/2021 08:00PM ET,MIA,32.96
PG,Jrue Holiday (20464289),Jrue Holiday,20464289,PG/G/UTIL,7700,MIA@MIL 12/04/2021 08:00PM ET,MIL,33.46
PF/C,Jaren Jackson Jr. (20464292),Jaren Jackson Jr.,20464292,PF/C/F/UTIL,7600,MEM@DAL 12/04/2021 08:30PM ET,MEM,30.69
SG/SF,Khris Middleton (20464296),Khris Middleton,20464296,SG/SF/F/G/UTIL,7500,MIA@MIL 12/04/2021 08:00PM ET,MIL,33.85
PG/SG,Tyler Herro (20464301),Tyler Herro,20464301,PG/SG/G/UTIL,7400,MIA@MIL 12/04/2021 08:00PM ET,MIA,35.19
C,Jusuf Nurkic (20464305),Jusuf Nurkic,20464305,C/UTIL,7300,BOS@POR 12/04/2021 10:00PM ET,POR,32.28
PG,Lonzo Ball (20464307),Lonzo Ball,20464307,PG/G/UTIL,7200,CHI@BKN 12/04/2021 08:00PM ET,CHI,31.82
PF/C,Bobby Portis (20464310),Bobby Portis,20464310,PF/C/F/UTIL,7100,MIA@MIL 12/04/2021 08:00PM ET,MIL,31.44
PF/C,Draymond Green (20464314),Draymond Green,20464314,PF/C/F/UTIL,7000,SAS@GSW 12/04/2021 08:30PM ET,GSW,33.19
SF,Dillon Brooks (20464318),Dillon Brooks,20464318,SF/F/UTIL,6900,MEM@DAL 12/04/2021 08:30PM ET,MEM,28.06
PF/C,Al Horford (20464321),Al Horford,20464321,PF/C/F/UTIL,6800,BOS@POR 12/04/2021 10:00PM ET,BOS,33.92
SG/SF,Andrew Wiggins (20464325),Andrew Wiggins,20464325,SG/SF/F/G/UTIL,6700,SAS@GSW 12/04/2021 08:30PM ET,GSW,29.49
PG/SG,Derrick White (20464330),Derrick White,20464330,PG/SG/G/UTIL,6600,SAS@GSW 12/04/2021 08:30PM ET,SAS,28.75
PG,Reggie Jackson (20464334),Reggie Jackson,20464334,PG/G/UTIL,6600,LAC@SAC 12/04/2021 10:00PM ET,LAC,29.82
