,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
0,PF/C,Giannis Antetokounmpo (20239095),Giannis Antetokounmpo,20239095,PF/C/F/UTIL,12300,OKC@MIL 11/19/2021 08:00PM ET,MIL,56.07
1,C,Nikola Jokic (20239099),Nikola Jokic,20239099,C/UTIL,12000,CHI@DEN 11/19/2021 09:00PM ET,DEN,58.04
2,PG/SF,Luka Doncic (20239101),Luka Doncic,20239101,PG/SF/F/G/UTIL,11900,DAL@PHX 11/19/2021 10:00PM ET,DAL,51.35
3,PG,Stephen Curry (20239106),Stephen Curry,20239106,PG/G/UTIL,11500,GSW@DET 11/19/2021 07:00PM ET,GSW,53.67
4,SF/PF,Kevin Durant (20239109),Kevin Durant,20239109,SF/PF/F/UTIL,11400,ORL@BKN 11/19/2021 07:30PM ET,BKN,47.97
5,PG,James Harden (20239113),James Harden,20239113,PG/G/UTIL,11200,ORL@BKN 11/19/2021 07:30PM ET,BKN,47.11
6,SF/PF,LeBron James (20239116),LeBron James,20239116,SF/PF/F/UTIL,10800,LAL@BOS 11/19/2021 07:30PM ET,LAL,48.38
7,PF/C,Anthony Davis (20239120),Anthony Davis,20239120,PF/C/F/UTIL,10700,LAL@BOS 11/19/2021 07:30PM ET,LAL,47.89
8,PG,Russell Westbrook (20239124),Russell Westbrook,20239124,PG/G/UTIL,10500,LAL@BOS 11/19/2021 07:30PM ET,LAL,45.42
9,PG/SG,LaMelo Ball (20239127),LaMelo Ball,20239127,PG/SG/G/UTIL,10400,IND@CHA 11/19/2021 07:00PM ET,CHA,44.64
10,SG/SF,Paul George (20239131),Paul George,20239131,SG/SF/F/G/UTIL,10300,LAC@NOP 11/19/2021 08:00PM ET,LAC,49.47
11,SF/PF,Jayson Tatum (20239136),Jayson Tatum,20239136,SF/PF/F/UTIL,10100,LAL@BOS 11/19/2021 07:30PM ET,BOS,44.15
12,C,Zion Williamson (20239140),Zion Williamson,20239140,C/UTIL,10000,LAC@NOP 11/19/2021 08:00PM ET,NOP,0.0
13,PF,Kawhi Leonard (20239142),Kawhi Leonard,20239142,PF/F/UTIL,9900,LAC@NOP 11/19/2021 08:00PM ET,LAC,0.0
14,SG/SF,Jaylen Brown (20239145),Jaylen Brown,20239145,SG/SF/F/G/UTIL,9600,LAL@BOS 11/19/2021 07:30PM ET,BOS,40.53
15,C,Jonas Valanciunas (20239150),Jonas Valanciunas,20239150,C/UTIL,9300,LAC@NOP 11/19/2021 08:00PM ET,NOP,42.69
16,C,Nikola Vucevic (20239152),Nikola Vucevic,20239152,C/UTIL,9100,CHI@DEN 11/19/2021 09:00PM ET,CHI,38.64
