,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
53,PF,Marvin Bagley III (20399516),Marvin Bagley III,20399516,PF/F/UTIL,4400,LAL@SAC 11/30/2021 10:00PM ET,SAC,13.94
54,SF/PF,Kyle Anderson (20399510),Kyle Anderson,20399510,SF/PF/F/UTIL,4400,MEM@TOR 11/30/2021 07:30PM ET,MEM,20.71
55,C,Precious Achiuwa (20399514),Precious Achiuwa,20399514,C/UTIL,4400,MEM@TOR 11/30/2021 07:30PM ET,TOR,22.75
56,SF/PF,Otto Porter Jr. (20399501),Otto Porter Jr.,20399501,SF/PF/F/UTIL,4400,GSW@PHX 11/30/2021 10:00PM ET,GSW,17.92
57,PG/SG,Derrick Rose (20399519),Derrick Rose,20399519,PG/SG/G/UTIL,4300,NYK@BKN 11/30/2021 07:30PM ET,NYK,23.84
58,SF,DeAndre' Bembry (20399529),DeAndre' Bembry,20399529,SF/F/UTIL,4300,NYK@BKN 11/30/2021 07:30PM ET,BKN,13.93
59,C,Steven Adams (20399523),Steven Adams,20399523,C/UTIL,4300,MEM@TOR 11/30/2021 07:30PM ET,MEM,23.28
60,PF/C,Chris Boucher (20399525),Chris Boucher,20399525,PF/C/F/UTIL,4300,MEM@TOR 11/30/2021 07:30PM ET,TOR,14.18
61,C,Kevon Looney (20399532),Kevon Looney,20399532,C/UTIL,4300,GSW@PHX 11/30/2021 10:00PM ET,GSW,17.8
62,C,Mitchell Robinson (20399546),Mitchell Robinson,20399546,C/UTIL,4200,NYK@BKN 11/30/2021 07:30PM ET,NYK,21.6
63,SG,Malik Monk (20399543),Malik Monk,20399543,SG/G/UTIL,4200,LAL@SAC 11/30/2021 10:00PM ET,LAL,17.75
64,C,Khem Birch (20399534),Khem Birch,20399534,C/UTIL,4200,MEM@TOR 11/30/2021 07:30PM ET,TOR,18.65
65,C,James Wiseman (20399536),James Wiseman,20399536,C/UTIL,4200,GSW@PHX 11/30/2021 10:00PM ET,GSW,0.0
66,C,JaVale McGee (20399538),JaVale McGee,20399538,C/UTIL,4200,GSW@PHX 11/30/2021 10:00PM ET,PHX,22.26
67,PG,Killian Hayes (20399540),Killian Hayes,20399540,PG/G/UTIL,4200,DET@POR 11/30/2021 10:00PM ET,DET,19.0
68,PF,Chimezie Metu (20399548),Chimezie Metu,20399548,PF/F/UTIL,4100,LAL@SAC 11/30/2021 10:00PM ET,SAC,20.95
69,PG,Cory Joseph (20399551),Cory Joseph,20399551,PG/G/UTIL,4100,DET@POR 11/30/2021 10:00PM ET,DET,15.76
70,PF/C,Blake Griffin (20399554),Blake Griffin,20399554,PF/C/F/UTIL,4000,NYK@BKN 11/30/2021 07:30PM ET,BKN,16.97
71,PG/SG,Anfernee Simons (20399558),Anfernee Simons,20399558,PG/SG/G/UTIL,4000,DET@POR 11/30/2021 10:00PM ET,POR,20.75
72,PF/C,Trey Lyles (20399562),Trey Lyles,20399562,PF/C/F/UTIL,4000,DET@POR 11/30/2021 10:00PM ET,DET,15.52
73,PG,Davion Mitchell (20399570),Davion Mitchell,20399570,PG/G/UTIL,3900,LAL@SAC 11/30/2021 10:00PM ET,SAC,19.58
74,C,Alex Len (20399579),Alex Len,20399579,C/UTIL,3900,LAL@SAC 11/30/2021 10:00PM ET,SAC,15.6
75,PF,Jae Crowder (20399573),Jae Crowder,20399573,PF/F/UTIL,3900,GSW@PHX 11/30/2021 10:00PM ET,PHX,20.71
76,PF/C,Robert Covington (20399566),Robert Covington,20399566,PF/C/F/UTIL,3900,DET@POR 11/30/2021 10:00PM ET,POR,18.51
77,SG,Frank Jackson (20399576),Frank Jackson,20399576,SG/G/UTIL,3900,DET@POR 11/30/2021 10:00PM ET,DET,14.64
78,SG/SF,Bruce Brown (20399590),Bruce Brown,20399590,SG/SF/F/G/UTIL,3800,NYK@BKN 11/30/2021 07:30PM ET,BKN,17.48
79,SG,Kendrick Nunn (20399595),Kendrick Nunn,20399595,SG/G/UTIL,3800,LAL@SAC 11/30/2021 10:00PM ET,LAL,0.0
80,C,Tristan Thompson (20399598),Tristan Thompson,20399598,C/UTIL,3800,LAL@SAC 11/30/2021 10:00PM ET,SAC,14.67
81,SG/SF,Svi Mykhailiuk (20399585),Svi Mykhailiuk,20399585,SG/SF/F/G/UTIL,3800,MEM@TOR 11/30/2021 07:30PM ET,TOR,14.12
82,PG/SG,Cameron Payne (20399581),Cameron Payne,20399581,PG/SG/G/UTIL,3800,GSW@PHX 11/30/2021 10:00PM ET,PHX,18.8
83,C,DeAndre Jordan (20399608),DeAndre Jordan,20399608,C/UTIL,3700,LAL@SAC 11/30/2021 10:00PM ET,LAL,15.55
84,SG/SF,Terence Davis (20399610),Terence Davis,20399610,SG/SF/F/G/UTIL,3700,LAL@SAC 11/30/2021 10:00PM ET,SAC,10.79
85,PF/C,Brandon Clarke (20399600),Brandon Clarke,20399600,PF/C/F/UTIL,3700,MEM@TOR 11/30/2021 07:30PM ET,MEM,17.32
86,PF/C,Larry Nance Jr. (20399604),Larry Nance Jr.,20399604,PF/C/F/UTIL,3700,DET@POR 11/30/2021 10:00PM ET,POR,16.94
87,PG/SF,John Konchar (20399615),John Konchar,20399615,PG/SF/F/G/UTIL,3600,MEM@TOR 11/30/2021 07:30PM ET,MEM,11.18
88,SG/SF,Hamidou Diallo (20399620),Hamidou Diallo,20399620,SG/SF/F/G/UTIL,3600,DET@POR 11/30/2021 10:00PM ET,DET,13.23
89,PF,Juan Toscano-Anderson (20399629),Juan Toscano-Anderson,20399629,PF/F/UTIL,3500,GSW@PHX 11/30/2021 10:00PM ET,GSW,12.9
90,SF/PF,Nassir Little (20399625),Nassir Little,20399625,SF/PF/F/UTIL,3500,DET@POR 11/30/2021 10:00PM ET,POR,18.95
91,SF/PF,Obi Toppin (20399636),Obi Toppin,20399636,SF/PF/F/UTIL,3400,NYK@BKN 11/30/2021 07:30PM ET,NYK,16.05
92,PF,James Johnson (20399640),James Johnson,20399640,PF/F/UTIL,3400,NYK@BKN 11/30/2021 07:30PM ET,BKN,11.67
93,SG,Avery Bradley (20399643),Avery Bradley,20399643,SG/G/UTIL,3400,LAL@SAC 11/30/2021 10:00PM ET,LAL,11.25
94,SF/PF,Cameron Johnson (20399632),Cameron Johnson,20399632,SF/PF/F/UTIL,3400,GSW@PHX 11/30/2021 10:00PM ET,PHX,16.56
95,PG/SG,Gary Payton II (20399646),Gary Payton II,20399646,PG/SG/G/UTIL,3300,GSW@PHX 11/30/2021 10:00PM ET,GSW,14.43
96,PF,Josh Jackson (20399650),Josh Jackson,20399650,PF/F/UTIL,3300,DET@POR 11/30/2021 10:00PM ET,DET,16.39
97,PG/SG,Cameron Thomas (20399653),Cameron Thomas,20399653,PG/SG/G/UTIL,3200,NYK@BKN 11/30/2021 07:30PM ET,BKN,5.86
98,PG/SG,Goran Dragic (20399657),Goran Dragic,20399657,PG/SG/G/UTIL,3200,MEM@TOR 11/30/2021 07:30PM ET,TOR,16.9
99,SG/SF,Ziaire Williams (20399661),Ziaire Williams,20399661,SG/SF/F/G/UTIL,3200,MEM@TOR 11/30/2021 07:30PM ET,MEM,9.67
100,C,Dwight Howard (20399666),Dwight Howard,20399666,C/UTIL,3100,LAL@SAC 11/30/2021 10:00PM ET,LAL,13.96
101,PG/SG,Malachi Flynn (20399668),Malachi Flynn,20399668,PG/SG/G/UTIL,3100,MEM@TOR 11/30/2021 07:30PM ET,TOR,6.78
102,SG/SF,Landry Shamet (20399677),Landry Shamet,20399677,SG/SF/F/G/UTIL,3100,GSW@PHX 11/30/2021 10:00PM ET,PHX,14.0
103,SG/SF,Tony Snell (20399672),Tony Snell,20399672,SG/SF/F/G/UTIL,3100,DET@POR 11/30/2021 10:00PM ET,POR,4.0
104,SG,Dwayne Bacon (20399682),Dwayne Bacon,20399682,SG/G/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,NYK,0.0
105,C,Day'Ron Sharpe (20399693),Day'Ron Sharpe,20399693,C/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,BKN,5.97
106,C,Nikola Milutinov (20399695),Nikola Milutinov,20399695,C/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,BKN,0.0
107,C,Nicolas Claxton (20399697),Nicolas Claxton,20399697,C/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,BKN,16.12
108,C,Jericho Sims (20399711),Jericho Sims,20399711,C/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,NYK,4.44
109,SF/PF,Aamir Simms (20399743),Aamir Simms,20399743,SF/PF/F/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,NYK,0.0
110,PF/C,Taj Gibson (20399763),Taj Gibson,20399763,PF/C/F/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,NYK,14.22
111,PG/SG,Brandon Rachal (20399783),Brandon Rachal,20399783,PG/SG/G/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,BKN,0.0
112,PG/SG,M.J. Walker (20399811),M.J. Walker,20399811,PG/SG/G/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,NYK,0.0
113,SG/SF,Wayne Selden Jr. (20399841),Wayne Selden Jr.,20399841,SG/SF/F/G/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,NYK,0.0
114,PG,Bryce Brown (20399866),Bryce Brown,20399866,PG/G/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,BKN,0.0
115,PG,Jevon Carter (20399869),Jevon Carter,20399869,PG/G/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,BKN,8.69
116,PG,Josh Gray (20399872),Josh Gray,20399872,PG/G/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,BKN,0.0
117,PG,Marcus Zegarowski (20399875),Marcus Zegarowski,20399875,PG/G/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,BKN,0.0
118,PG,Edmond Sumner (20399878),Edmond Sumner,20399878,PG/G/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,BKN,0.0
119,PG,Brandon Goodwin (20399896),Brandon Goodwin,20399896,PG/G/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,NYK,0.0
120,PG,Miles McBride (20399899),Miles McBride,20399899,PG/G/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,NYK,1.46
121,PG,Rokas Jokubaitis (20399902),Rokas Jokubaitis,20399902,PG/G/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,NYK,0.0
122,PG,Luca Vildoza (20399905),Luca Vildoza,20399905,PG/G/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,NYK,0.0
123,PF,Paul Millsap (20399941),Paul Millsap,20399941,PF/F/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,BKN,9.05
124,PF,RaiQuan Gray (20399944),RaiQuan Gray,20399944,PF/F/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,BKN,0.0
125,PF,Luka Samanic (20399962),Luka Samanic,20399962,PF/F/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,NYK,0.0
126,PF,Kevin Knox II (20399965),Kevin Knox II,20399965,PF/F/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,NYK,1.5
127,SG,Elijah Millsap (20399989),Elijah Millsap,20399989,SG/G/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,BKN,0.0
128,SG,Jordan Bowden (20399992),Jordan Bowden,20399992,SG/G/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,BKN,0.0
129,SG,Brandon Knight (20400007),Brandon Knight,20400007,SG/G/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,NYK,0.0
130,SG,Quentin Grimes (20400010),Quentin Grimes,20400010,SG/G/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,NYK,3.75
131,SG,Myles Powell (20400013),Myles Powell,20400013,SG/G/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,NYK,0.0
132,SF,Kessler Edwards (20400040),Kessler Edwards,20400040,SF/F/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,BKN,6.12
133,SF,Aaron Sims (20400055),Aaron Sims,20400055,SF/F/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,NYK,0.0
134,PG/SF,David Duke Jr. (20400082),David Duke Jr.,20400082,PG/SF/F/G/UTIL,3000,NYK@BKN 11/30/2021 07:30PM ET,BKN,0.0
135,PG,Frank Mason III (20399690),Frank Mason III,20399690,PG/G/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,LAL,0.0
136,C,Damian Jones (20399701),Damian Jones,20399701,C/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,SAC,8.47
137,C,Neemias Queta (20399703),Neemias Queta,20399703,C/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,SAC,0.0
138,C,Jay Huff (20399713),Jay Huff,20399713,C/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,LAL,4.0
139,SF/PF,Louis King (20399727),Louis King,20399727,SF/PF/F/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,SAC,22.5
140,SF/PF,Moe Harkless (20399731),Moe Harkless,20399731,SF/PF/F/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,SAC,10.61
141,PG/SG,Ade Murkey (20399795),Ade Murkey,20399795,PG/SG/G/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,SAC,0.0
142,PG/SG,Matt Coleman III (20399799),Matt Coleman III,20399799,PG/SG/G/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,SAC,0.0
143,PG/SG,DJ Steward (20399803),DJ Steward,20399803,PG/SG/G/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,SAC,0.0
144,PG/SG,Jahmi'us Ramsey (20399807),Jahmi'us Ramsey,20399807,PG/SG/G/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,SAC,3.08
145,PG/SG,Trevelin Queen (20399815),Trevelin Queen,20399815,PG/SG/G/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,LAL,0.0
146,PG/SG,Mac McClung (20399819),Mac McClung,20399819,PG/SG/G/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,LAL,0.0
147,PG/SG,Austin Reaves (20399823),Austin Reaves,20399823,PG/SG/G/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,LAL,10.18
148,SG/SF,Robert Woodard II (20399831),Robert Woodard II,20399831,SG/SF/F/G/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,SAC,0.0
149,SG/SF,Wayne Ellington (20399851),Wayne Ellington,20399851,SG/SF/F/G/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,LAL,10.84
150,PG,Rajon Rondo (20399938),Rajon Rondo,20399938,PG/G/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,LAL,13.23
151,PF,Emanuel Terry (20399953),Emanuel Terry,20399953,PF/F/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,SAC,0.0
152,PF,Kostas Antetokounmpo (20399968),Kostas Antetokounmpo,20399968,PF/F/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,LAL,0.0
153,PF,Trevor Ariza (20399971),Trevor Ariza,20399971,PF/F/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,LAL,0.0
154,SG,Chaundee Brown Jr. (20400025),Chaundee Brown Jr.,20400025,SG/G/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,LAL,0.0
155,SF,Kent Bazemore (20400061),Kent Bazemore,20400061,SF/F/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,LAL,11.34
156,SF,Alfonzo McKinnie (20400064),Alfonzo McKinnie,20400064,SF/F/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,LAL,0.0
157,SF,Cameron Oliver (20400067),Cameron Oliver,20400067,SF/F/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,LAL,0.0
158,SF,Sekou Doumbouya (20400070),Sekou Doumbouya,20400070,SF/F/UTIL,3000,LAL@SAC 11/30/2021 10:00PM ET,LAL,15.5
159,C,Marc Gasol (20399688),Marc Gasol,20399688,C/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,MEM,0.0
160,C,Aron Baynes (20399699),Aron Baynes,20399699,C/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,TOR,0.0
161,SF/PF,Justin Champagnie (20399719),Justin Champagnie,20399719,SF/PF/F/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,TOR,2.67
162,SF/PF,Freddie Gillespie (20399723),Freddie Gillespie,20399723,SF/PF/F/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,TOR,0.0
163,SF/PF,Romeo Weems (20399747),Romeo Weems,20399747,SF/PF/F/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,MEM,0.0
164,SF/PF,Matthew Hurt (20399751),Matthew Hurt,20399751,SF/PF/F/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,MEM,0.0
165,PF/C,Santi Aldama (20399767),Santi Aldama,20399767,PF/C/F/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,MEM,7.42
166,PF/C,Xavier Tillman (20399771),Xavier Tillman,20399771,PF/C/F/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,MEM,11.71
167,PF/C,Killian Tillie (20399775),Killian Tillie,20399775,PF/C/F/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,MEM,6.36
168,PG/SG,Ashton Hagans (20399787),Ashton Hagans,20399787,PG/SG/G/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,TOR,0.0
169,PG/SG,David Johnson (20399791),David Johnson,20399791,PG/SG/G/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,TOR,0.0
170,SG/SF,Jarrett Culver (20399846),Jarrett Culver,20399846,SG/SF/F/G/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,MEM,6.71
171,PG,Dalano Banton (20399881),Dalano Banton,20399881,PG/G/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,TOR,10.44
172,PG,David Stockton (20399908),David Stockton,20399908,PG/G/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,MEM,0.0
173,PG,Tim Frazier (20399911),Tim Frazier,20399911,PG/G/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,MEM,0.0
174,PG,Kris Dunn (20399914),Kris Dunn,20399914,PG/G/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,MEM,0.0
175,PG,Shaq Buchanan (20399917),Shaq Buchanan,20399917,PG/G/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,MEM,0.0
176,PG,Carsen Edwards (20399920),Carsen Edwards,20399920,PG/G/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,MEM,0.0
177,PF,Isaac Bonga (20399947),Isaac Bonga,20399947,PF/F/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,TOR,2.3
178,PF,Reggie Perry (20399950),Reggie Perry,20399950,PF/F/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,TOR,0.0
179,SG,Breein Tyree (20399995),Breein Tyree,20399995,SG/G/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,TOR,0.0
180,SG,Yuta Watanabe (20399998),Yuta Watanabe,20399998,SG/G/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,TOR,11.12
181,SG,Ahmad Caver (20400016),Ahmad Caver,20400016,SG/G/UTIL,3000,MEM@TOR 11/30/2021 07:30PM ET,MEM,0.0
