Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Nikola Jokic (20465204),Nikola Jokic,20465204,CPT,19800,DEN@NYK 12/04/2021 01:00PM ET,DEN,57.34
PF/C,Julius Randle (20465205),Julius Randle,20465205,CPT,16800,DEN@NYK 12/04/2021 01:00PM ET,NYK,43.18
C,Nikola Jokic (20465158),Nikola Jokic,20465158,UTIL,13200,DEN@NYK 12/04/2021 01:00PM ET,DEN,57.34
PG/SG,Jamal Murray (20465206),Jamal Murray,20465206,CPT,12900,DEN@NYK 12/04/2021 01:00PM ET,DEN,0
SG/SF,Will Barton (20465207),Will Barton,20465207,CPT,12600,DEN@NYK 12/04/2021 01:00PM ET,DEN,32.03
SF/PF,Aaron Gordon (20465208),Aaron Gordon,20465208,CPT,11700,DEN@NYK 12/04/2021 01:00PM ET,DEN,27.68
PG/SF,Alec Burks (20465209),Alec Burks,20465209,CPT,11400,DEN@NYK 12/04/2021 01:00PM ET,NYK,23.02
PF/C,Julius Randle (20465159),Julius Randle,20465159,UTIL,11200,DEN@NYK 12/04/2021 01:00PM ET,NYK,43.18
SF,Michael Porter Jr. (20465210),Michael Porter Jr.,20465210,CPT,10200,DEN@NYK 12/04/2021 01:00PM ET,DEN,23.64
PG/SG,Monte Morris (20465211),Monte Morris,20465211,CPT,9900,DEN@NYK 12/04/2021 01:00PM ET,DEN,23.11
SF,RJ Barrett (20465212),RJ Barrett,20465212,CPT,9600,DEN@NYK 12/04/2021 01:00PM ET,NYK,26.10
PG,Immanuel Quickley (20465213),Immanuel Quickley,20465213,CPT,9000,DEN@NYK 12/04/2021 01:00PM ET,NYK,17.86
PG/SG,Jamal Murray (20465160),Jamal Murray,20465160,UTIL,8600,DEN@NYK 12/04/2021 01:00PM ET,DEN,0
SG/SF,Will Barton (20465161),Will Barton,20465161,UTIL,8400,DEN@NYK 12/04/2021 01:00PM ET,DEN,32.03
PG/SG,Derrick Rose (20465214),Derrick Rose,20465214,CPT,8400,DEN@NYK 12/04/2021 01:00PM ET,NYK,24.74
SG/SF,Evan Fournier (20465215),Evan Fournier,20465215,CPT,8100,DEN@NYK 12/04/2021 01:00PM ET,NYK,22.12
