Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SG,LaMelo Ball (20473018),LaMelo Ball,20473018,PG/SG/G/UTIL,10400,CHA@ATL 12/05/2021 06:00PM ET,CHA,47.43
PG,Trae Young (20473022),Trae Young,20473022,PG/G/UTIL,10300,CHA@ATL 12/05/2021 06:00PM ET,ATL,46.83
C,Zion Williamson (20473025),Zion Williamson,20473025,C/UTIL,9800,NOP@HOU 12/05/2021 07:00PM ET,NOP,0
C,Christian Wood (20473027),Christian Wood,20473027,C/UTIL,9600,NOP@HOU 12/05/2021 07:00PM ET,HOU,37.62
PG/SG,Fred VanVleet (20473029),Fred VanVleet,20473029,PG/SG/G/UTIL,9200,WAS@TOR 12/05/2021 06:00PM ET,TOR,40.59
PG/SG,Bradley Beal (20473033),Bradley Beal,20473033,PG/SG/G/UTIL,9100,WAS@TOR 12/05/2021 06:00PM ET,WAS,39.05
C,Jonas Valanciunas (20473037),Jonas Valanciunas,20473037,C/UTIL,9000,NOP@HOU 12/05/2021 07:00PM ET,NOP,40.74
SG,Brandon Ingram (20473039),Brandon Ingram,20473039,SG/G/UTIL,8800,NOP@HOU 12/05/2021 07:00PM ET,NOP,37.62
C,Pascal Siakam (20473042),Pascal Siakam,20473042,C/UTIL,8700,WAS@TOR 12/05/2021 06:00PM ET,TOR,35.75
SF/PF,Miles Bridges (20473044),Miles Bridges,20473044,SF/PF/F/UTIL,8400,CHA@ATL 12/05/2021 06:00PM ET,CHA,38.57
C,Clint Capela (20473048),Clint Capela,20473048,C/UTIL,8200,CHA@ATL 12/05/2021 06:00PM ET,ATL,34.42
SF/PF,Scottie Barnes (20473050),Scottie Barnes,20473050,SF/PF/F/UTIL,8000,WAS@TOR 12/05/2021 06:00PM ET,TOR,33.99
PG,Kevin Porter Jr. (20473054),Kevin Porter Jr.,20473054,PG/G/UTIL,7800,NOP@HOU 12/05/2021 07:00PM ET,HOU,29.45
PG,John Wall (20473057),John Wall,20473057,PG/G/UTIL,7600,NOP@HOU 12/05/2021 07:00PM ET,HOU,0
PG/SG,Terry Rozier (20473060),Terry Rozier,20473060,PG/SG/G/UTIL,7400,CHA@ATL 12/05/2021 06:00PM ET,CHA,31.80
SF,OG Anunoby (20473064),OG Anunoby,20473064,SF/F/UTIL,7200,WAS@TOR 12/05/2021 06:00PM ET,TOR,35.88
PF/C,John Collins (20473067),John Collins,20473067,PF/C/F/UTIL,7100,CHA@ATL 12/05/2021 06:00PM ET,ATL,34.15
SF/PF,Gordon Hayward (20473071),Gordon Hayward,20473071,SF/PF/F/UTIL,7000,CHA@ATL 12/05/2021 06:00PM ET,CHA,31.53
SF/PF,Jae'Sean Tate (20473075),Jae'Sean Tate,20473075,SF/PF/F/UTIL,6600,NOP@HOU 12/05/2021 07:00PM ET,HOU,27.41
SF/PF,Kyle Kuzma (20473079),Kyle Kuzma,20473079,SF/PF/F/UTIL,6300,WAS@TOR 12/05/2021 06:00PM ET,WAS,31.05
SG/SF,Kelly Oubre Jr. (20473083),Kelly Oubre Jr.,20473083,SG/SF/F/G/UTIL,6100,CHA@ATL 12/05/2021 06:00PM ET,CHA,24.81
SG/SF,Gary Trent Jr. (20473088),Gary Trent Jr.,20473088,SG/SF/F/G/UTIL,5900,WAS@TOR 12/05/2021 06:00PM ET,TOR,29.23
PF/C,PJ Washington (20473093),PJ Washington,20473093,PF/C/F/UTIL,5700,CHA@ATL 12/05/2021 06:00PM ET,CHA,22.29
PG,Spencer Dinwiddie (20473097),Spencer Dinwiddie,20473097,PG/G/UTIL,5500,WAS@TOR 12/05/2021 06:00PM ET,WAS,29.36
SF/PF,Josh Hart (20473100),Josh Hart,20473100,SF/PF/F/UTIL,5400,NOP@HOU 12/05/2021 07:00PM ET,NOP,27.14
SG/SF,Kevin Huerter (20473111),Kevin Huerter,20473111,SG/SF/F/G/UTIL,5200,CHA@ATL 12/05/2021 06:00PM ET,ATL,18.96
SG/SF,Eric Gordon (20473106),Eric Gordon,20473106,SG/SF/F/G/UTIL,5200,NOP@HOU 12/05/2021 07:00PM ET,HOU,22.47
C,Montrezl Harrell (20473104),Montrezl Harrell,20473104,C/UTIL,5200,WAS@TOR 12/05/2021 06:00PM ET,WAS,32.01
C,Daniel Gafford (20473116),Daniel Gafford,20473116,C/UTIL,5100,WAS@TOR 12/05/2021 06:00PM ET,WAS,22.88
SG/SF,Cody Martin (20473118),Cody Martin,20473118,SG/SF/F/G/UTIL,4900,CHA@ATL 12/05/2021 06:00PM ET,CHA,20.17
PG,Ish Smith (20473126),Ish Smith,20473126,PG/G/UTIL,4800,CHA@ATL 12/05/2021 06:00PM ET,CHA,9.47
PG,Devonte' Graham (20473123),Devonte' Graham,20473123,PG/G/UTIL,4800,NOP@HOU 12/05/2021 07:00PM ET,NOP,26.80
PF,Danilo Gallinari (20473129),Danilo Gallinari,20473129,PF/F/UTIL,4700,CHA@ATL 12/05/2021 06:00PM ET,ATL,17.19
PG/SG,Bogdan Bogdanovic (20473136),Bogdan Bogdanovic,20473136,PG/SG/G/UTIL,4600,CHA@ATL 12/05/2021 06:00PM ET,ATL,22.04
SG/SF,Garrison Mathews (20473140),Garrison Mathews,20473140,SG/SF/F/G/UTIL,4600,NOP@HOU 12/05/2021 07:00PM ET,HOU,18.83
C,Khem Birch (20473132),Khem Birch,20473132,C/UTIL,4600,WAS@TOR 12/05/2021 06:00PM ET,TOR,18.65
