Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Nikola Jokic (20161314),Nikola Jokic,20161314,C/UTIL,11700,DEN@DAL 11/15/2021 08:00PM ET,DEN,57.57
PG/SF,Luka Doncic (20161316),Luka Doncic,20161316,PG/SF/F/G/UTIL,11300,DEN@DAL 11/15/2021 08:00PM ET,DAL,50.96
PG,Russell Westbrook (20161321),Russell Westbrook,20161321,PG/G/UTIL,10800,CHI@LAL 11/15/2021 10:30PM ET,LAL,45.46
SF/PF,LeBron James (20161324),LeBron James,20161324,SF/PF/F/UTIL,10500,CHI@LAL 11/15/2021 10:30PM ET,LAL,48.38
PF/C,Anthony Davis (20161328),Anthony Davis,20161328,PF/C/F/UTIL,10400,CHI@LAL 11/15/2021 10:30PM ET,LAL,48.52
C,Karl-Anthony Towns (20161332),Karl-Anthony Towns,20161332,C/UTIL,10200,PHX@MIN 11/15/2021 08:00PM ET,MIN,45.29
PG,Ja Morant (20161334),Ja Morant,20161334,PG/G/UTIL,10000,HOU@MEM 11/15/2021 08:00PM ET,MEM,48.54
SF/PF,Jayson Tatum (20161337),Jayson Tatum,20161337,SF/PF/F/UTIL,9800,BOS@CLE 11/15/2021 07:00PM ET,BOS,42.96
PF/C,Julius Randle (20161341),Julius Randle,20161341,PF/C/F/UTIL,9700,IND@NYK 11/15/2021 07:30PM ET,NYK,45.15
C,Zion Williamson (20161345),Zion Williamson,20161345,C/UTIL,9600,NOP@WAS 11/15/2021 07:00PM ET,NOP,0
PG,Trae Young (20161347),Trae Young,20161347,PG/G/UTIL,9500,ORL@ATL 11/15/2021 07:30PM ET,ATL,44.31
SG,Bradley Beal (20161350),Bradley Beal,20161350,SG/G/UTIL,9400,NOP@WAS 11/15/2021 07:00PM ET,WAS,40.92
SG/SF,Jaylen Brown (20161353),Jaylen Brown,20161353,SG/SF/F/G/UTIL,9300,BOS@CLE 11/15/2021 07:00PM ET,BOS,40.53
PG,Damian Lillard (20161358),Damian Lillard,20161358,PG/G/UTIL,9200,TOR@POR 11/15/2021 10:00PM ET,POR,39.54
C,Jonas Valanciunas (20161361),Jonas Valanciunas,20161361,C/UTIL,9100,NOP@WAS 11/15/2021 07:00PM ET,NOP,44.66
SF,Jimmy Butler (20161363),Jimmy Butler,20161363,SF/F/UTIL,9000,MIA@OKC 11/15/2021 08:00PM ET,MIA,42.54
PG/SG,Devin Booker (20161366),Devin Booker,20161366,PG/SG/G/UTIL,8900,PHX@MIN 11/15/2021 08:00PM ET,PHX,40.04
PF/C,Domantas Sabonis (20161370),Domantas Sabonis,20161370,PF/C/F/UTIL,8800,IND@NYK 11/15/2021 07:30PM ET,IND,41.5
C,Nikola Vucevic (20161374),Nikola Vucevic,20161374,C/UTIL,8700,CHI@LAL 11/15/2021 10:30PM ET,CHI,38.64
PG,Chris Paul (20161379),Chris Paul,20161379,PG/G/UTIL,8600,PHX@MIN 11/15/2021 08:00PM ET,PHX,41.96
PG,Shai Gilgeous-Alexander (20161376),Shai Gilgeous-Alexander,20161376,PG/G/UTIL,8600,MIA@OKC 11/15/2021 08:00PM ET,OKC,38.27
SG/SF,Brandon Ingram (20161382),Brandon Ingram,20161382,SG/SF/F/G/UTIL,8500,NOP@WAS 11/15/2021 07:00PM ET,NOP,40.68
PG/SG,Fred VanVleet (20161387),Fred VanVleet,20161387,PG/SG/G/UTIL,8400,TOR@POR 11/15/2021 10:00PM ET,TOR,41.04
PF,DeMar DeRozan (20161395),DeMar DeRozan,20161395,PF/F/UTIL,8300,CHI@LAL 11/15/2021 10:30PM ET,CHI,40.38
PF/C,Pascal Siakam (20161391),Pascal Siakam,20161391,PF/C/F/UTIL,8300,TOR@POR 11/15/2021 10:00PM ET,TOR,35.08
PG,De'Aaron Fox (20161398),De'Aaron Fox,20161398,PG/G/UTIL,8200,SAC@DET 11/15/2021 07:00PM ET,SAC,36.44
PG,Malcolm Brogdon (20161401),Malcolm Brogdon,20161401,PG/G/UTIL,8200,IND@NYK 11/15/2021 07:30PM ET,IND,44.92
SG,Zach LaVine (20161404),Zach LaVine,20161404,SG/G/UTIL,8100,CHI@LAL 11/15/2021 10:30PM ET,CHI,39.75
C,Bam Adebayo (20161407),Bam Adebayo,20161407,C/UTIL,8100,MIA@OKC 11/15/2021 08:00PM ET,MIA,40.96
C,Christian Wood (20161409),Christian Wood,20161409,C/UTIL,8000,HOU@MEM 11/15/2021 08:00PM ET,HOU,39.08
SG/SF,Anthony Edwards (20161411),Anthony Edwards,20161411,SG/SF/F/G/UTIL,7900,PHX@MIN 11/15/2021 08:00PM ET,MIN,40.40
SG,Jamal Murray (20161416),Jamal Murray,20161416,SG/G/UTIL,7800,DEN@DAL 11/15/2021 08:00PM ET,DEN,0
PG/SG,CJ McCollum (20161419),CJ McCollum,20161419,PG/SG/G/UTIL,7700,TOR@POR 11/15/2021 10:00PM ET,POR,37.12
PG,Kyle Lowry (20161423),Kyle Lowry,20161423,PG/G/UTIL,7600,MIA@OKC 11/15/2021 08:00PM ET,MIA,33
C,Jarrett Allen (20161426),Jarrett Allen,20161426,C/UTIL,7500,BOS@CLE 11/15/2021 07:00PM ET,CLE,34.55
SF/PF,OG Anunoby (20161428),OG Anunoby,20161428,SF/PF/F/UTIL,7500,TOR@POR 11/15/2021 10:00PM ET,TOR,34.98
PG,Cole Anthony (20161436),Cole Anthony,20161436,PG/G/UTIL,7400,ORL@ATL 11/15/2021 07:30PM ET,ORL,39.12
PF/C,Al Horford (20161432),Al Horford,20161432,PF/C/F/UTIL,7400,BOS@CLE 11/15/2021 07:00PM ET,BOS,35.7
SF/PF,Harrison Barnes (20161439),Harrison Barnes,20161439,SF/PF/F/UTIL,7300,SAC@DET 11/15/2021 07:00PM ET,SAC,38.38
PF/C,Evan Mobley (20161443),Evan Mobley,20161443,PF/C/F/UTIL,7200,BOS@CLE 11/15/2021 07:00PM ET,CLE,33.91
PF,Jerami Grant (20161450),Jerami Grant,20161450,PF/F/UTIL,7200,SAC@DET 11/15/2021 07:00PM ET,DET,33.5
PG,Spencer Dinwiddie (20161447),Spencer Dinwiddie,20161447,PG/G/UTIL,7200,NOP@WAS 11/15/2021 07:00PM ET,WAS,33.20
PF/C,John Collins (20161453),John Collins,20161453,PF/C/F/UTIL,7100,ORL@ATL 11/15/2021 07:30PM ET,ATL,33.90
PG/SG,D'Angelo Russell (20161457),D'Angelo Russell,20161457,PG/SG/G/UTIL,7100,PHX@MIN 11/15/2021 08:00PM ET,MIN,33.4
C,Clint Capela (20161461),Clint Capela,20161461,C/UTIL,7000,ORL@ATL 11/15/2021 07:30PM ET,ATL,29.98
PF,Kristaps Porzingis (20161463),Kristaps Porzingis,20161463,PF/F/UTIL,7000,DEN@DAL 11/15/2021 08:00PM ET,DAL,33.71
