,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
42,PG,Malcolm Brogdon (20628691),Malcolm Brogdon,20628691,PG/G/UTIL,7700,IND@MIL 12/15/2021 08:00PM ET,IND,39.34
43,PF/C,John Collins (20628694),John Collins,20628694,PF/C/F/UTIL,7600,ATL@ORL 12/15/2021 07:00PM ET,ATL,34.31
44,SG,Jamal Murray (20628701),Jamal Murray,20628701,SG/G/UTIL,7500,MIN@DEN 12/15/2021 09:00PM ET,DEN,0.0
45,PG,Jrue Holiday (20628698),Jrue Holiday,20628698,PG/G/UTIL,7500,IND@MIL 12/15/2021 08:00PM ET,MIL,34.24
46,PF/C,Wendell Carter Jr. (20628704),Wendell Carter Jr.,20628704,PF/C/F/UTIL,7500,ATL@ORL 12/15/2021 07:00PM ET,ORL,32.53
47,PF,Tobias Harris (20628712),Tobias Harris,20628712,PF/F/UTIL,7400,MIA@PHI 12/15/2021 07:00PM ET,PHI,35.37
48,PG/SG,Tyler Herro (20628715),Tyler Herro,20628715,PG/SG/G/UTIL,7400,MIA@PHI 12/15/2021 07:00PM ET,MIA,33.47
49,SF/PF,Gordon Hayward (20628708),Gordon Hayward,20628708,SF/PF/F/UTIL,7400,CHA@SAS 12/15/2021 08:30PM ET,CHA,32.57
50,PG/SG,Terry Rozier (20628719),Terry Rozier,20628719,PG/SG/G/UTIL,7300,CHA@SAS 12/15/2021 08:30PM ET,CHA,31.84
51,SF,Khris Middleton (20628727),Khris Middleton,20628727,SF/F/UTIL,7200,IND@MIL 12/15/2021 08:00PM ET,MIL,34.33
52,PG/SG,Derrick White (20628723),Derrick White,20628723,PG/SG/G/UTIL,7200,CHA@SAS 12/15/2021 08:30PM ET,SAS,30.71
53,PF/C,Jaren Jackson Jr. (20628730),Jaren Jackson Jr.,20628730,PF/C/F/UTIL,7200,MEM@POR 12/15/2021 10:00PM ET,MEM,31.03
54,C,Bobby Portis (20628734),Bobby Portis,20628734,C/UTIL,7100,IND@MIL 12/15/2021 08:00PM ET,MIL,33.35
55,C,Jakob Poeltl (20628736),Jakob Poeltl,20628736,C/UTIL,7000,CHA@SAS 12/15/2021 08:30PM ET,SAS,31.76
56,PF/C,Evan Mobley (20628738),Evan Mobley,20628738,PF/C/F/UTIL,6900,HOU@CLE 12/15/2021 07:00PM ET,CLE,33.28
57,SG/SF,Will Barton (20628742),Will Barton,20628742,SG/SF/F/G/UTIL,6800,MIN@DEN 12/15/2021 09:00PM ET,DEN,32.12
58,PG,Reggie Jackson (20628747),Reggie Jackson,20628747,PG/G/UTIL,6800,LAC@UTA 12/15/2021 10:00PM ET,LAC,29.7
59,PG/SG,Jalen Brunson (20628755),Jalen Brunson,20628755,PG/SG/G/UTIL,6700,LAL@DAL 12/15/2021 07:30PM ET,DAL,28.32
60,SG/SF,Josh Giddey (20628750),Josh Giddey,20628750,SG/SF/F/G/UTIL,6700,NOP@OKC 12/15/2021 08:00PM ET,OKC,29.86
61,PG/SG,Caris LeVert (20628759),Caris LeVert,20628759,PG/SG/G/UTIL,6500,IND@MIL 12/15/2021 08:00PM ET,IND,26.83
62,SF,Norman Powell (20628763),Norman Powell,20628763,SF/F/UTIL,6500,MEM@POR 12/15/2021 10:00PM ET,POR,26.05
63,C,Mo Bamba (20628769),Mo Bamba,20628769,C/UTIL,6400,ATL@ORL 12/15/2021 07:00PM ET,ORL,30.0
64,SG/SF,Cody Martin (20628771),Cody Martin,20628771,SG/SF/F/G/UTIL,6400,CHA@SAS 12/15/2021 08:30PM ET,CHA,22.2
65,SF,Dillon Brooks (20628766),Dillon Brooks,20628766,SF/F/UTIL,6400,MEM@POR 12/15/2021 10:00PM ET,MEM,28.79
66,SF/PF,Franz Wagner (20628784),Franz Wagner,20628784,SF/PF/F/UTIL,6300,ATL@ORL 12/15/2021 07:00PM ET,ORL,27.21
67,SF/PF,Josh Hart (20628780),Josh Hart,20628780,SF/PF/F/UTIL,6300,NOP@OKC 12/15/2021 08:00PM ET,NOP,28.16
68,PG/SG,Desmond Bane (20628776),Desmond Bane,20628776,PG/SG/G/UTIL,6300,MEM@POR 12/15/2021 10:00PM ET,MEM,28.17
69,SF/PF,Aaron Gordon (20628788),Aaron Gordon,20628788,SF/PF/F/UTIL,6200,MIN@DEN 12/15/2021 09:00PM ET,DEN,27.43
70,C,Myles Turner (20628792),Myles Turner,20628792,C/UTIL,6200,IND@MIL 12/15/2021 08:00PM ET,IND,30.92
71,PG,Tyrese Maxey (20628797),Tyrese Maxey,20628797,PG/G/UTIL,6100,MIA@PHI 12/15/2021 07:00PM ET,PHI,30.64
72,PG,Tyus Jones (20628794),Tyus Jones,20628794,PG/G/UTIL,6100,MEM@POR 12/15/2021 10:00PM ET,MEM,19.38
73,C,Richaun Holmes (20628800),Richaun Holmes,20628800,C/UTIL,6000,WAS@SAC 12/15/2021 10:00PM ET,SAC,30.03
74,PG/SG,Tyrese Haliburton (20628802),Tyrese Haliburton,20628802,PG/SG/G/UTIL,6000,WAS@SAC 12/15/2021 10:00PM ET,SAC,30.01
75,SG/SF,Luguentz Dort (20628810),Luguentz Dort,20628810,SG/SF/F/G/UTIL,6000,NOP@OKC 12/15/2021 08:00PM ET,OKC,27.31
76,PF/C,PJ Washington (20628806),PJ Washington,20628806,PF/C/F/UTIL,6000,CHA@SAS 12/15/2021 08:30PM ET,CHA,23.91
77,SF/PF,Kyle Kuzma (20628815),Kyle Kuzma,20628815,SF/PF/F/UTIL,5900,WAS@SAC 12/15/2021 10:00PM ET,WAS,31.24
78,PG,Dennis Smith Jr. (20628819),Dennis Smith Jr.,20628819,PG/G/UTIL,5900,MEM@POR 12/15/2021 10:00PM ET,POR,15.91
79,SF/PF,Jae'Sean Tate (20628826),Jae'Sean Tate,20628826,SF/PF/F/UTIL,5800,HOU@CLE 12/15/2021 07:00PM ET,HOU,26.91
80,PG/SG,Monte Morris (20628822),Monte Morris,20628822,PG/SG/G/UTIL,5800,MIN@DEN 12/15/2021 09:00PM ET,DEN,24.74
81,PG,Mike Conley (20628830),Mike Conley,20628830,PG/G/UTIL,5700,LAC@UTA 12/15/2021 10:00PM ET,UTA,27.86
82,SG,Seth Curry (20628833),Seth Curry,20628833,SG/G/UTIL,5700,MIA@PHI 12/15/2021 07:00PM ET,PHI,26.29
83,SG/SF,Tim Hardaway Jr. (20628839),Tim Hardaway Jr.,20628839,SG/SF/F/G/UTIL,5600,LAL@DAL 12/15/2021 07:30PM ET,DAL,25.31
84,PF,Michael Porter Jr. (20628836),Michael Porter Jr.,20628836,PF/F/UTIL,5600,MIN@DEN 12/15/2021 09:00PM ET,DEN,23.64
85,SF/PF,Harrison Barnes (20628847),Harrison Barnes,20628847,SF/PF/F/UTIL,5600,WAS@SAC 12/15/2021 10:00PM ET,SAC,31.51
86,PF,Keldon Johnson (20628844),Keldon Johnson,20628844,PF/F/UTIL,5600,CHA@SAS 12/15/2021 08:30PM ET,SAS,27.25
87,PG,Collin Sexton (20628855),Collin Sexton,20628855,PG/G/UTIL,5500,HOU@CLE 12/15/2021 07:00PM ET,CLE,24.14
88,PG/SG,Armoni Brooks (20628861),Armoni Brooks,20628861,PG/SG/G/UTIL,5500,HOU@CLE 12/15/2021 07:00PM ET,HOU,13.54
89,PF/C,Jarred Vanderbilt (20628851),Jarred Vanderbilt,20628851,PF/C/F/UTIL,5500,MIN@DEN 12/15/2021 09:00PM ET,MIN,22.44
90,PG,Spencer Dinwiddie (20628858),Spencer Dinwiddie,20628858,PG/G/UTIL,5500,WAS@SAC 12/15/2021 10:00PM ET,WAS,28.23
91,SF/PF,Marcus Morris Sr. (20628870),Marcus Morris Sr.,20628870,SF/PF/F/UTIL,5400,LAC@UTA 12/15/2021 10:00PM ET,LAC,23.83
92,SG/SF,Kevin Huerter (20628865),Kevin Huerter,20628865,SG/SF/F/G/UTIL,5400,ATL@ORL 12/15/2021 07:00PM ET,ATL,20.38
93,PG,Devonte' Graham (20628874),Devonte' Graham,20628874,PG/G/UTIL,5400,NOP@OKC 12/15/2021 08:00PM ET,NOP,25.9
94,PG/SG,Anfernee Simons (20628877),Anfernee Simons,20628877,PG/SG/G/UTIL,5400,MEM@POR 12/15/2021 10:00PM ET,POR,20.73
95,PG/SF,Terance Mann (20628885),Terance Mann,20628885,PG/SF/F/G/UTIL,5300,LAC@UTA 12/15/2021 10:00PM ET,LAC,21.93
96,PF/C,P.J. Tucker (20628881),P.J. Tucker,20628881,PF/C/F/UTIL,5300,MIA@PHI 12/15/2021 07:00PM ET,MIA,20.23
97,SG,Eric Gordon (20628890),Eric Gordon,20628890,SG/G/UTIL,5200,HOU@CLE 12/15/2021 07:00PM ET,HOU,24.13
98,SG/SF,Buddy Hield (20628893),Buddy Hield,20628893,SG/SF/F/G/UTIL,5200,WAS@SAC 12/15/2021 10:00PM ET,SAC,26.92
99,SG,Luke Kennard (20628898),Luke Kennard,20628898,SG/G/UTIL,5200,LAC@UTA 12/15/2021 10:00PM ET,LAC,21.38
100,SF/PF,Bojan Bogdanovic (20628901),Bojan Bogdanovic,20628901,SF/PF/F/UTIL,5200,LAC@UTA 12/15/2021 10:00PM ET,UTA,25.72
101,PG,Victor Oladipo (20628905),Victor Oladipo,20628905,PG/G/UTIL,5200,MIA@PHI 12/15/2021 07:00PM ET,MIA,0.0
102,SF/PF,Lauri Markkanen (20628914),Lauri Markkanen,20628914,SF/PF/F/UTIL,5100,HOU@CLE 12/15/2021 07:00PM ET,CLE,26.14
103,C,Montrezl Harrell (20628912),Montrezl Harrell,20628912,C/UTIL,5100,WAS@SAC 12/15/2021 10:00PM ET,WAS,29.88
104,C,Ivica Zubac (20628920),Ivica Zubac,20628920,C/UTIL,5100,LAC@UTA 12/15/2021 10:00PM ET,LAC,24.75
105,C,Dewayne Dedmon (20628918),Dewayne Dedmon,20628918,C/UTIL,5100,MIA@PHI 12/15/2021 07:00PM ET,MIA,16.24
106,SF/PF,Kyle Anderson (20628908),Kyle Anderson,20628908,SF/PF/F/UTIL,5100,MEM@POR 12/15/2021 10:00PM ET,MEM,21.56
107,PG,Ricky Rubio (20628922),Ricky Rubio,20628922,PG/G/UTIL,5000,HOU@CLE 12/15/2021 07:00PM ET,CLE,29.48
108,SG/SF,Pat Connaughton (20628925),Pat Connaughton,20628925,SG/SF/F/G/UTIL,5000,IND@MIL 12/15/2021 08:00PM ET,MIL,23.92
109,PG,Jalen Suggs (20628932),Jalen Suggs,20628932,PG/G/UTIL,5000,ATL@ORL 12/15/2021 07:00PM ET,ORL,24.04
110,C,Steven Adams (20628930),Steven Adams,20628930,C/UTIL,5000,MEM@POR 12/15/2021 10:00PM ET,MEM,23.84
111,PG,Patrick Beverley (20628946),Patrick Beverley,20628946,PG/G/UTIL,4900,MIN@DEN 12/15/2021 09:00PM ET,MIN,24.09
112,PG,Markelle Fultz (20628935),Markelle Fultz,20628935,PG/G/UTIL,4900,ATL@ORL 12/15/2021 07:00PM ET,ORL,0.0
113,PG/SG,Nickeil Alexander-Walker (20628938),Nickeil Alexander-Walker,20628938,PG/SG/G/UTIL,4900,NOP@OKC 12/15/2021 08:00PM ET,NOP,25.57
114,PG/SG,De'Anthony Melton (20628942),De'Anthony Melton,20628942,PG/SG/G/UTIL,4900,MEM@POR 12/15/2021 10:00PM ET,MEM,23.71
115,PF/C,Kevin Love (20628952),Kevin Love,20628952,PF/C/F/UTIL,4800,HOU@CLE 12/15/2021 07:00PM ET,CLE,25.46
116,SF,Talen Horton-Tucker (20628949),Talen Horton-Tucker,20628949,SF/F/UTIL,4800,LAL@DAL 12/15/2021 07:30PM ET,LAL,24.67
117,SF/PF,Dorian Finney-Smith (20628956),Dorian Finney-Smith,20628956,SF/PF/F/UTIL,4800,LAL@DAL 12/15/2021 07:30PM ET,DAL,22.07
118,C,Daniel Gafford (20628966),Daniel Gafford,20628966,C/UTIL,4800,WAS@SAC 12/15/2021 10:00PM ET,WAS,22.94
119,PF/C,Nicolas Batum (20628962),Nicolas Batum,20628962,PF/C/F/UTIL,4800,LAC@UTA 12/15/2021 10:00PM ET,LAC,22.37
120,C,Brook Lopez (20628960),Brook Lopez,20628960,C/UTIL,4800,IND@MIL 12/15/2021 08:00PM ET,MIL,23.25
121,PG/SG,Chris Duarte (20628968),Chris Duarte,20628968,PG/SG/G/UTIL,4800,IND@MIL 12/15/2021 08:00PM ET,IND,23.44
122,SG/SF,Garrison Mathews (20628982),Garrison Mathews,20628982,SG/SF/F/G/UTIL,4700,HOU@CLE 12/15/2021 07:00PM ET,HOU,21.43
123,PG/SG,Jordan Clarkson (20628972),Jordan Clarkson,20628972,PG/SG/G/UTIL,4700,LAC@UTA 12/15/2021 10:00PM ET,UTA,24.11
124,SF/PF,Danilo Gallinari (20628978),Danilo Gallinari,20628978,SF/PF/F/UTIL,4700,ATL@ORL 12/15/2021 07:00PM ET,ATL,18.65
125,C,Andre Drummond (20628976),Andre Drummond,20628976,C/UTIL,4700,MIA@PHI 12/15/2021 07:00PM ET,PHI,24.99
126,PF,Darius Bazley (20628987),Darius Bazley,20628987,PF/F/UTIL,4600,NOP@OKC 12/15/2021 08:00PM ET,OKC,22.88
127,PF/C,Larry Nance Jr. (20628990),Larry Nance Jr.,20628990,PF/C/F/UTIL,4600,MEM@POR 12/15/2021 10:00PM ET,POR,17.86
128,PF/C,Alperen Sengun (20628994),Alperen Sengun,20628994,PF/C/F/UTIL,4500,HOU@CLE 12/15/2021 07:00PM ET,HOU,21.82
129,C,Thomas Bryant (20628998),Thomas Bryant,20628998,C/UTIL,4500,WAS@SAC 12/15/2021 10:00PM ET,WAS,0.0
130,PF,Marvin Bagley III (20629000),Marvin Bagley III,20629000,PF/F/UTIL,4500,WAS@SAC 12/15/2021 10:00PM ET,SAC,18.67
131,PG/SG,Bogdan Bogdanovic (20629003),Bogdan Bogdanovic,20629003,PG/SG/G/UTIL,4500,ATL@ORL 12/15/2021 07:00PM ET,ATL,22.04
132,PG,Gabe Vincent (20629007),Gabe Vincent,20629007,PG/G/UTIL,4500,MIA@PHI 12/15/2021 07:00PM ET,MIA,14.41
133,PG/SG,Malik Monk (20629031),Malik Monk,20629031,PG/SG/G/UTIL,4400,LAL@DAL 12/15/2021 07:30PM ET,LAL,18.62
134,SF/PF,Jeff Green (20629014),Jeff Green,20629014,SF/PF/F/UTIL,4400,MIN@DEN 12/15/2021 09:00PM ET,DEN,16.68
135,SG,Malik Beasley (20629021),Malik Beasley,20629021,SG/G/UTIL,4400,MIN@DEN 12/15/2021 09:00PM ET,MIN,19.95
136,C,Rui Hachimura (20629029),Rui Hachimura,20629029,C/UTIL,4400,WAS@SAC 12/15/2021 10:00PM ET,WAS,0.0
137,PF,T.J. Warren (20629018),T.J. Warren,20629018,PF/F/UTIL,4400,IND@MIL 12/15/2021 08:00PM ET,IND,0.0
138,PG/SG,Shake Milton (20629010),Shake Milton,20629010,PG/SG/G/UTIL,4400,MIA@PHI 12/15/2021 07:00PM ET,PHI,21.67
139,SG/SF,Duncan Robinson (20629024),Duncan Robinson,20629024,SG/SF/F/G/UTIL,4400,MIA@PHI 12/15/2021 07:00PM ET,MIA,20.46
140,SG/SF,Cedi Osman (20629039),Cedi Osman,20629039,SG/SF/F/G/UTIL,4300,HOU@CLE 12/15/2021 07:00PM ET,CLE,20.41
141,PG/SF,Jalen Green (20629044),Jalen Green,20629044,PG/SF/F/G/UTIL,4300,HOU@CLE 12/15/2021 07:00PM ET,HOU,22.58
142,C,Dwight Howard (20629053),Dwight Howard,20629053,C/UTIL,4300,LAL@DAL 12/15/2021 07:30PM ET,LAL,15.14
143,PG/SG,Donte DiVincenzo (20629035),Donte DiVincenzo,20629035,PG/SG/G/UTIL,4300,IND@MIL 12/15/2021 08:00PM ET,MIL,0.0
144,PF/C,Herbert Jones (20629055),Herbert Jones,20629055,PF/C/F/UTIL,4300,NOP@OKC 12/15/2021 08:00PM ET,NOP,17.9
145,SF/PF,Nassir Little (20629049),Nassir Little,20629049,SF/PF/F/UTIL,4300,MEM@POR 12/15/2021 10:00PM ET,POR,19.01
146,SG/SF,Isaac Okoro (20629059),Isaac Okoro,20629059,SG/SF/F/G/UTIL,4200,HOU@CLE 12/15/2021 07:00PM ET,CLE,18.81
147,PF,Carmelo Anthony (20629066),Carmelo Anthony,20629066,PF/F/UTIL,4200,LAL@DAL 12/15/2021 07:30PM ET,LAL,23.41
148,PG,Michael Carter-Williams (20629071),Michael Carter-Williams,20629071,PG/G/UTIL,4200,ATL@ORL 12/15/2021 07:00PM ET,ORL,0.0
149,C,Guillermo Hernangomez (20629069),Guillermo Hernangomez,20629069,C/UTIL,4200,NOP@OKC 12/15/2021 08:00PM ET,NOP,21.82
150,C,Mason Plumlee (20629064),Mason Plumlee,20629064,C/UTIL,4200,CHA@SAS 12/15/2021 08:30PM ET,CHA,23.31
151,SF/PF,Devin Vassell (20629074),Devin Vassell,20629074,SF/PF/F/UTIL,4200,CHA@SAS 12/15/2021 08:30PM ET,SAS,22.34
152,PG,Facundo Campazzo (20629083),Facundo Campazzo,20629083,PG/G/UTIL,4100,MIN@DEN 12/15/2021 09:00PM ET,DEN,15.21
153,SG/SF,Kentavious Caldwell-Pope (20629089),Kentavious Caldwell-Pope,20629089,SG/SF/F/G/UTIL,4100,WAS@SAC 12/15/2021 10:00PM ET,WAS,21.61
154,PF,Royce O'Neale (20629086),Royce O'Neale,20629086,PF/F/UTIL,4100,LAC@UTA 12/15/2021 10:00PM ET,UTA,22.18
155,PG,Eric Bledsoe (20629097),Eric Bledsoe,20629097,PG/G/UTIL,4100,LAC@UTA 12/15/2021 10:00PM ET,LAC,22.04
156,PG,T.J. McConnell (20629094),T.J. McConnell,20629094,PG/G/UTIL,4100,IND@MIL 12/15/2021 08:00PM ET,IND,22.19
157,SG/SF,Terrence Ross (20629078),Terrence Ross,20629078,SG/SF/F/G/UTIL,4100,ATL@ORL 12/15/2021 07:00PM ET,ORL,18.14
158,SG/SF,Terence Davis (20629113),Terence Davis,20629113,SG/SF/F/G/UTIL,4000,WAS@SAC 12/15/2021 10:00PM ET,SAC,16.75
159,C,Isaiah Hartenstein (20629123),Isaiah Hartenstein,20629123,C/UTIL,4000,LAC@UTA 12/15/2021 10:00PM ET,LAC,19.8
160,SG/SF,Grayson Allen (20629100),Grayson Allen,20629100,SG/SF/F/G/UTIL,4000,IND@MIL 12/15/2021 08:00PM ET,MIL,22.48
161,SG/SF,Justin Holiday (20629105),Justin Holiday,20629105,SG/SF/F/G/UTIL,4000,IND@MIL 12/15/2021 08:00PM ET,IND,18.27
162,SG/SF,Gary Harris (20629118),Gary Harris,20629118,SG/SF/F/G/UTIL,4000,ATL@ORL 12/15/2021 07:00PM ET,ORL,15.0
163,SF,Doug McDermott (20629110),Doug McDermott,20629110,SF/F/UTIL,4000,CHA@SAS 12/15/2021 08:30PM ET,SAS,17.09
164,SG/SF,Joe Ingles (20629129),Joe Ingles,20629129,SG/SF/F/G/UTIL,3900,LAC@UTA 12/15/2021 10:00PM ET,UTA,18.64
165,SG,James Bouknight (20629134),James Bouknight,20629134,SG/G/UTIL,3900,CHA@SAS 12/15/2021 08:30PM ET,CHA,7.35
166,PF/C,Brandon Clarke (20629125),Brandon Clarke,20629125,PF/C/F/UTIL,3900,MEM@POR 12/15/2021 10:00PM ET,MEM,17.59
167,PF/C,Maxi Kleber (20629146),Maxi Kleber,20629146,PF/C/F/UTIL,3800,LAL@DAL 12/15/2021 07:30PM ET,DAL,18.22
168,PF,Chimezie Metu (20629150),Chimezie Metu,20629150,PF/F/UTIL,3800,WAS@SAC 12/15/2021 10:00PM ET,SAC,20.97
169,SG/SF,Cam Reddish (20629153),Cam Reddish,20629153,SG/SF/F/G/UTIL,3800,ATL@ORL 12/15/2021 07:00PM ET,ATL,18.62
170,SG/SF,Lonnie Walker IV (20629141),Lonnie Walker IV,20629141,SG/SF/F/G/UTIL,3800,CHA@SAS 12/15/2021 08:30PM ET,SAS,19.66
171,PF/C,Robert Covington (20629137),Robert Covington,20629137,PF/C/F/UTIL,3800,MEM@POR 12/15/2021 10:00PM ET,POR,19.0
172,SG/SF,John Konchar (20629158),John Konchar,20629158,SG/SF/F/G/UTIL,3800,MEM@POR 12/15/2021 10:00PM ET,MEM,12.78
173,PF,Dean Wade (20629171),Dean Wade,20629171,PF/F/UTIL,3700,HOU@CLE 12/15/2021 07:00PM ET,CLE,11.45
174,SF/PF,Deni Avdija (20629167),Deni Avdija,20629167,SF/PF/F/UTIL,3700,WAS@SAC 12/15/2021 10:00PM ET,WAS,16.8
175,SF/PF,Rudy Gay (20629163),Rudy Gay,20629163,SF/PF/F/UTIL,3700,LAC@UTA 12/15/2021 10:00PM ET,UTA,19.19
176,PF/C,KJ Martin (20629195),KJ Martin,20629195,PF/C/F/UTIL,3600,HOU@CLE 12/15/2021 07:00PM ET,HOU,14.23
177,PG,Trey Burke (20629184),Trey Burke,20629184,PG/G/UTIL,3600,LAL@DAL 12/15/2021 07:30PM ET,DAL,12.22
178,PG,Davion Mitchell (20629176),Davion Mitchell,20629176,PG/G/UTIL,3600,WAS@SAC 12/15/2021 10:00PM ET,SAC,20.09
179,C,Hassan Whiteside (20629174),Hassan Whiteside,20629174,C/UTIL,3600,LAC@UTA 12/15/2021 10:00PM ET,UTA,19.48
