,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
0,PF/C,Giannis Antetokounmpo (20273862),Giannis Antetokounmpo,20273862,PF/C/F/UTIL,12000,ORL@MIL 11/22/2021 08:00PM ET,MIL,57.83
1,PG,James Harden (20273866),James Harden,20273866,PG/G/UTIL,11600,BKN@CLE 11/22/2021 07:00PM ET,BKN,48.48
2,SF/PF,Kevin Durant (20273869),Kevin Durant,20273869,SF/PF/F/UTIL,11000,BKN@CLE 11/22/2021 07:00PM ET,BKN,47.97
3,C,Joel Embiid (20273873),Joel Embiid,20273873,C/UTIL,10300,PHI@SAC 11/22/2021 10:00PM ET,PHI,43.61
4,PG/SG,LaMelo Ball (20273875),LaMelo Ball,20273875,PG/SG/G/UTIL,10200,CHA@WAS 11/22/2021 07:00PM ET,CHA,46.11
5,SF/PF,Jayson Tatum (20273879),Jayson Tatum,20273879,SF/PF/F/UTIL,10100,HOU@BOS 11/22/2021 07:30PM ET,BOS,46.0
6,C,Zion Williamson (20273883),Zion Williamson,20273883,C/UTIL,9900,MIN@NOP 11/22/2021 08:00PM ET,NOP,0.0
7,PG,Ja Morant (20273885),Ja Morant,20273885,PG/G/UTIL,9700,MEM@UTA 11/22/2021 09:00PM ET,MEM,46.14
8,SG/SF,Jaylen Brown (20273888),Jaylen Brown,20273888,SG/SF/F/G/UTIL,9600,HOU@BOS 11/22/2021 07:30PM ET,BOS,40.53
9,C,Karl-Anthony Towns (20273893),Karl-Anthony Towns,20273893,C/UTIL,9500,MIN@NOP 11/22/2021 08:00PM ET,MIN,45.19
10,PG,Trae Young (20273895),Trae Young,20273895,PG/G/UTIL,9400,OKC@ATL 11/22/2021 07:30PM ET,ATL,44.68
11,SG,Bradley Beal (20273898),Bradley Beal,20273898,SG/G/UTIL,9300,CHA@WAS 11/22/2021 07:00PM ET,WAS,41.19
12,PG,Dejounte Murray (20273901),Dejounte Murray,20273901,PG/G/UTIL,9200,PHX@SAS 11/22/2021 08:30PM ET,SAS,45.23
13,PF,DeMar DeRozan (20273904),DeMar DeRozan,20273904,PF/F/UTIL,9100,IND@CHI 11/22/2021 08:00PM ET,CHI,42.41
14,SG/SF,Zach LaVine (20273907),Zach LaVine,20273907,SG/SF/F/G/UTIL,9000,IND@CHI 11/22/2021 08:00PM ET,CHI,40.85
15,C,Jonas Valanciunas (20273912),Jonas Valanciunas,20273912,C/UTIL,8900,MIN@NOP 11/22/2021 08:00PM ET,NOP,43.03
16,C,Nikola Vucevic (20273914),Nikola Vucevic,20273914,C/UTIL,8800,IND@CHI 11/22/2021 08:00PM ET,CHI,38.64
17,PF/C,Domantas Sabonis (20273916),Domantas Sabonis,20273916,PF/C/F/UTIL,8700,IND@CHI 11/22/2021 08:00PM ET,IND,40.39
18,PG/SG,Devin Booker (20273920),Devin Booker,20273920,PG/SG/G/UTIL,8600,PHX@SAS 11/22/2021 08:30PM ET,PHX,39.28
19,PG/SG,Donovan Mitchell (20273924),Donovan Mitchell,20273924,PG/SG/G/UTIL,8500,MEM@UTA 11/22/2021 09:00PM ET,UTA,41.1
20,PG,Chris Paul (20273928),Chris Paul,20273928,PG/G/UTIL,8400,PHX@SAS 11/22/2021 08:30PM ET,PHX,40.66
21,C,Rudy Gobert (20273931),Rudy Gobert,20273931,C/UTIL,8300,MEM@UTA 11/22/2021 09:00PM ET,UTA,41.27
22,SF/PF,Miles Bridges (20273933),Miles Bridges,20273933,SF/PF/F/UTIL,8200,CHA@WAS 11/22/2021 07:00PM ET,CHA,41.25
23,PF,Tobias Harris (20273937),Tobias Harris,20273937,PF/F/UTIL,8100,PHI@SAC 11/22/2021 10:00PM ET,PHI,38.7
24,PG,Kyrie Irving (20273940),Kyrie Irving,20273940,PG/G/UTIL,8000,BKN@CLE 11/22/2021 07:00PM ET,BKN,0.0
25,SG/SF,Brandon Ingram (20273943),Brandon Ingram,20273943,SG/SF/F/G/UTIL,7900,MIN@NOP 11/22/2021 08:00PM ET,NOP,38.11
26,C,Andre Drummond (20273951),Andre Drummond,20273951,C/UTIL,7800,PHI@SAC 11/22/2021 10:00PM ET,PHI,27.47
27,SF,Khris Middleton (20273948),Khris Middleton,20273948,SF/F/UTIL,7800,ORL@MIL 11/22/2021 08:00PM ET,MIL,34.89
28,C,Jarrett Allen (20273953),Jarrett Allen,20273953,C/UTIL,7700,BKN@CLE 11/22/2021 07:00PM ET,CLE,34.55
29,PG/SF,Ben Simmons (20273958),Ben Simmons,20273958,PG/SF/F/G/UTIL,7700,PHI@SAC 11/22/2021 10:00PM ET,PHI,0.0
30,PG,Cole Anthony (20273955),Cole Anthony,20273955,PG/G/UTIL,7700,ORL@MIL 11/22/2021 08:00PM ET,ORL,39.94
31,C,Christian Wood (20273965),Christian Wood,20273965,C/UTIL,7600,HOU@BOS 11/22/2021 07:30PM ET,HOU,36.73
32,PF/C,Al Horford (20273967),Al Horford,20273967,PF/C/F/UTIL,7600,HOU@BOS 11/22/2021 07:30PM ET,BOS,35.45
33,C,Clint Capela (20273963),Clint Capela,20273963,C/UTIL,7600,OKC@ATL 11/22/2021 07:30PM ET,ATL,32.81
34,PG,Shai Gilgeous-Alexander (20273978),Shai Gilgeous-Alexander,20273978,PG/G/UTIL,7600,OKC@ATL 11/22/2021 07:30PM ET,OKC,36.14
35,PG,De'Aaron Fox (20273975),De'Aaron Fox,20273975,PG/G/UTIL,7600,PHI@SAC 11/22/2021 10:00PM ET,SAC,35.47
36,PG/SG,D'Angelo Russell (20273971),D'Angelo Russell,20273971,PG/SG/G/UTIL,7600,MIN@NOP 11/22/2021 08:00PM ET,MIN,34.73
