,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
0,PF/C,Giannis Antetokounmpo (20346551),Giannis Antetokounmpo,20346551,PF/C/F/UTIL,12200,MIL@DEN 11/26/2021 09:00PM ET,MIL,56.86
1,C,Nikola Jokic (20346555),Nikola Jokic,20346555,C/UTIL,11500,MIL@DEN 11/26/2021 09:00PM ET,DEN,58.04
2,PG,Stephen Curry (20346557),Stephen Curry,20346557,PG/G/UTIL,11400,POR@GSW 11/26/2021 10:00PM ET,GSW,51.85
3,PG,Russell Westbrook (20346560),Russell Westbrook,20346560,PG/G/UTIL,11000,SAC@LAL 11/26/2021 10:30PM ET,LAL,45.85
4,PF/C,Anthony Davis (20346563),Anthony Davis,20346563,PF/C/F/UTIL,10800,SAC@LAL 11/26/2021 10:30PM ET,LAL,48.2
5,PG/SF,LeBron James (20346567),LeBron James,20346567,PG/SF/F/G/UTIL,10500,SAC@LAL 11/26/2021 10:30PM ET,LAL,45.31
6,PG/SG,LaMelo Ball (20346572),LaMelo Ball,20346572,PG/SG/G/UTIL,10300,MIN@CHA 11/26/2021 07:00PM ET,CHA,46.15
7,PF/C,Julius Randle (20346576),Julius Randle,20346576,PF/C/F/UTIL,10100,PHX@NYK 11/26/2021 07:00PM ET,NYK,43.92
8,SF/PF,Jayson Tatum (20346580),Jayson Tatum,20346580,SF/PF/F/UTIL,10000,BOS@SAS 11/26/2021 08:30PM ET,BOS,45.13
9,C,Zion Williamson (20346584),Zion Williamson,20346584,C/UTIL,9900,NOP@UTA 11/26/2021 09:00PM ET,NOP,0.0
10,PG,Damian Lillard (20346586),Damian Lillard,20346586,PG/G/UTIL,9800,POR@GSW 11/26/2021 10:00PM ET,POR,42.26
11,PG,Ja Morant (20346589),Ja Morant,20346589,PG/G/UTIL,9600,ATL@MEM 11/26/2021 08:00PM ET,MEM,46.6
12,C,Karl-Anthony Towns (20346592),Karl-Anthony Towns,20346592,C/UTIL,9500,MIN@CHA 11/26/2021 07:00PM ET,MIN,44.42
13,PG,Dejounte Murray (20346594),Dejounte Murray,20346594,PG/G/UTIL,9400,BOS@SAS 11/26/2021 08:30PM ET,SAS,46.59
14,PG,Trae Young (20346597),Trae Young,20346597,PG/G/UTIL,9300,ATL@MEM 11/26/2021 08:00PM ET,ATL,45.72
15,SG/SF,Jaylen Brown (20346600),Jaylen Brown,20346600,SG/SF/F/G/UTIL,9200,BOS@SAS 11/26/2021 08:30PM ET,BOS,37.38
16,PG/SG,Bradley Beal (20346605),Bradley Beal,20346605,PG/SG/G/UTIL,9100,WAS@OKC 11/26/2021 08:00PM ET,WAS,40.53
17,PF,DeMar DeRozan (20346609),DeMar DeRozan,20346609,PF/F/UTIL,9000,CHI@ORL 11/26/2021 07:00PM ET,CHI,40.95
18,C,Jonas Valanciunas (20346612),Jonas Valanciunas,20346612,C/UTIL,8900,NOP@UTA 11/26/2021 09:00PM ET,NOP,41.94
19,PF/C,Domantas Sabonis (20346616),Domantas Sabonis,20346616,PF/C/F/UTIL,8800,TOR@IND 11/26/2021 08:00PM ET,IND,40.54
20,C,Nikola Vucevic (20346614),Nikola Vucevic,20346614,C/UTIL,8800,CHI@ORL 11/26/2021 07:00PM ET,CHI,38.9
21,SG/SF,Zach LaVine (20346620),Zach LaVine,20346620,SG/SF/F/G/UTIL,8700,CHI@ORL 11/26/2021 07:00PM ET,CHI,39.95
22,PG/SG,Devin Booker (20346625),Devin Booker,20346625,PG/SG/G/UTIL,8500,PHX@NYK 11/26/2021 07:00PM ET,PHX,39.26
23,PG/SG,Donovan Mitchell (20346629),Donovan Mitchell,20346629,PG/SG/G/UTIL,8400,NOP@UTA 11/26/2021 09:00PM ET,UTA,40.1
24,PF/C,Pascal Siakam (20346633),Pascal Siakam,20346633,PF/C/F/UTIL,8300,TOR@IND 11/26/2021 08:00PM ET,TOR,34.47
25,PG,Chris Paul (20346637),Chris Paul,20346637,PG/G/UTIL,8300,PHX@NYK 11/26/2021 07:00PM ET,PHX,39.44
26,C,Rudy Gobert (20346640),Rudy Gobert,20346640,C/UTIL,8200,NOP@UTA 11/26/2021 09:00PM ET,UTA,42.32
27,PG/SG,Fred VanVleet (20346645),Fred VanVleet,20346645,PG/SG/G/UTIL,8100,TOR@IND 11/26/2021 08:00PM ET,TOR,40.62
28,PG,Shai Gilgeous-Alexander (20346642),Shai Gilgeous-Alexander,20346642,PG/G/UTIL,8100,WAS@OKC 11/26/2021 08:00PM ET,OKC,36.14
29,SG/SF,Brandon Ingram (20346649),Brandon Ingram,20346649,SG/SF/F/G/UTIL,8000,NOP@UTA 11/26/2021 09:00PM ET,NOP,37.15
30,PG/SG,CJ McCollum (20346654),CJ McCollum,20346654,PG/SG/G/UTIL,7900,POR@GSW 11/26/2021 10:00PM ET,POR,36.63
31,SF/PF,Miles Bridges (20346658),Miles Bridges,20346658,SF/PF/F/UTIL,7800,MIN@CHA 11/26/2021 07:00PM ET,CHA,39.92
32,PG/SG,Jamal Murray (20346662),Jamal Murray,20346662,PG/SG/G/UTIL,7700,MIL@DEN 11/26/2021 09:00PM ET,DEN,0.0
33,PG,De'Aaron Fox (20346666),De'Aaron Fox,20346666,PG/G/UTIL,7700,SAC@LAL 11/26/2021 10:30PM ET,SAC,35.09
34,PG,Cole Anthony (20346669),Cole Anthony,20346669,PG/G/UTIL,7600,CHI@ORL 11/26/2021 07:00PM ET,ORL,39.94
35,PF/C,Al Horford (20346672),Al Horford,20346672,PF/C/F/UTIL,7600,BOS@SAS 11/26/2021 08:30PM ET,BOS,34.47
36,SG/SF,Anthony Edwards (20346678),Anthony Edwards,20346678,SG/SF/F/G/UTIL,7500,MIN@CHA 11/26/2021 07:00PM ET,MIN,40.75
37,SF,Khris Middleton (20346686),Khris Middleton,20346686,SF/F/UTIL,7500,MIL@DEN 11/26/2021 09:00PM ET,MIL,33.48
38,PG,Malcolm Brogdon (20346683),Malcolm Brogdon,20346683,PG/G/UTIL,7500,TOR@IND 11/26/2021 08:00PM ET,IND,40.73
39,C,Clint Capela (20346676),Clint Capela,20346676,C/UTIL,7500,ATL@MEM 11/26/2021 08:00PM ET,ATL,33.29
40,PG/SG,D'Angelo Russell (20346689),D'Angelo Russell,20346689,PG/SG/G/UTIL,7400,MIN@CHA 11/26/2021 07:00PM ET,MIN,34.61
41,SG/SF,Andrew Wiggins (20346693),Andrew Wiggins,20346693,SG/SF/F/G/UTIL,7400,POR@GSW 11/26/2021 10:00PM ET,GSW,29.6
42,SF/PF,OG Anunoby (20346700),OG Anunoby,20346700,SF/PF/F/UTIL,7400,TOR@IND 11/26/2021 08:00PM ET,TOR,35.88
43,C,Deandre Ayton (20346698),Deandre Ayton,20346698,C/UTIL,7400,PHX@NYK 11/26/2021 07:00PM ET,PHX,36.1
44,PF/C,John Collins (20346704),John Collins,20346704,PF/C/F/UTIL,7300,ATL@MEM 11/26/2021 08:00PM ET,ATL,33.97
45,SG/SF,Will Barton (20346708),Will Barton,20346708,SG/SF/F/G/UTIL,7200,MIL@DEN 11/26/2021 09:00PM ET,DEN,32.47
46,PF/C,Bobby Portis (20346717),Bobby Portis,20346717,PF/C/F/UTIL,7100,MIL@DEN 11/26/2021 09:00PM ET,MIL,32.39
47,PG/SG,Jordan Poole (20346713),Jordan Poole,20346713,PG/SG/G/UTIL,7100,POR@GSW 11/26/2021 10:00PM ET,GSW,29.92
48,PG,Spencer Dinwiddie (20346721),Spencer Dinwiddie,20346721,PG/G/UTIL,7000,WAS@OKC 11/26/2021 08:00PM ET,WAS,31.25
49,PG,Jrue Holiday (20346727),Jrue Holiday,20346727,PG/G/UTIL,6800,MIL@DEN 11/26/2021 09:00PM ET,MIL,31.48
50,PG,Lonzo Ball (20346724),Lonzo Ball,20346724,PG/G/UTIL,6800,CHI@ORL 11/26/2021 07:00PM ET,CHI,31.26
51,SF/PF,Gordon Hayward (20346730),Gordon Hayward,20346730,SF/PF/F/UTIL,6700,MIN@CHA 11/26/2021 07:00PM ET,CHA,30.69
52,PF/C,Draymond Green (20346734),Draymond Green,20346734,PF/C/F/UTIL,6700,POR@GSW 11/26/2021 10:00PM ET,GSW,31.94
53,SF/PF,Scottie Barnes (20346738),Scottie Barnes,20346738,SF/PF/F/UTIL,6700,TOR@IND 11/26/2021 08:00PM ET,TOR,32.63
54,SF/PF,Aaron Gordon (20346746),Aaron Gordon,20346746,SF/PF/F/UTIL,6600,MIL@DEN 11/26/2021 09:00PM ET,DEN,26.61
55,PG/SG,Dennis Schroder (20346742),Dennis Schroder,20346742,PG/SG/G/UTIL,6600,BOS@SAS 11/26/2021 08:30PM ET,BOS,31.24
56,SF/PF,Kyle Kuzma (20346750),Kyle Kuzma,20346750,SF/PF/F/UTIL,6500,WAS@OKC 11/26/2021 08:00PM ET,WAS,31.62
57,SG/SF,Josh Giddey (20346754),Josh Giddey,20346754,SG/SF/F/G/UTIL,6500,WAS@OKC 11/26/2021 08:00PM ET,OKC,31.15
58,C,Mo Bamba (20346759),Mo Bamba,20346759,C/UTIL,6400,CHI@ORL 11/26/2021 07:00PM ET,ORL,31.93
59,PF/C,Jaren Jackson Jr. (20346763),Jaren Jackson Jr.,20346763,PF/C/F/UTIL,6300,ATL@MEM 11/26/2021 08:00PM ET,MEM,29.56
60,C,Montrezl Harrell (20346761),Montrezl Harrell,20346761,C/UTIL,6300,WAS@OKC 11/26/2021 08:00PM ET,WAS,34.5
61,C,Jusuf Nurkic (20346769),Jusuf Nurkic,20346769,C/UTIL,6200,POR@GSW 11/26/2021 10:00PM ET,POR,32.66
62,C,Richaun Holmes (20346767),Richaun Holmes,20346767,C/UTIL,6200,SAC@LAL 11/26/2021 10:30PM ET,SAC,30.99
63,SF/PF,Harrison Barnes (20346771),Harrison Barnes,20346771,SF/PF/F/UTIL,6100,SAC@LAL 11/26/2021 10:30PM ET,SAC,34.16
64,PG/SG,Terry Rozier (20346780),Terry Rozier,20346780,PG/SG/G/UTIL,6000,MIN@CHA 11/26/2021 07:00PM ET,CHA,29.9
65,C,Myles Turner (20346775),Myles Turner,20346775,C/UTIL,6000,TOR@IND 11/26/2021 08:00PM ET,IND,31.36
66,PG/SG,Tyrese Haliburton (20346784),Tyrese Haliburton,20346784,PG/SG/G/UTIL,6000,SAC@LAL 11/26/2021 10:30PM ET,SAC,29.37
67,PG,Devonte' Graham (20346777),Devonte' Graham,20346777,PG/G/UTIL,6000,NOP@UTA 11/26/2021 09:00PM ET,NOP,28.53
68,PG/SF,RJ Barrett (20346788),RJ Barrett,20346788,PG/SF/F/G/UTIL,6000,PHX@NYK 11/26/2021 07:00PM ET,NYK,27.58
