Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF/C,Giannis Antetokounmpo (20372788),Giannis Antetokounmpo,20372788,PF/C/F/UTIL,11200,MIL@IND 11/28/2021 05:00PM ET,MIL,56.72
PG,Stephen Curry (20372792),Stephen Curry,20372792,PG/G/UTIL,11000,GSW@LAC 11/28/2021 03:30PM ET,GSW,52.10
PF,Kawhi Leonard (20372795),Kawhi Leonard,20372795,PF/F/UTIL,10000,GSW@LAC 11/28/2021 03:30PM ET,LAC,0
SF/PF,Paul George (20372798),Paul George,20372798,SF/PF/F/UTIL,9900,GSW@LAC 11/28/2021 03:30PM ET,LAC,47.59
PF/C,Domantas Sabonis (20372802),Domantas Sabonis,20372802,PF/C/F/UTIL,8400,MIL@IND 11/28/2021 05:00PM ET,IND,40.92
PG,Malcolm Brogdon (20372806),Malcolm Brogdon,20372806,PG/G/UTIL,7300,MIL@IND 11/28/2021 05:00PM ET,IND,40.53
SG/SF,Khris Middleton (20372809),Khris Middleton,20372809,SG/SF/F/G/UTIL,7000,MIL@IND 11/28/2021 05:00PM ET,MIL,33.58
PF/C,Draymond Green (20372814),Draymond Green,20372814,PF/C/F/UTIL,6900,GSW@LAC 11/28/2021 03:30PM ET,GSW,32.86
PF/C,Bobby Portis (20372818),Bobby Portis,20372818,PF/C/F/UTIL,6800,MIL@IND 11/28/2021 05:00PM ET,MIL,32.23
SG/SF,Andrew Wiggins (20372822),Andrew Wiggins,20372822,SG/SF/F/G/UTIL,6700,GSW@LAC 11/28/2021 03:30PM ET,GSW,30
PG,Jrue Holiday (20372827),Jrue Holiday,20372827,PG/G/UTIL,6600,MIL@IND 11/28/2021 05:00PM ET,MIL,31.57
PG/SG,Jordan Poole (20372830),Jordan Poole,20372830,PG/SG/G/UTIL,6500,GSW@LAC 11/28/2021 03:30PM ET,GSW,29.63
C,Myles Turner (20372834),Myles Turner,20372834,C/UTIL,6000,MIL@IND 11/28/2021 05:00PM ET,IND,31.68
PG,Reggie Jackson (20372836),Reggie Jackson,20372836,PG/G/UTIL,5700,GSW@LAC 11/28/2021 03:30PM ET,LAC,31.01
SG,Klay Thompson (20372839),Klay Thompson,20372839,SG/G/UTIL,5500,GSW@LAC 11/28/2021 03:30PM ET,GSW,0
C,Ivica Zubac (20372842),Ivica Zubac,20372842,C/UTIL,5400,GSW@LAC 11/28/2021 03:30PM ET,LAC,25.24
C,Brook Lopez (20372844),Brook Lopez,20372844,C/UTIL,5300,MIL@IND 11/28/2021 05:00PM ET,MIL,23.25
PG/SG,Caris LeVert (20372846),Caris LeVert,20372846,PG/SG/G/UTIL,5200,MIL@IND 11/28/2021 05:00PM ET,IND,24.90
PG/SG,Eric Bledsoe (20372850),Eric Bledsoe,20372850,PG/SG/G/UTIL,5100,GSW@LAC 11/28/2021 03:30PM ET,LAC,23.5
PF/C,Nicolas Batum (20372854),Nicolas Batum,20372854,PF/C/F/UTIL,5000,GSW@LAC 11/28/2021 03:30PM ET,LAC,23.52
PG,Donte DiVincenzo (20372858),Donte DiVincenzo,20372858,PG/G/UTIL,4900,MIL@IND 11/28/2021 05:00PM ET,MIL,0
SG/SF,Pat Connaughton (20372861),Pat Connaughton,20372861,SG/SF/F/G/UTIL,4700,MIL@IND 11/28/2021 05:00PM ET,MIL,24.14
PG/SF,Terance Mann (20372866),Terance Mann,20372866,PG/SF/F/G/UTIL,4600,GSW@LAC 11/28/2021 03:30PM ET,LAC,21.38
SG/SF,Luke Kennard (20372871),Luke Kennard,20372871,SG/SF/F/G/UTIL,4500,GSW@LAC 11/28/2021 03:30PM ET,LAC,19.83
