Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Nikola Jokic (20807892),Nikola Jokic,20807892,C/UTIL,11900,GSW@DEN 12/30/2021 09:30PM ET,DEN,59.25
PF/C,Giannis Antetokounmpo (20807894),Giannis Antetokounmpo,20807894,PF/C/F/UTIL,11600,MIL@ORL 12/30/2021 07:00PM ET,MIL,55.46
PG,Stephen Curry (20807898),Stephen Curry,20807898,PG/G/UTIL,11400,GSW@DEN 12/30/2021 09:30PM ET,GSW,48.62
SF/PF,Kevin Durant (20807901),Kevin Durant,20807901,SF/PF/F/UTIL,11200,PHI@BKN 12/30/2021 07:00PM ET,BKN,51.44
PG,James Harden (20807905),James Harden,20807905,PG/G/UTIL,11100,PHI@BKN 12/30/2021 07:00PM ET,BKN,51.36
C,Joel Embiid (20807908),Joel Embiid,20807908,C/UTIL,11000,PHI@BKN 12/30/2021 07:00PM ET,PHI,51.03
PG/SG,Bradley Beal (20807910),Bradley Beal,20807910,PG/SG/G/UTIL,10100,CLE@WAS 12/30/2021 07:00PM ET,WAS,39.32
C,Jarrett Allen (20807914),Jarrett Allen,20807914,C/UTIL,9800,CLE@WAS 12/30/2021 07:00PM ET,CLE,37.66
PG/SG,Darius Garland (20807916),Darius Garland,20807916,PG/SG/G/UTIL,9500,CLE@WAS 12/30/2021 07:00PM ET,CLE,36.94
PG,Jrue Holiday (20807920),Jrue Holiday,20807920,PG/G/UTIL,8900,MIL@ORL 12/30/2021 07:00PM ET,MIL,37.08
PF,Tobias Harris (20807923),Tobias Harris,20807923,PF/F/UTIL,8800,PHI@BKN 12/30/2021 07:00PM ET,PHI,36.34
PG,Ben Simmons (20807926),Ben Simmons,20807926,PG/G/UTIL,8700,PHI@BKN 12/30/2021 07:00PM ET,PHI,0
PG,Kyrie Irving (20807929),Kyrie Irving,20807929,PG/G/UTIL,8500,PHI@BKN 12/30/2021 07:00PM ET,BKN,0
PG,Cole Anthony (20807932),Cole Anthony,20807932,PG/G/UTIL,8400,MIL@ORL 12/30/2021 07:00PM ET,ORL,38.53
SG/SF,Khris Middleton (20807935),Khris Middleton,20807935,SG/SF/F/G/UTIL,8000,MIL@ORL 12/30/2021 07:00PM ET,MIL,34.67
PF/C,Evan Mobley (20807940),Evan Mobley,20807940,PF/C/F/UTIL,7800,CLE@WAS 12/30/2021 07:00PM ET,CLE,33.18
PF/C,Wendell Carter Jr. (20807944),Wendell Carter Jr.,20807944,PF/C/F/UTIL,7600,MIL@ORL 12/30/2021 07:00PM ET,ORL,32.44
C,Bobby Portis (20807948),Bobby Portis,20807948,C/UTIL,7500,MIL@ORL 12/30/2021 07:00PM ET,MIL,33.59
PF/C,Draymond Green (20807950),Draymond Green,20807950,PF/C/F/UTIL,7400,GSW@DEN 12/30/2021 09:30PM ET,GSW,33.60
SG,Jamal Murray (20807954),Jamal Murray,20807954,SG/G/UTIL,7300,GSW@DEN 12/30/2021 09:30PM ET,DEN,0
PG/SG,Patty Mills (20807957),Patty Mills,20807957,PG/SG/G/UTIL,7200,PHI@BKN 12/30/2021 07:00PM ET,BKN,23.72
PG,Spencer Dinwiddie (20807961),Spencer Dinwiddie,20807961,PG/G/UTIL,7100,CLE@WAS 12/30/2021 07:00PM ET,WAS,29.26
SF/PF,Franz Wagner (20807964),Franz Wagner,20807964,SF/PF/F/UTIL,7000,MIL@ORL 12/30/2021 07:00PM ET,ORL,28.85
SG/SF,Andrew Wiggins (20807968),Andrew Wiggins,20807968,SG/SF/F/G/UTIL,6900,GSW@DEN 12/30/2021 09:30PM ET,GSW,30.48
SF/PF,Kyle Kuzma (20807973),Kyle Kuzma,20807973,SF/PF/F/UTIL,6800,CLE@WAS 12/30/2021 07:00PM ET,WAS,30.26
PF/C,Kevin Love (20807977),Kevin Love,20807977,PF/C/F/UTIL,6700,CLE@WAS 12/30/2021 07:00PM ET,CLE,27.41
PG/SG,Jordan Poole (20807981),Jordan Poole,20807981,PG/SG/G/UTIL,6500,GSW@DEN 12/30/2021 09:30PM ET,GSW,29.88
C,Andre Drummond (20807988),Andre Drummond,20807988,C/UTIL,6400,PHI@BKN 12/30/2021 07:00PM ET,PHI,24.18
PG,Ricky Rubio (20807985),Ricky Rubio,20807985,PG/G/UTIL,6400,CLE@WAS 12/30/2021 07:00PM ET,CLE,31.26
SG,Klay Thompson (20807990),Klay Thompson,20807990,SG/G/UTIL,6300,GSW@DEN 12/30/2021 09:30PM ET,GSW,0
C,LaMarcus Aldridge (20807993),LaMarcus Aldridge,20807993,C/UTIL,6100,PHI@BKN 12/30/2021 07:00PM ET,BKN,25.46
SG,Seth Curry (20807995),Seth Curry,20807995,SG/G/UTIL,6000,PHI@BKN 12/30/2021 07:00PM ET,PHI,27.03
C,Mo Bamba (20807998),Mo Bamba,20807998,C/UTIL,5900,MIL@ORL 12/30/2021 07:00PM ET,ORL,30.07
SF/PF,Lauri Markkanen (20808000),Lauri Markkanen,20808000,SF/PF/F/UTIL,5800,CLE@WAS 12/30/2021 07:00PM ET,CLE,25.2
SG,Will Barton (20808004),Will Barton,20808004,SG/G/UTIL,5700,GSW@DEN 12/30/2021 09:30PM ET,DEN,30.86
