,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
0,PF/C,Giannis Antetokounmpo (19599923) (LOCKED),Giannis Antetokounmpo,19599923,PF/C/F/UTIL,10000,Final,MIL,55.29
1,SF/PF,Kevin Durant (19599927) (LOCKED),Kevin Durant,19599927,SF/PF/F/UTIL,9900,Final,BKN,50.34
2,PG,Stephen Curry (19599931) (LOCKED),Stephen Curry,19599931,PG/G/UTIL,9400,Final,GSW,52.4
3,PG/SG,James Harden (19599934) (LOCKED),James Harden,19599934,PG/SG/G/UTIL,9300,Final,BKN,47.45
4,SF/PF,LeBron James (19599938) (LOCKED),LeBron James,19599938,SF/PF/F/UTIL,9000,Final,LAL,48.38
5,PF/C,Anthony Davis (19599942) (LOCKED),Anthony Davis,19599942,PF/C/F/UTIL,8800,Final,LAL,48.5
6,PG,Russell Westbrook (19599946) (LOCKED),Russell Westbrook,19599946,PG/G/UTIL,8600,Final,LAL,45.15
7,PG/SG,Kyrie Irving (19599949) (LOCKED),Kyrie Irving,19599949,PG/SG/G/UTIL,7500,Final,BKN,0.0
8,SF,Khris Middleton (19599953) (LOCKED),Khris Middleton,19599953,SF/F/UTIL,7200,Final,MIL,35.92
9,PG,Jrue Holiday (19599956) (LOCKED),Jrue Holiday,19599956,PG/G/UTIL,7000,Final,MIL,30.5
10,PF/C,Draymond Green (19599959) (LOCKED),Draymond Green,19599959,PF/C/F/UTIL,6800,Final,GSW,31.86
11,SG,Klay Thompson (19599963) (LOCKED),Klay Thompson,19599963,SG/G/UTIL,6600,Final,GSW,0.0
12,SG/SF,Andrew Wiggins (19599966) (LOCKED),Andrew Wiggins,19599966,SG/SF/F/G/UTIL,6200,Final,GSW,28.69
13,C,Brook Lopez (19599971) (LOCKED),Brook Lopez,19599971,C/UTIL,5900,Final,MIL,23.25
14,SF,Joe Harris (19599973) (LOCKED),Joe Harris,19599973,SF/F/UTIL,5800,Final,BKN,20.11
15,PG/SG,Donte DiVincenzo (19599976) (LOCKED),Donte DiVincenzo,19599976,PG/SG/G/UTIL,5500,Final,MIL,0.0
16,PF/C,Blake Griffin (19599980) (LOCKED),Blake Griffin,19599980,PF/C/F/UTIL,5400,Final,BKN,17.71
17,SF/PF,Otto Porter Jr. (19599984) (LOCKED),Otto Porter Jr.,19599984,SF/PF/F/UTIL,5300,Final,GSW,16.81
18,C,James Wiseman (19599988) (LOCKED),James Wiseman,19599988,C/UTIL,5100,Final,GSW,0.0
19,C,Dwight Howard (19599990) (LOCKED),Dwight Howard,19599990,C/UTIL,4900,Final,LAL,14.52
20,PG/SG,Jordan Poole (19600024) (LOCKED),Jordan Poole,19600024,PG/SG/G/UTIL,4800,Final,GSW,28.73
21,SG/SF,Pat Connaughton (19599992) (LOCKED),Pat Connaughton,19599992,SG/SF/F/G/UTIL,4700,Final,MIL,23.46
22,SG,Malik Monk (19599997) (LOCKED),Malik Monk,19599997,SG/G/UTIL,4500,Final,LAL,16.18
23,SG,Wayne Ellington (19600000) (LOCKED),Wayne Ellington,19600000,SG/G/UTIL,4400,Final,LAL,12.82
24,PG/SG,Kendrick Nunn (19600003) (LOCKED),Kendrick Nunn,19600003,PG/SG/G/UTIL,4300,Final,LAL,0.0
25,SF/PF,Trevor Ariza (19600007) (LOCKED),Trevor Ariza,19600007,SF/PF/F/UTIL,4200,Final,LAL,0.0
26,C,Kevon Looney (19600011) (LOCKED),Kevon Looney,19600011,C/UTIL,4100,Final,GSW,17.52
27,C,Nicolas Claxton (19600013) (LOCKED),Nicolas Claxton,19600013,C/UTIL,4000,Final,BKN,16.12
28,PF/C,Bobby Portis (19600020) (LOCKED),Bobby Portis,19600020,PF/C/F/UTIL,4000,Final,MIL,28.17
29,SG/SF,Talen Horton-Tucker (19600015) (LOCKED),Talen Horton-Tucker,19600015,SG/SF/F/G/UTIL,4000,Final,LAL,34.5
30,C,LaMarcus Aldridge (19600028) (LOCKED),LaMarcus Aldridge,19600028,C/UTIL,3900,Final,BKN,24.31
31,PG/SG,George Hill (19600030) (LOCKED),George Hill,19600030,PG/SG/G/UTIL,3900,Final,MIL,19.83
32,PF,Carmelo Anthony (19600034) (LOCKED),Carmelo Anthony,19600034,PF/F/UTIL,3900,Final,LAL,26.3
33,PF/C,Paul Millsap (19600037) (LOCKED),Paul Millsap,19600037,PF/C/F/UTIL,3800,Final,BKN,9.12
34,SG/SF,Grayson Allen (19600043) (LOCKED),Grayson Allen,19600043,SG/SF/F/G/UTIL,3800,Final,MIL,26.93
35,C,DeAndre Jordan (19600041) (LOCKED),DeAndre Jordan,19600041,C/UTIL,3800,Final,LAL,15.38
36,PG/SG,Patty Mills (19600048) (LOCKED),Patty Mills,19600048,PG/SG/G/UTIL,3700,Final,BKN,18.46
37,PG/SG,Damion Lee (19600052) (LOCKED),Damion Lee,19600052,PG/SG/G/UTIL,3700,Final,GSW,17.82
38,PG,Rajon Rondo (19600056) (LOCKED),Rajon Rondo,19600056,PG/G/UTIL,3700,Final,LAL,15.25
39,SG/SF,Rodney Hood (19600062) (LOCKED),Rodney Hood,19600062,SG/SF/F/G/UTIL,3600,Final,MIL,7.64
40,SG/SF,Bruce Brown (19600070) (LOCKED),Bruce Brown,19600070,SG/SF/F/G/UTIL,3600,Final,BKN,17.1
41,SF,Jonathan Kuminga (19600059) (LOCKED),Jonathan Kuminga,19600059,SF/F/UTIL,3600,Final,GSW,6.43
42,SF,Kent Bazemore (19600067) (LOCKED),Kent Bazemore,19600067,SF/F/UTIL,3600,Final,LAL,11.89
43,SF,Andre Iguodala (19600075) (LOCKED),Andre Iguodala,19600075,SF/F/UTIL,3500,Final,GSW,16.91
44,PF,James Johnson (19600086) (LOCKED),James Johnson,19600086,PF/F/UTIL,3400,Final,BKN,4.67
45,PF/C,Juan Toscano-Anderson (19600078) (LOCKED),Juan Toscano-Anderson,19600078,PF/C/F/UTIL,3400,Final,GSW,10.56
46,PF/C,Nemanja Bjelica (19600082) (LOCKED),Nemanja Bjelica,19600082,PF/C/F/UTIL,3400,Final,GSW,17.48
47,C,Day'Ron Sharpe (19600091) (LOCKED),Day'Ron Sharpe,19600091,C/UTIL,3300,Final,BKN,4.67
48,C,Jordan Bell (19600089) (LOCKED),Jordan Bell,19600089,C/UTIL,3300,Final,GSW,0.0
49,SG,Moses Moody (19600093) (LOCKED),Moses Moody,19600093,SG/G/UTIL,3200,Final,GSW,3.72
50,PG,Jeff Teague (19600099) (LOCKED),Jeff Teague,19600099,PG/G/UTIL,3100,Final,MIL,0.0
51,SF,DeAndre' Bembry (19600102) (LOCKED),DeAndre' Bembry,19600102,SF/F/UTIL,3100,Final,BKN,11.14
52,PG,Nico Mannion (19600096) (LOCKED),Nico Mannion,19600096,PG/G/UTIL,3100,Final,GSW,0.0
53,SG,Avery Bradley (19600129) (LOCKED),Avery Bradley,19600129,SG/G/UTIL,3000,Final,LAL,11.04
54,SF,Axel Toupane (19600171) (LOCKED),Axel Toupane,19600171,SF/F/UTIL,3000,Final,GSW,0.0
55,C,Nikola Milutinov (19600117) (LOCKED),Nikola Milutinov,19600117,C/UTIL,3000,Final,BKN,0.0
56,PF,Thanasis Antetokounmpo (19600119) (LOCKED),Thanasis Antetokounmpo,19600119,PF/F/UTIL,3000,Final,MIL,11.71
57,PF,RaiQuan Gray (19600126) (LOCKED),RaiQuan Gray,19600126,PF/F/UTIL,3000,Final,BKN,0.0
58,SG,Georgios Kalaitzakis (19600132) (LOCKED),Georgios Kalaitzakis,19600132,SG/G/UTIL,3000,Final,MIL,3.45
59,PG,Tremont Waters (19600138) (LOCKED),Tremont Waters,19600138,PG/G/UTIL,3000,Final,MIL,0.0
60,PF,Devontae Cacok (19600144) (LOCKED),Devontae Cacok,19600144,PF/F/UTIL,3000,Final,BKN,0.0
61,SG,Elijah Bryant (19600147) (LOCKED),Elijah Bryant,19600147,SG/G/UTIL,3000,Final,MIL,0.0
62,PF,Javin DeLaurier (19600156) (LOCKED),Javin DeLaurier,19600156,PF/F/UTIL,3000,Final,MIL,0.0
63,SG,Elijah Millsap (19600159) (LOCKED),Elijah Millsap,19600159,SG/G/UTIL,3000,Final,BKN,0.0
64,C,Johnny O'Bryant III (19600162) (LOCKED),Johnny O'Bryant III,19600162,C/UTIL,3000,Final,MIL,0.0
65,SG,David Duke Jr. (19600164) (LOCKED),David Duke Jr.,19600164,SG/G/UTIL,3000,Final,BKN,0.0
66,PG/SG,Cameron Thomas (19600167) (LOCKED),Cameron Thomas,19600167,PG/SG/G/UTIL,3000,Final,BKN,2.22
67,PG,Marcus Zegarowski (19600174) (LOCKED),Marcus Zegarowski,19600174,PG/G/UTIL,3000,Final,BKN,0.0
68,PF,Semi Ojeleye (19600177) (LOCKED),Semi Ojeleye,19600177,PF/F/UTIL,3000,Final,MIL,11.0
69,SF/PF,Jordan Nwora (19600180) (LOCKED),Jordan Nwora,19600180,SF/PF/F/UTIL,3000,Final,MIL,16.62
70,PG,Jevon Carter (19600184) (LOCKED),Jevon Carter,19600184,PG/G/UTIL,3000,Final,BKN,8.39
71,SF,Kessler Edwards (19600187) (LOCKED),Kessler Edwards,19600187,SF/F/UTIL,3000,Final,BKN,0.0
72,SF,Justin Jackson (19600200) (LOCKED),Justin Jackson,19600200,SF/F/UTIL,3000,Final,MIL,0.0
73,PG,Justin Robinson (19600203) (LOCKED),Justin Robinson,19600203,PG/G/UTIL,3000,Final,MIL,7.92
