Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Richaun Holmes (20372397),Richaun Holmes,20372397,C/UTIL,6000,SAC@MEM 11/28/2021 06:00PM ET,SAC,30.99
SF/PF,Harrison Barnes (20372399),Harrison Barnes,20372399,SF/PF/F/UTIL,5900,SAC@MEM 11/28/2021 06:00PM ET,SAC,34.16
C,Robert Williams (20372403),Robert Williams,20372403,C/UTIL,5800,BOS@TOR 11/28/2021 06:00PM ET,BOS,29.02
SF/PF,Saddiq Bey (20372405),Saddiq Bey,20372405,SF/PF/F/UTIL,5700,DET@LAL 11/28/2021 09:30PM ET,DET,27.58
SG,Desmond Bane (20372413),Desmond Bane,20372413,SG/G/UTIL,5700,SAC@MEM 11/28/2021 06:00PM ET,MEM,26.04
PG/SG,Marcus Smart (20372409),Marcus Smart,20372409,PG/SG/G/UTIL,5700,BOS@TOR 11/28/2021 06:00PM ET,BOS,28.83
SG/SF,Gary Trent Jr. (20372416),Gary Trent Jr.,20372416,SG/SF/F/G/UTIL,5600,BOS@TOR 11/28/2021 06:00PM ET,TOR,29.24
C,Kelly Olynyk (20372421),Kelly Olynyk,20372421,C/UTIL,5000,DET@LAL 11/28/2021 09:30PM ET,DET,26.88
PF,Carmelo Anthony (20372423),Carmelo Anthony,20372423,PF/F/UTIL,4900,DET@LAL 11/28/2021 09:30PM ET,LAL,25.02
PG,Tyus Jones (20372426),Tyus Jones,20372426,PG/G/UTIL,4800,SAC@MEM 11/28/2021 06:00PM ET,MEM,14.96
SG/SF,Talen Horton-Tucker (20372429),Talen Horton-Tucker,20372429,SG/SF/F/G/UTIL,4700,DET@LAL 11/28/2021 09:30PM ET,LAL,25.03
SG,Malik Monk (20372434),Malik Monk,20372434,SG/G/UTIL,4600,DET@LAL 11/28/2021 09:30PM ET,LAL,18.17
PG,Cory Joseph (20372437),Cory Joseph,20372437,PG/G/UTIL,4500,DET@LAL 11/28/2021 09:30PM ET,DET,16.12
PF,Marvin Bagley III (20372440),Marvin Bagley III,20372440,PF/F/UTIL,4500,SAC@MEM 11/28/2021 06:00PM ET,SAC,14.21
C,Isaiah Stewart (20372443),Isaiah Stewart,20372443,C/UTIL,4400,DET@LAL 11/28/2021 09:30PM ET,DET,20.60
SF/PF,Kyle Anderson (20372445),Kyle Anderson,20372445,SF/PF/F/UTIL,4300,SAC@MEM 11/28/2021 06:00PM ET,MEM,20.71
C,Precious Achiuwa (20372449),Precious Achiuwa,20372449,C/UTIL,4200,BOS@TOR 11/28/2021 06:00PM ET,TOR,23.04
PF/C,Chris Boucher (20372451),Chris Boucher,20372451,PF/C/F/UTIL,4100,BOS@TOR 11/28/2021 06:00PM ET,TOR,14.18
PG,Killian Hayes (20372459),Killian Hayes,20372459,PG/G/UTIL,4000,DET@LAL 11/28/2021 09:30PM ET,DET,18.84
C,Steven Adams (20372457),Steven Adams,20372457,C/UTIL,4000,SAC@MEM 11/28/2021 06:00PM ET,MEM,22.87
C,Khem Birch (20372455),Khem Birch,20372455,C/UTIL,4000,BOS@TOR 11/28/2021 06:00PM ET,TOR,18.65
PF,Chimezie Metu (20372462),Chimezie Metu,20372462,PF/F/UTIL,3900,SAC@MEM 11/28/2021 06:00PM ET,SAC,20.19
PF/C,Grant Williams (20372465),Grant Williams,20372465,PF/C/F/UTIL,3900,BOS@TOR 11/28/2021 06:00PM ET,BOS,15.36
SG,Frank Jackson (20372472),Frank Jackson,20372472,SG/G/UTIL,3800,DET@LAL 11/28/2021 09:30PM ET,DET,13.83
SG,Josh Richardson (20372469),Josh Richardson,20372469,SG/G/UTIL,3800,BOS@TOR 11/28/2021 06:00PM ET,BOS,17.04
PG/SG,De'Anthony Melton (20372475),De'Anthony Melton,20372475,PG/SG/G/UTIL,3700,SAC@MEM 11/28/2021 06:00PM ET,MEM,22.75
PG,Davion Mitchell (20372479),Davion Mitchell,20372479,PG/G/UTIL,3700,SAC@MEM 11/28/2021 06:00PM ET,SAC,19.11
PF/C,Trey Lyles (20372482),Trey Lyles,20372482,PF/C/F/UTIL,3600,DET@LAL 11/28/2021 09:30PM ET,DET,14.86
SG,Avery Bradley (20372490),Avery Bradley,20372490,SG/G/UTIL,3600,DET@LAL 11/28/2021 09:30PM ET,LAL,11.48
PF/C,Brandon Clarke (20372486),Brandon Clarke,20372486,PF/C/F/UTIL,3600,SAC@MEM 11/28/2021 06:00PM ET,MEM,16.78
SG/SF,Hamidou Diallo (20372495),Hamidou Diallo,20372495,SG/SF/F/G/UTIL,3500,DET@LAL 11/28/2021 09:30PM ET,DET,13.33
SG,Kendrick Nunn (20372500),Kendrick Nunn,20372500,SG/G/UTIL,3500,DET@LAL 11/28/2021 09:30PM ET,LAL,0
C,Alex Len (20372493),Alex Len,20372493,C/UTIL,3500,SAC@MEM 11/28/2021 06:00PM ET,SAC,16.83
SG/SF,John Konchar (20372503),John Konchar,20372503,SG/SF/F/G/UTIL,3500,SAC@MEM 11/28/2021 06:00PM ET,MEM,10.47
C,DeAndre Jordan (20372508),DeAndre Jordan,20372508,C/UTIL,3400,DET@LAL 11/28/2021 09:30PM ET,LAL,15.03
PF,Josh Jackson (20372510),Josh Jackson,20372510,PF/F/UTIL,3400,DET@LAL 11/28/2021 09:30PM ET,DET,16.84
C,Dwight Howard (20372518),Dwight Howard,20372518,C/UTIL,3300,DET@LAL 11/28/2021 09:30PM ET,LAL,13.96
C,Tristan Thompson (20372513),Tristan Thompson,20372513,C/UTIL,3300,SAC@MEM 11/28/2021 06:00PM ET,SAC,13.95
SG/SF,Ziaire Williams (20372520),Ziaire Williams,20372520,SG/SF/F/G/UTIL,3300,SAC@MEM 11/28/2021 06:00PM ET,MEM,9.53
PG,Goran Dragic (20372515),Goran Dragic,20372515,PG/G/UTIL,3300,BOS@TOR 11/28/2021 06:00PM ET,TOR,16.9
C,Enes Kanter (20372525),Enes Kanter,20372525,C/UTIL,3200,BOS@TOR 11/28/2021 06:00PM ET,BOS,12.03
PG,Rajon Rondo (20372536),Rajon Rondo,20372536,PG/G/UTIL,3100,DET@LAL 11/28/2021 09:30PM ET,LAL,13.23
SG/SF,Terence Davis (20372531),Terence Davis,20372531,SG/SF/F/G/UTIL,3100,SAC@MEM 11/28/2021 06:00PM ET,SAC,9.94
PG/SG,Malachi Flynn (20372527),Malachi Flynn,20372527,PG/SG/G/UTIL,3100,BOS@TOR 11/28/2021 06:00PM ET,TOR,5.96
SF,Romeo Langford (20372539),Romeo Langford,20372539,SF/F/UTIL,3100,BOS@TOR 11/28/2021 06:00PM ET,BOS,10.5
PG,Frank Mason III (20372544),Frank Mason III,20372544,PG/G/UTIL,3000,DET@LAL 11/28/2021 09:30PM ET,LAL,0
C,Jay Huff (20372552),Jay Huff,20372552,C/UTIL,3000,DET@LAL 11/28/2021 09:30PM ET,LAL,4
C,Balsa Koprivica (20372560),Balsa Koprivica,20372560,C/UTIL,3000,DET@LAL 11/28/2021 09:30PM ET,DET,0
C,Luka Garza (20372562),Luka Garza,20372562,C/UTIL,3000,DET@LAL 11/28/2021 09:30PM ET,DET,9.36
PG/SG,Trevelin Queen (20372612),Trevelin Queen,20372612,PG/SG/G/UTIL,3000,DET@LAL 11/28/2021 09:30PM ET,LAL,0
PG/SG,Mac McClung (20372616),Mac McClung,20372616,PG/SG/G/UTIL,3000,DET@LAL 11/28/2021 09:30PM ET,LAL,0
PG/SG,Austin Reaves (20372620),Austin Reaves,20372620,PG/SG/G/UTIL,3000,DET@LAL 11/28/2021 09:30PM ET,LAL,11.15
SG/SF,Wayne Ellington (20372645),Wayne Ellington,20372645,SG/SF/F/G/UTIL,3000,DET@LAL 11/28/2021 09:30PM ET,LAL,10.98
PG,Saben Lee (20372692),Saben Lee,20372692,PG/G/UTIL,3000,DET@LAL 11/28/2021 09:30PM ET,DET,9.25
PG,Derrick Walton Jr. (20372695),Derrick Walton Jr.,20372695,PG/G/UTIL,3000,DET@LAL 11/28/2021 09:30PM ET,DET,0
PF,Kostas Antetokounmpo (20372704),Kostas Antetokounmpo,20372704,PF/F/UTIL,3000,DET@LAL 11/28/2021 09:30PM ET,LAL,0
PF,Trevor Ariza (20372707),Trevor Ariza,20372707,PF/F/UTIL,3000,DET@LAL 11/28/2021 09:30PM ET,LAL,0
PF,Jamorko Pickett (20372725),Jamorko Pickett,20372725,PF/F/UTIL,3000,DET@LAL 11/28/2021 09:30PM ET,DET,1
PF,Isaiah Livers (20372728),Isaiah Livers,20372728,PF/F/UTIL,3000,DET@LAL 11/28/2021 09:30PM ET,DET,0
SG,Chaundee Brown Jr. (20372746),Chaundee Brown Jr.,20372746,SG/G/UTIL,3000,DET@LAL 11/28/2021 09:30PM ET,LAL,0
SG,Cassius Stanley (20372755),Cassius Stanley,20372755,SG/G/UTIL,3000,DET@LAL 11/28/2021 09:30PM ET,DET,0
SG,Chris Smith (20372758),Chris Smith,20372758,SG/G/UTIL,3000,DET@LAL 11/28/2021 09:30PM ET,DET,0
SF,Kent Bazemore (20372773),Kent Bazemore,20372773,SF/F/UTIL,3000,DET@LAL 11/28/2021 09:30PM ET,LAL,11.34
SF,Alfonzo McKinnie (20372776),Alfonzo McKinnie,20372776,SF/F/UTIL,3000,DET@LAL 11/28/2021 09:30PM ET,LAL,0
SF,Cameron Oliver (20372779),Cameron Oliver,20372779,SF/F/UTIL,3000,DET@LAL 11/28/2021 09:30PM ET,LAL,0
SF,Sekou Doumbouya (20372782),Sekou Doumbouya,20372782,SF/F/UTIL,3000,DET@LAL 11/28/2021 09:30PM ET,LAL,15.5
SF,Rodney McGruder (20372785),Rodney McGruder,20372785,SF/F/UTIL,3000,DET@LAL 11/28/2021 09:30PM ET,DET,3.62
C,Marc Gasol (20372542),Marc Gasol,20372542,C/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,MEM,0
C,Damian Jones (20372556),Damian Jones,20372556,C/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,SAC,7.88
C,Neemias Queta (20372558),Neemias Queta,20372558,C/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,SAC,0
SF/PF,Romeo Weems (20372572),Romeo Weems,20372572,SF/PF/F/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,MEM,0
SF/PF,Matthew Hurt (20372576),Matthew Hurt,20372576,SF/PF/F/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,MEM,0
SF/PF,Moe Harkless (20372580),Moe Harkless,20372580,SF/PF/F/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,SAC,10.61
SF/PF,Louis King (20372584),Louis King,20372584,SF/PF/F/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,SAC,0
PF/C,Santi Aldama (20372588),Santi Aldama,20372588,PF/C/F/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,MEM,6.75
PF/C,Xavier Tillman (20372592),Xavier Tillman,20372592,PF/C/F/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,MEM,12.38
PF/C,Killian Tillie (20372596),Killian Tillie,20372596,PF/C/F/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,MEM,5.62
PG/SG,Ade Murkey (20372624),Ade Murkey,20372624,PG/SG/G/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,SAC,0
PG/SG,Matt Coleman III (20372628),Matt Coleman III,20372628,PG/SG/G/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,SAC,0
PG/SG,DJ Steward (20372632),DJ Steward,20372632,PG/SG/G/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,SAC,0
PG/SG,Jahmi'us Ramsey (20372636),Jahmi'us Ramsey,20372636,PG/SG/G/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,SAC,2.5
SG/SF,Jarrett Culver (20372640),Jarrett Culver,20372640,SG/SF/F/G/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,MEM,7.25
SG/SF,Robert Woodard II (20372655),Robert Woodard II,20372655,SG/SF/F/G/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,SAC,0
PG,David Stockton (20372665),David Stockton,20372665,PG/G/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,MEM,0
PG,Tim Frazier (20372668),Tim Frazier,20372668,PG/G/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,MEM,0
PG,Kris Dunn (20372671),Kris Dunn,20372671,PG/G/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,MEM,0
PG,Shaq Buchanan (20372674),Shaq Buchanan,20372674,PG/G/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,MEM,0
PG,Carsen Edwards (20372677),Carsen Edwards,20372677,PG/G/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,MEM,0
PF,Emanuel Terry (20372722),Emanuel Terry,20372722,PF/F/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,SAC,0
SG,Ahmad Caver (20372737),Ahmad Caver,20372737,SG/G/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,MEM,0
SG,Sean McDermott (20372740),Sean McDermott,20372740,SG/G/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,MEM,0
SG,Sam Merrill (20372743),Sam Merrill,20372743,SG/G/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,MEM,7.04
SF,Yves Pons (20372770),Yves Pons,20372770,SF/F/UTIL,3000,SAC@MEM 11/28/2021 06:00PM ET,MEM,1.25
PG,Dalano Banton (20372547),Dalano Banton,20372547,PG/G/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,TOR,10.82
C,Aron Baynes (20372550),Aron Baynes,20372550,C/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,TOR,0
C,Luke Kornet (20372554),Luke Kornet,20372554,C/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,BOS,0
SF/PF,Justin Champagnie (20372564),Justin Champagnie,20372564,SF/PF/F/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,TOR,2.34
SF/PF,Freddie Gillespie (20372568),Freddie Gillespie,20372568,SF/PF/F/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,TOR,0
PF/C,Bruno Fernando (20372600),Bruno Fernando,20372600,PF/C/F/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,BOS,0.54
PG/SG,Ashton Hagans (20372604),Ashton Hagans,20372604,PG/SG/G/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,TOR,0
PG/SG,David Johnson (20372608),David Johnson,20372608,PG/SG/G/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,TOR,0
SG/SF,Aaron Nesmith (20372650),Aaron Nesmith,20372650,SG/SF/F/G/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,BOS,5.22
SG/SF,Svi Mykhailiuk (20372660),Svi Mykhailiuk,20372660,SG/SF/F/G/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,TOR,13.22
PG,Chris Clemons (20372680),Chris Clemons,20372680,PG/G/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,BOS,0
PG,Ryan Arcidiacono (20372683),Ryan Arcidiacono,20372683,PG/G/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,BOS,0
PG,Payton Pritchard (20372686),Payton Pritchard,20372686,PG/G/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,BOS,5.12
PG,Brodric Thomas (20372689),Brodric Thomas,20372689,PG/G/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,BOS,0.38
PF,Isaac Bonga (20372698),Isaac Bonga,20372698,PF/F/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,TOR,2.38
PF,Reggie Perry (20372701),Reggie Perry,20372701,PF/F/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,TOR,0
PF,Jabari Parker (20372710),Jabari Parker,20372710,PF/F/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,BOS,10.32
PF,Sam Hauser (20372713),Sam Hauser,20372713,PF/F/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,BOS,1.62
PF,Juwan Morgan (20372716),Juwan Morgan,20372716,PF/F/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,BOS,0
PF,Juancho Hernangomez (20372719),Juancho Hernangomez,20372719,PF/F/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,BOS,2.77
SG,Breein Tyree (20372731),Breein Tyree,20372731,SG/G/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,TOR,0
SG,Yuta Watanabe (20372734),Yuta Watanabe,20372734,SG/G/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,TOR,14.75
SG,Theo Pinson (20372749),Theo Pinson,20372749,SG/G/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,BOS,0
SG,Juhann Begarin (20372752),Juhann Begarin,20372752,SG/G/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,BOS,0
SF,Sam Dekker (20372761),Sam Dekker,20372761,SF/F/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,TOR,0
SF,Alex Antetokounmpo (20372764),Alex Antetokounmpo,20372764,SF/F/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,TOR,0
SF,Josh Hall (20372767),Josh Hall,20372767,SF/F/UTIL,3000,BOS@TOR 11/28/2021 06:00PM ET,TOR,0
