Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SF,LeBron James (20962507),LeBron James,20962507,PG/SF/F/G/UTIL,11700,LAL@SAC 01/12/2022 10:00PM ET,LAL,54.53
C,Joel Embiid (20962512),Joel Embiid,20962512,C/UTIL,11200,CHA@PHI 01/12/2022 07:00PM ET,PHI,52.02
PF,Kevin Durant (20962514),Kevin Durant,20962514,PF/F/UTIL,11000,BKN@CHI 01/12/2022 10:00PM ET,BKN,51.56
PG,Luka Doncic (20962517),Luka Doncic,20962517,PG/G/UTIL,10900,DAL@NYK 01/12/2022 07:30PM ET,DAL,52.06
PG,James Harden (20962520),James Harden,20962520,PG/G/UTIL,10400,BKN@CHI 01/12/2022 10:00PM ET,BKN,51.51
PG,Trae Young (20962523),Trae Young,20962523,PG/G/UTIL,10300,MIA@ATL 01/12/2022 07:30PM ET,ATL,49.65
PF/C,Domantas Sabonis (20962526),Domantas Sabonis,20962526,PF/C/F/UTIL,10000,BOS@IND 01/12/2022 07:00PM ET,IND,44.04
PF/C,Anthony Davis (20962530),Anthony Davis,20962530,PF/C/F/UTIL,9900,LAL@SAC 01/12/2022 10:00PM ET,LAL,46.18
SF,Jimmy Butler (20962534),Jimmy Butler,20962534,SF/F/UTIL,9800,MIA@ATL 01/12/2022 07:30PM ET,MIA,43.01
PG,Dejounte Murray (20962537),Dejounte Murray,20962537,PG/G/UTIL,9700,HOU@SAS 01/12/2022 08:30PM ET,SAS,47.63
PG,Russell Westbrook (20962540),Russell Westbrook,20962540,PG/G/UTIL,9600,LAL@SAC 01/12/2022 10:00PM ET,LAL,43.82
SF/PF,Jayson Tatum (20962543),Jayson Tatum,20962543,SF/PF/F/UTIL,9500,BOS@IND 01/12/2022 07:00PM ET,BOS,45.65
PG/SG,Donovan Mitchell (20962547),Donovan Mitchell,20962547,PG/SG/G/UTIL,9400,CLE@UTA 01/12/2022 09:00PM ET,UTA,42.20
SG/SF,Jaylen Brown (20962551),Jaylen Brown,20962551,SG/SF/F/G/UTIL,9300,BOS@IND 01/12/2022 07:00PM ET,BOS,40.55
PG/SG,Bradley Beal (20962556),Bradley Beal,20962556,PG/SG/G/UTIL,9200,ORL@WAS 01/12/2022 07:00PM ET,WAS,41.21
C,Nikola Vucevic (20962560),Nikola Vucevic,20962560,C/UTIL,9100,BKN@CHI 01/12/2022 10:00PM ET,CHI,40.79
PF,Kristaps Porzingis (20962562),Kristaps Porzingis,20962562,PF/F/UTIL,9000,DAL@NYK 01/12/2022 07:30PM ET,DAL,39.47
PG/SG,Kyrie Irving (20962565),Kyrie Irving,20962565,PG/SG/G/UTIL,8900,BKN@CHI 01/12/2022 10:00PM ET,BKN,40.12
SG/SF,Zach LaVine (20962569),Zach LaVine,20962569,SG/SF/F/G/UTIL,8800,BKN@CHI 01/12/2022 10:00PM ET,CHI,40.27
PG/SG,LaMelo Ball (20962574),LaMelo Ball,20962574,PG/SG/G/UTIL,8700,CHA@PHI 01/12/2022 07:00PM ET,CHA,44.77
PG/SG,Caris LeVert (20962578),Caris LeVert,20962578,PG/SG/G/UTIL,8600,BOS@IND 01/12/2022 07:00PM ET,IND,31
PF,Julius Randle (20962582),Julius Randle,20962582,PF/F/UTIL,8500,DAL@NYK 01/12/2022 07:30PM ET,NYK,41.57
PF,DeMar DeRozan (20962585),DeMar DeRozan,20962585,PF/F/UTIL,8400,BKN@CHI 01/12/2022 10:00PM ET,CHI,41.59
C,Bam Adebayo (20962588),Bam Adebayo,20962588,C/UTIL,8300,MIA@ATL 01/12/2022 07:30PM ET,MIA,38.35
C,Rudy Gobert (20962590),Rudy Gobert,20962590,C/UTIL,8200,CLE@UTA 01/12/2022 09:00PM ET,UTA,42.37
PG,Darius Garland (20962592),Darius Garland,20962592,PG/G/UTIL,8100,CLE@UTA 01/12/2022 09:00PM ET,CLE,36.83
SF/PF,Kyle Kuzma (20962595),Kyle Kuzma,20962595,SF/PF/F/UTIL,8000,ORL@WAS 01/12/2022 07:00PM ET,WAS,33.77
PG,Ben Simmons (20962599),Ben Simmons,20962599,PG/G/UTIL,8000,CHA@PHI 01/12/2022 07:00PM ET,PHI,0
C,Clint Capela (20962604),Clint Capela,20962604,C/UTIL,7900,MIA@ATL 01/12/2022 07:30PM ET,ATL,35.49
C,Jarrett Allen (20962602),Jarrett Allen,20962602,C/UTIL,7900,CLE@UTA 01/12/2022 09:00PM ET,CLE,38.02
PG/SG,Tyler Herro (20962609),Tyler Herro,20962609,PG/SG/G/UTIL,7800,MIA@ATL 01/12/2022 07:30PM ET,MIA,34.12
PG,Malcolm Brogdon (20962606),Malcolm Brogdon,20962606,PG/G/UTIL,7800,BOS@IND 01/12/2022 07:00PM ET,IND,37.53
PG/SG,Jalen Brunson (20962619),Jalen Brunson,20962619,PG/SG/G/UTIL,7700,DAL@NYK 01/12/2022 07:30PM ET,DAL,30.67
PF,Tobias Harris (20962616),Tobias Harris,20962616,PF/F/UTIL,7700,CHA@PHI 01/12/2022 07:00PM ET,PHI,36.07
PG,John Wall (20962613),John Wall,20962613,PG/G/UTIL,7700,HOU@SAS 01/12/2022 08:30PM ET,HOU,0
PG,Kyle Lowry (20962623),Kyle Lowry,20962623,PG/G/UTIL,7600,MIA@ATL 01/12/2022 07:30PM ET,MIA,34.68
PG,De'Aaron Fox (20962626),De'Aaron Fox,20962626,PG/G/UTIL,7500,LAL@SAC 01/12/2022 10:00PM ET,SAC,35.39
SF/PF,Miles Bridges (20962629),Miles Bridges,20962629,SF/PF/F/UTIL,7500,CHA@PHI 01/12/2022 07:00PM ET,CHA,38.35
PF/C,John Collins (20962637),John Collins,20962637,PF/C/F/UTIL,7400,MIA@ATL 01/12/2022 07:30PM ET,ATL,34.45
PG/SG,Cole Anthony (20962633),Cole Anthony,20962633,PG/SG/G/UTIL,7400,ORL@WAS 01/12/2022 07:00PM ET,ORL,38.54
