,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
0,C,Nikola Jokic (20520342),Nikola Jokic,20520342,C/UTIL,11900,DEN@NOP 12/08/2021 08:00PM ET,DEN,57.43
1,C,Joel Embiid (20520344),Joel Embiid,20520344,C/UTIL,11700,PHI@CHA 12/08/2021 07:00PM ET,PHI,49.57
2,PF/C,Giannis Antetokounmpo (20520346),Giannis Antetokounmpo,20520346,PF/C/F/UTIL,11600,MIL@MIA 12/08/2021 07:30PM ET,MIL,56.5
3,PG/SF,Luka Doncic (20520350),Luka Doncic,20520350,PG/SF/F/G/UTIL,11500,DAL@MEM 12/08/2021 08:00PM ET,DAL,51.8
4,PG,Stephen Curry (20520355),Stephen Curry,20520355,PG/G/UTIL,11400,POR@GSW 12/08/2021 10:00PM ET,GSW,50.73
5,SF/PF,Kevin Durant (20520358),Kevin Durant,20520358,SF/PF/F/UTIL,11300,BKN@HOU 12/08/2021 08:00PM ET,BKN,48.82
6,PG,James Harden (20520362),James Harden,20520362,PG/G/UTIL,11200,BKN@HOU 12/08/2021 08:00PM ET,BKN,49.58
7,C,Karl-Anthony Towns (20520365),Karl-Anthony Towns,20520365,C/UTIL,10800,UTA@MIN 12/08/2021 08:00PM ET,MIN,45.51
8,SF/PF,Paul George (20520367),Paul George,20520367,SF/PF/F/UTIL,10700,BOS@LAC 12/08/2021 10:30PM ET,LAC,46.28
9,SF/PF,Jayson Tatum (20520371),Jayson Tatum,20520371,SF/PF/F/UTIL,10600,BOS@LAC 12/08/2021 10:30PM ET,BOS,45.91
10,SG/SF,Zach LaVine (20520375),Zach LaVine,20520375,SG/SF/F/G/UTIL,10500,CHI@CLE 12/08/2021 07:00PM ET,CHI,40.44
11,PG/SG,LaMelo Ball (20520380),LaMelo Ball,20520380,PG/SG/G/UTIL,10400,PHI@CHA 12/08/2021 07:00PM ET,CHA,47.43
12,PF/C,Domantas Sabonis (20520384),Domantas Sabonis,20520384,PF/C/F/UTIL,10300,NYK@IND 12/08/2021 07:00PM ET,IND,41.96
13,PG,Damian Lillard (20520388),Damian Lillard,20520388,PG/G/UTIL,10200,POR@GSW 12/08/2021 10:00PM ET,POR,40.71
14,PF,Kawhi Leonard (20520391),Kawhi Leonard,20520391,PF/F/UTIL,10100,BOS@LAC 12/08/2021 10:30PM ET,LAC,0.0
15,PF/C,Julius Randle (20520394),Julius Randle,20520394,PF/C/F/UTIL,10000,NYK@IND 12/08/2021 07:00PM ET,NYK,43.1
16,C,Zion Williamson (20520398),Zion Williamson,20520398,C/UTIL,9900,DEN@NOP 12/08/2021 08:00PM ET,NOP,0.0
17,C,Christian Wood (20520400),Christian Wood,20520400,C/UTIL,9800,BKN@HOU 12/08/2021 08:00PM ET,HOU,37.74
18,SF,Jimmy Butler (20520402),Jimmy Butler,20520402,SF/F/UTIL,9700,MIL@MIA 12/08/2021 07:30PM ET,MIA,42.39
