Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Nikola Jokic (20218935),Nikola Jokic,20218935,C/UTIL,12000,PHI@DEN 11/18/2021 09:00PM ET,DEN,58.08
PG,Stephen Curry (20218937) (LOCKED),Stephen Curry,20218937,PG/G/UTIL,11800,In Progress,GSW,53.14
SG/SF,Paul George (20218940) (LOCKED),Paul George,20218940,SG/SF/F/G/UTIL,11000,In Progress,LAC,49.98
C,Karl-Anthony Towns (20218945) (LOCKED),Karl-Anthony Towns,20218945,C/UTIL,10500,In Progress,MIN,45.52
C,Joel Embiid (20218947),Joel Embiid,20218947,C/UTIL,10300,PHI@DEN 11/18/2021 09:00PM ET,PHI,43.61
PG,Ja Morant (20218949) (LOCKED),Ja Morant,20218949,PG/G/UTIL,10000,In Progress,MEM,48.21
PF,Kawhi Leonard (20218952) (LOCKED),Kawhi Leonard,20218952,PF/F/UTIL,9900,In Progress,LAC,0
PG,Dejounte Murray (20218955) (LOCKED),Dejounte Murray,20218955,PG/G/UTIL,9800,In Progress,SAS,46.79
SF,Jimmy Butler (20218958) (LOCKED),Jimmy Butler,20218958,SF/F/UTIL,9500,In Progress,MIA,44.33
SG,Bradley Beal (20218961) (LOCKED),Bradley Beal,20218961,SG/G/UTIL,9400,In Progress,WAS,41.18
PG/SG,Donovan Mitchell (20218964),Donovan Mitchell,20218964,PG/SG/G/UTIL,8900,TOR@UTA 11/18/2021 09:00PM ET,UTA,41.81
PF,Tobias Harris (20218968),Tobias Harris,20218968,PF/F/UTIL,8800,PHI@DEN 11/18/2021 09:00PM ET,PHI,39.06
C,Bam Adebayo (20218971) (LOCKED),Bam Adebayo,20218971,C/UTIL,8400,In Progress,MIA,40.96
PG/SG,Fred VanVleet (20218973),Fred VanVleet,20218973,PG/SG/G/UTIL,8300,TOR@UTA 11/18/2021 09:00PM ET,TOR,40.93
C,Andre Drummond (20218977),Andre Drummond,20218977,C/UTIL,8200,PHI@DEN 11/18/2021 09:00PM ET,PHI,29.11
PG,Spencer Dinwiddie (20218979) (LOCKED),Spencer Dinwiddie,20218979,PG/G/UTIL,8100,In Progress,WAS,32.56
C,Rudy Gobert (20218982),Rudy Gobert,20218982,C/UTIL,8000,TOR@UTA 11/18/2021 09:00PM ET,UTA,41.54
PF/C,Pascal Siakam (20218984),Pascal Siakam,20218984,PF/C/F/UTIL,7900,TOR@UTA 11/18/2021 09:00PM ET,TOR,35.94
PG/SF,Ben Simmons (20218988),Ben Simmons,20218988,PG/SF/F/G/UTIL,7800,PHI@DEN 11/18/2021 09:00PM ET,PHI,0
SF/PF,OG Anunoby (20218993),OG Anunoby,20218993,SF/PF/F/UTIL,7800,TOR@UTA 11/18/2021 09:00PM ET,TOR,35.88
SG,Jamal Murray (20219002),Jamal Murray,20219002,SG/G/UTIL,7700,PHI@DEN 11/18/2021 09:00PM ET,DEN,0
SG/SF,Anthony Edwards (20218997) (LOCKED),Anthony Edwards,20218997,SG/SF/F/G/UTIL,7700,In Progress,MIN,40.29
PG,Kyle Lowry (20219005) (LOCKED),Kyle Lowry,20219005,PG/G/UTIL,7600,In Progress,MIA,32.90
C,Jarrett Allen (20219008) (LOCKED),Jarrett Allen,20219008,C/UTIL,7500,In Progress,CLE,34.55
PG/SG,D'Angelo Russell (20219010) (LOCKED),D'Angelo Russell,20219010,PG/SG/G/UTIL,7400,In Progress,MIN,33.92
PG/SG,Tyler Herro (20219014) (LOCKED),Tyler Herro,20219014,PG/SG/G/UTIL,7300,In Progress,MIA,35.68
PF/C,Evan Mobley (20219018) (LOCKED),Evan Mobley,20219018,PF/C/F/UTIL,7200,In Progress,CLE,33.27
PG,Tyrese Maxey (20219022),Tyrese Maxey,20219022,PG/G/UTIL,7100,PHI@DEN 11/18/2021 09:00PM ET,PHI,31.32
SG/SF,Will Barton (20219027),Will Barton,20219027,SG/SF/F/G/UTIL,7000,PHI@DEN 11/18/2021 09:00PM ET,DEN,32.46
C,Jakob Poeltl (20219025) (LOCKED),Jakob Poeltl,20219025,C/UTIL,7000,In Progress,SAS,33.64
PG,Ricky Rubio (20219032) (LOCKED),Ricky Rubio,20219032,PG/G/UTIL,6900,In Progress,CLE,32.56
PG/SG,Darius Garland (20219035) (LOCKED),Darius Garland,20219035,PG/SG/G/UTIL,6800,In Progress,CLE,32.96
PF/C,Draymond Green (20219043) (LOCKED),Draymond Green,20219043,PF/C/F/UTIL,6700,In Progress,GSW,31.84
SF/PF,Scottie Barnes (20219039),Scottie Barnes,20219039,SF/PF/F/UTIL,6700,TOR@UTA 11/18/2021 09:00PM ET,TOR,33.27
PF/C,Kevin Love (20219051) (LOCKED),Kevin Love,20219051,PF/C/F/UTIL,6600,In Progress,CLE,23.75
SF/PF,Kyle Kuzma (20219047) (LOCKED),Kyle Kuzma,20219047,SF/PF/F/UTIL,6600,In Progress,WAS,31.62
PG,Reggie Jackson (20219055) (LOCKED),Reggie Jackson,20219055,PG/G/UTIL,6500,In Progress,LAC,30.84
SG/SF,Andrew Wiggins (20219058) (LOCKED),Andrew Wiggins,20219058,SG/SF/F/G/UTIL,6400,In Progress,GSW,28.39
PF/C,Jaren Jackson Jr. (20219063) (LOCKED),Jaren Jackson Jr.,20219063,PF/C/F/UTIL,6300,In Progress,MEM,28.75
PF,Keldon Johnson (20219067) (LOCKED),Keldon Johnson,20219067,PF/F/UTIL,6300,In Progress,SAS,29.64
PG,Victor Oladipo (20219070) (LOCKED),Victor Oladipo,20219070,PG/G/UTIL,6200,In Progress,MIA,0
C,Montrezl Harrell (20219073) (LOCKED),Montrezl Harrell,20219073,C/UTIL,6200,In Progress,WAS,35.23
SG/SF,Cedi Osman (20219078) (LOCKED),Cedi Osman,20219078,SG/SF/F/G/UTIL,6100,In Progress,CLE,19.15
PG,Mike Conley (20219075),Mike Conley,20219075,PG/G/UTIL,6100,TOR@UTA 11/18/2021 09:00PM ET,UTA,28.27
PG/SG,Jordan Poole (20219086) (LOCKED),Jordan Poole,20219086,PG/SG/G/UTIL,6000,In Progress,GSW,28.64
SG,Klay Thompson (20219090) (LOCKED),Klay Thompson,20219090,SG/G/UTIL,6000,In Progress,GSW,0
SF,Dillon Brooks (20219083) (LOCKED),Dillon Brooks,20219083,SF/F/UTIL,6000,In Progress,MEM,31.42
SG/SF,Gary Trent Jr. (20219093),Gary Trent Jr.,20219093,SG/SF/F/G/UTIL,5900,TOR@UTA 11/18/2021 09:00PM ET,TOR,29.12
PG,Collin Sexton (20219098) (LOCKED),Collin Sexton,20219098,PG/G/UTIL,5800,In Progress,CLE,24.14
PG/SG,Eric Bledsoe (20219101) (LOCKED),Eric Bledsoe,20219101,PG/SG/G/UTIL,5800,In Progress,LAC,26.36
SF,Michael Porter Jr. (20219105),Michael Porter Jr.,20219105,SF/F/UTIL,5700,PHI@DEN 11/18/2021 09:00PM ET,DEN,23.64
SF/PF,Bojan Bogdanovic (20219108),Bojan Bogdanovic,20219108,SF/PF/F/UTIL,5700,TOR@UTA 11/18/2021 09:00PM ET,UTA,26.66
PF/C,Thaddeus Young (20219112) (LOCKED),Thaddeus Young,20219112,PF/C/F/UTIL,5500,In Progress,SAS,22.70
PF,Aaron Gordon (20219120),Aaron Gordon,20219120,PF/F/UTIL,5300,PHI@DEN 11/18/2021 09:00PM ET,DEN,25.32
PG/SG,Derrick White (20219116) (LOCKED),Derrick White,20219116,PG/SG/G/UTIL,5300,In Progress,SAS,27.29
SF/PF,Lauri Markkanen (20219127) (LOCKED),Lauri Markkanen,20219127,SF/PF/F/UTIL,5200,In Progress,CLE,27.16
PG/SG,Jordan Clarkson (20219123),Jordan Clarkson,20219123,PG/SG/G/UTIL,5200,TOR@UTA 11/18/2021 09:00PM ET,UTA,24.21
C,Ivica Zubac (20219131) (LOCKED),Ivica Zubac,20219131,C/UTIL,5100,In Progress,LAC,24.25
PG/SG,Shake Milton (20219133),Shake Milton,20219133,PG/SG/G/UTIL,5000,PHI@DEN 11/18/2021 09:00PM ET,PHI,22.43
SG/SF,Duncan Robinson (20219137) (LOCKED),Duncan Robinson,20219137,SG/SF/F/G/UTIL,5000,In Progress,MIA,22.13
SF,Isaac Okoro (20219145) (LOCKED),Isaac Okoro,20219145,SF/F/UTIL,4900,In Progress,CLE,16.44
SG,Seth Curry (20219142),Seth Curry,20219142,SG/G/UTIL,4900,PHI@DEN 11/18/2021 09:00PM ET,PHI,25.05
C,Rui Hachimura (20219148) (LOCKED),Rui Hachimura,20219148,C/UTIL,4800,In Progress,WAS,0
PG,Monte Morris (20219150),Monte Morris,20219150,PG/G/UTIL,4700,PHI@DEN 11/18/2021 09:00PM ET,DEN,22.95
SG/SF,Terance Mann (20219153) (LOCKED),Terance Mann,20219153,SG/SF/F/G/UTIL,4700,In Progress,LAC,22.77
PF,Marcus Morris Sr. (20219158) (LOCKED),Marcus Morris Sr.,20219158,PF/F/UTIL,4600,In Progress,LAC,14.38
C,Steven Adams (20219161) (LOCKED),Steven Adams,20219161,C/UTIL,4600,In Progress,MEM,25.5
C,Thomas Bryant (20219163) (LOCKED),Thomas Bryant,20219163,C/UTIL,4600,In Progress,WAS,0
C,Drew Eubanks (20219165) (LOCKED),Drew Eubanks,20219165,C/UTIL,4600,In Progress,SAS,18.23
SF/PF,Kyle Anderson (20219169) (LOCKED),Kyle Anderson,20219169,SF/PF/F/UTIL,4500,In Progress,MEM,22.25
SF/PF,Nicolas Batum (20219178) (LOCKED),Nicolas Batum,20219178,SF/PF/F/UTIL,4500,In Progress,LAC,23.92
C,Daniel Gafford (20219167) (LOCKED),Daniel Gafford,20219167,C/UTIL,4500,In Progress,WAS,20.94
SG/SF,Devin Vassell (20219173) (LOCKED),Devin Vassell,20219173,SG/SF/F/G/UTIL,4500,In Progress,SAS,23.57
C,James Wiseman (20219187) (LOCKED),James Wiseman,20219187,C/UTIL,4400,In Progress,GSW,0
SG/SF,Furkan Korkmaz (20219189),Furkan Korkmaz,20219189,SG/SF/F/G/UTIL,4400,PHI@DEN 11/18/2021 09:00PM ET,PHI,21.71
PF,Royce O'Neale (20219194),Royce O'Neale,20219194,PF/F/UTIL,4400,TOR@UTA 11/18/2021 09:00PM ET,UTA,20.84
SG,Desmond Bane (20219197) (LOCKED),Desmond Bane,20219197,SG/G/UTIL,4400,In Progress,MEM,24.52
SG/SF,Luke Kennard (20219203) (LOCKED),Luke Kennard,20219203,SG/SF/F/G/UTIL,4400,In Progress,LAC,20.09
SG/SF,Kentavious Caldwell-Pope (20219182) (LOCKED),Kentavious Caldwell-Pope,20219182,SG/SF/F/G/UTIL,4400,In Progress,WAS,20.43
SG,Malik Beasley (20219200) (LOCKED),Malik Beasley,20219200,SG/G/UTIL,4400,In Progress,MIN,17.62
SF,Dean Wade (20219216) (LOCKED),Dean Wade,20219216,SF/F/UTIL,4200,In Progress,CLE,11.14
SG/SF,Joe Ingles (20219208),Joe Ingles,20219208,SG/SF/F/G/UTIL,4200,TOR@UTA 11/18/2021 09:00PM ET,UTA,16.96
PG,Patrick Beverley (20219213) (LOCKED),Patrick Beverley,20219213,PG/G/UTIL,4200,In Progress,MIN,24.5
C,Hassan Whiteside (20219219),Hassan Whiteside,20219219,C/UTIL,4100,TOR@UTA 11/18/2021 09:00PM ET,UTA,19.46
C,Precious Achiuwa (20219221),Precious Achiuwa,20219221,C/UTIL,4100,TOR@UTA 11/18/2021 09:00PM ET,TOR,23.17
PG/SG,De'Anthony Melton (20219223) (LOCKED),De'Anthony Melton,20219223,PG/SG/G/UTIL,4100,In Progress,MEM,23.41
C,Dewayne Dedmon (20219227) (LOCKED),Dewayne Dedmon,20219227,C/UTIL,4100,In Progress,MIA,14.2
SG,Denzel Valentine (20219233) (LOCKED),Denzel Valentine,20219233,SG/G/UTIL,4000,In Progress,CLE,4.95
PF/C,P.J. Tucker (20219229) (LOCKED),P.J. Tucker,20219229,PF/C/F/UTIL,4000,In Progress,MIA,18.17
PG/SG,Gary Payton II (20219240) (LOCKED),Gary Payton II,20219240,PG/SG/G/UTIL,3900,In Progress,GSW,14
SF/PF,Georges Niang (20219236),Georges Niang,20219236,SF/PF/F/UTIL,3900,PHI@DEN 11/18/2021 09:00PM ET,PHI,19.97
PG,Goran Dragic (20219244),Goran Dragic,20219244,PG/G/UTIL,3900,TOR@UTA 11/18/2021 09:00PM ET,TOR,16.9
SF/PF,Jeff Green (20219251),Jeff Green,20219251,SF/PF/F/UTIL,3800,PHI@DEN 11/18/2021 09:00PM ET,DEN,13.39
SF,Danny Green (20219255),Danny Green,20219255,SF/F/UTIL,3800,PHI@DEN 11/18/2021 09:00PM ET,PHI,17.11
C,Isaiah Hartenstein (20219262) (LOCKED),Isaiah Hartenstein,20219262,C/UTIL,3800,In Progress,LAC,18.77
PG/SG,Aaron Holiday (20219258) (LOCKED),Aaron Holiday,20219258,PG/SG/G/UTIL,3800,In Progress,WAS,12.86
SF/PF,Doug McDermott (20219247) (LOCKED),Doug McDermott,20219247,SF/PF/F/UTIL,3800,In Progress,SAS,16.02
SF/PF,Rudy Gay (20219268),Rudy Gay,20219268,SF/PF/F/UTIL,3700,TOR@UTA 11/18/2021 09:00PM ET,UTA,0
SF/PF,Deni Avdija (20219264) (LOCKED),Deni Avdija,20219264,SF/PF/F/UTIL,3700,In Progress,WAS,18.43
