Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SF/PF,Doug McDermott (20173082),Doug McDermott,20173082,SF/PF/F/UTIL,3600,SAS@LAC 11/16/2021 10:30PM ET,SAS,16.05
C,Kevon Looney (20173096),Kevon Looney,20173096,C/UTIL,3500,GSW@BKN 11/16/2021 07:30PM ET,GSW,17.52
C,Isaiah Hartenstein (20173090),Isaiah Hartenstein,20173090,C/UTIL,3500,SAS@LAC 11/16/2021 10:30PM ET,LAC,19.23
SF/PF,Rudy Gay (20173086),Rudy Gay,20173086,SF/PF/F/UTIL,3500,PHI@UTA 11/16/2021 10:00PM ET,UTA,0
SF/PF,Matisse Thybulle (20173092),Matisse Thybulle,20173092,SF/PF/F/UTIL,3500,PHI@UTA 11/16/2021 10:00PM ET,PHI,17.78
C,Nicolas Claxton (20173098),Nicolas Claxton,20173098,C/UTIL,3400,GSW@BKN 11/16/2021 07:30PM ET,BKN,16.12
SF/PF,Otto Porter Jr. (20173100),Otto Porter Jr.,20173100,SF/PF/F/UTIL,3400,GSW@BKN 11/16/2021 07:30PM ET,GSW,16.81
PF/C,Nemanja Bjelica (20173108),Nemanja Bjelica,20173108,PF/C/F/UTIL,3300,GSW@BKN 11/16/2021 07:30PM ET,GSW,17.48
PF/C,Paul Reed (20173104),Paul Reed,20173104,PF/C/F/UTIL,3300,PHI@UTA 11/16/2021 10:00PM ET,PHI,10.41
SG/SF,Damion Lee (20173112),Damion Lee,20173112,SG/SF/F/G/UTIL,3200,GSW@BKN 11/16/2021 07:30PM ET,GSW,17.82
SF,DeAndre' Bembry (20173117),DeAndre' Bembry,20173117,SF/F/UTIL,3200,GSW@BKN 11/16/2021 07:30PM ET,BKN,11.14
PG/SG,Cameron Thomas (20173124),Cameron Thomas,20173124,PG/SG/G/UTIL,3100,GSW@BKN 11/16/2021 07:30PM ET,BKN,2.22
SF,Andre Iguodala (20173128),Andre Iguodala,20173128,SF/F/UTIL,3100,GSW@BKN 11/16/2021 07:30PM ET,GSW,16.91
PF/C,Eric Paschall (20173120),Eric Paschall,20173120,PF/C/F/UTIL,3100,PHI@UTA 11/16/2021 10:00PM ET,UTA,9.21
C,Nikola Milutinov (20173135),Nikola Milutinov,20173135,C/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,BKN,0
C,Day'Ron Sharpe (20173137),Day'Ron Sharpe,20173137,C/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,BKN,4.67
PF/C,James Johnson (20173161),James Johnson,20173161,PF/C/F/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,BKN,4.67
PF/C,Paul Millsap (20173165),Paul Millsap,20173165,PF/C/F/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,BKN,9.12
PG/SG,Brandon Rachal (20173173),Brandon Rachal,20173173,PG/SG/G/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,BKN,0
PG/SG,Jeff Dowtin (20173193),Jeff Dowtin,20173193,PG/SG/G/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,GSW,1.25
SG/SF,LJ Figueroa (20173202),LJ Figueroa,20173202,SG/SF/F/G/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,GSW,0
PG,Bryce Brown (20173212),Bryce Brown,20173212,PG/G/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,BKN,0
PG,Jevon Carter (20173215),Jevon Carter,20173215,PG/G/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,BKN,8.39
PG,Josh Gray (20173218),Josh Gray,20173218,PG/G/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,BKN,0
PG,Marcus Zegarowski (20173221),Marcus Zegarowski,20173221,PG/G/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,BKN,0
PG,Edmond Sumner (20173224),Edmond Sumner,20173224,PG/G/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,BKN,0
PG,Chris Chiozza (20173233),Chris Chiozza,20173233,PG/G/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,GSW,4.75
PG,Nico Mannion (20173236),Nico Mannion,20173236,PG/G/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,GSW,0
PG,Quinndary Weatherspoon (20173239),Quinndary Weatherspoon,20173239,PG/G/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,GSW,0
PF,RaiQuan Gray (20173248),RaiQuan Gray,20173248,PF/F/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,BKN,0
PF,Juan Toscano-Anderson (20173266),Juan Toscano-Anderson,20173266,PF/F/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,GSW,10.56
PF,Alen Smailagic (20173269),Alen Smailagic,20173269,PF/F/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,GSW,0
PF,Jordan Bell (20173272),Jordan Bell,20173272,PF/F/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,GSW,0
PF,Jonathan Kuminga (20173275),Jonathan Kuminga,20173275,PF/F/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,GSW,6.43
SG,Elijah Millsap (20173284),Elijah Millsap,20173284,SG/G/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,BKN,0
SG,Jordan Bowden (20173287),Jordan Bowden,20173287,SG/G/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,BKN,0
SG,Langston Galloway (20173302),Langston Galloway,20173302,SG/G/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,GSW,0
SG,Moses Moody (20173305),Moses Moody,20173305,SG/G/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,GSW,3.72
SF,Kessler Edwards (20173332),Kessler Edwards,20173332,SF/F/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,BKN,0
SF,Axel Toupane (20173338),Axel Toupane,20173338,SF/F/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,GSW,0
PG/SF,David Duke Jr. (20173350),David Duke Jr.,20173350,PG/SF/F/G/UTIL,3000,GSW@BKN 11/16/2021 07:30PM ET,BKN,0
PF/C,Serge Ibaka (20173131),Serge Ibaka,20173131,PF/C/F/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,LAC,4
C,Zach Collins (20173145),Zach Collins,20173145,C/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,SAS,0
C,Jock Landale (20173147),Jock Landale,20173147,C/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,SAS,4.62
SF/PF,Moses Wright (20173149),Moses Wright,20173149,SF/PF/F/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,LAC,0
SF/PF,Keita Bates-Diop (20173157),Keita Bates-Diop,20173157,SF/PF/F/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,SAS,8.5
PF/C,Devontae Cacok (20173169),Devontae Cacok,20173169,PF/C/F/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,SAS,0
PG/SG,Amir Coffey (20173189),Amir Coffey,20173189,PG/SG/G/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,LAC,3.67
SG/SF,Denzel Mahoney (20173207),Denzel Mahoney,20173207,SG/SF/F/G/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,SAS,0
PG,Yogi Ferrell (20173227),Yogi Ferrell,20173227,PG/G/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,LAC,0
PG,Jason Preston (20173230),Jason Preston,20173230,PG/G/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,LAC,0
PG,Tre Jones (20173245),Tre Jones,20173245,PG/G/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,SAS,5.59
PF,Harry Giles III (20173263),Harry Giles III,20173263,PF/F/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,LAC,0
PF,Al-Farouq Aminu (20173281),Al-Farouq Aminu,20173281,PF/F/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,SAS,0
SG,Brandon Boston Jr. (20173293),Brandon Boston Jr.,20173293,SG/G/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,LAC,1.94
SG,Jay Scrubb (20173296),Jay Scrubb,20173296,SG/G/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,LAC,7.83
SG,Keon Johnson (20173299),Keon Johnson,20173299,SG/G/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,LAC,0
SG,Bryn Forbes (20173317),Bryn Forbes,20173317,SG/G/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,SAS,7.79
SG,Damyean Dotson (20173320),Damyean Dotson,20173320,SG/G/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,SAS,0
SG,Jaylen Morris (20173323),Jaylen Morris,20173323,SG/G/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,SAS,0
SG,Joe Wieskamp (20173326),Joe Wieskamp,20173326,SG/G/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,SAS,3.5
SG,Joshua Primo (20173329),Joshua Primo,20173329,SG/G/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,SAS,2.75
SF,George King (20173347),George King,20173347,SF/F/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,LAC,0
PG/SF,Justise Winslow (20173355),Justise Winslow,20173355,PG/SF/F/G/UTIL,3000,SAS@LAC 11/16/2021 10:30PM ET,LAC,8.77
C,Marques Bolden (20173139),Marques Bolden,20173139,C/UTIL,3000,PHI@UTA 11/16/2021 10:00PM ET,UTA,0
C,Udoka Azubuike (20173141),Udoka Azubuike,20173141,C/UTIL,3000,PHI@UTA 11/16/2021 10:00PM ET,UTA,0
C,Charles Bassey (20173143),Charles Bassey,20173143,C/UTIL,3000,PHI@UTA 11/16/2021 10:00PM ET,PHI,2.9
SF/PF,Filip Petrusev (20173153),Filip Petrusev,20173153,SF/PF/F/UTIL,3000,PHI@UTA 11/16/2021 10:00PM ET,PHI,0
PG/SG,Jared Butler (20173177),Jared Butler,20173177,PG/SG/G/UTIL,3000,PHI@UTA 11/16/2021 10:00PM ET,UTA,3.85
PG/SG,Derrick Alston Jr. (20173181),Derrick Alston Jr.,20173181,PG/SG/G/UTIL,3000,PHI@UTA 11/16/2021 10:00PM ET,UTA,0
PG/SG,MaCio Teague (20173185),MaCio Teague,20173185,PG/SG/G/UTIL,3000,PHI@UTA 11/16/2021 10:00PM ET,UTA,0
SG/SF,Miye Oni (20173197),Miye Oni,20173197,SG/SF/F/G/UTIL,3000,PHI@UTA 11/16/2021 10:00PM ET,UTA,1.1
PG,Grant Riller (20173242),Grant Riller,20173242,PG/G/UTIL,3000,PHI@UTA 11/16/2021 10:00PM ET,PHI,0
PF,Nino Johnson (20173251),Nino Johnson,20173251,PF/F/UTIL,3000,PHI@UTA 11/16/2021 10:00PM ET,UTA,0
PF,Ersan Ilyasova (20173254),Ersan Ilyasova,20173254,PF/F/UTIL,3000,PHI@UTA 11/16/2021 10:00PM ET,UTA,0
PF,Malik Fitts (20173257),Malik Fitts,20173257,PF/F/UTIL,3000,PHI@UTA 11/16/2021 10:00PM ET,UTA,0.83
PF,Jarrell Brantley (20173260),Jarrell Brantley,20173260,PF/F/UTIL,3000,PHI@UTA 11/16/2021 10:00PM ET,UTA,0
PF,Anthony Tolliver (20173278),Anthony Tolliver,20173278,PF/F/UTIL,3000,PHI@UTA 11/16/2021 10:00PM ET,PHI,0
SG,Trent Forrest (20173290),Trent Forrest,20173290,SG/G/UTIL,3000,PHI@UTA 11/16/2021 10:00PM ET,UTA,2.96
SG,Shaquille Harrison (20173308),Shaquille Harrison,20173308,SG/G/UTIL,3000,PHI@UTA 11/16/2021 10:00PM ET,PHI,0
SG,Jaden Springer (20173311),Jaden Springer,20173311,SG/G/UTIL,3000,PHI@UTA 11/16/2021 10:00PM ET,PHI,0
SG,Isaiah Joe (20173314),Isaiah Joe,20173314,SG/G/UTIL,3000,PHI@UTA 11/16/2021 10:00PM ET,PHI,3.11
SF,Elijah Hughes (20173335),Elijah Hughes,20173335,SF/F/UTIL,3000,PHI@UTA 11/16/2021 10:00PM ET,UTA,0.81
SF,Gary Clark (20173341),Gary Clark,20173341,SF/F/UTIL,3000,PHI@UTA 11/16/2021 10:00PM ET,PHI,0
SF,Aaron Henry (20173344),Aaron Henry,20173344,SF/F/UTIL,3000,PHI@UTA 11/16/2021 10:00PM ET,PHI,0
