,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
0,C,Joel Embiid (20368687),Joel Embiid,20368687,CPT,16200,MIN@PHI 11/27/2021 06:00PM ET,PHI,43.61
1,C,Karl-Anthony Towns (20368688),Karl-Anthony Towns,20368688,CPT,15300,MIN@PHI 11/27/2021 06:00PM ET,MIN,44.38
2,SG/SF,Anthony Edwards (20368689),Anthony Edwards,20368689,CPT,13800,MIN@PHI 11/27/2021 06:00PM ET,MIN,39.75
3,C,Andre Drummond (20368690),Andre Drummond,20368690,CPT,13500,MIN@PHI 11/27/2021 06:00PM ET,PHI,28.07
4,PF,Tobias Harris (20368691),Tobias Harris,20368691,CPT,13200,MIN@PHI 11/27/2021 06:00PM ET,PHI,38.7
5,PG/SF,Ben Simmons (20368692),Ben Simmons,20368692,CPT,12900,MIN@PHI 11/27/2021 06:00PM ET,PHI,0.0
6,PG,Tyrese Maxey (20368693),Tyrese Maxey,20368693,CPT,12600,MIN@PHI 11/27/2021 06:00PM ET,PHI,32.91
7,PG/SG,D'Angelo Russell (20368694),D'Angelo Russell,20368694,CPT,12300,MIN@PHI 11/27/2021 06:00PM ET,MIN,34.48
8,C,Joel Embiid (20368729),Joel Embiid,20368729,UTIL,10800,MIN@PHI 11/27/2021 06:00PM ET,PHI,43.61
9,C,Karl-Anthony Towns (20368730),Karl-Anthony Towns,20368730,UTIL,10200,MIN@PHI 11/27/2021 06:00PM ET,MIN,44.38
10,PG,Patrick Beverley (20368695),Patrick Beverley,20368695,CPT,9300,MIN@PHI 11/27/2021 06:00PM ET,MIN,24.12
11,SG/SF,Anthony Edwards (20368731),Anthony Edwards,20368731,UTIL,9200,MIN@PHI 11/27/2021 06:00PM ET,MIN,39.75
12,C,Andre Drummond (20368732),Andre Drummond,20368732,UTIL,9000,MIN@PHI 11/27/2021 06:00PM ET,PHI,28.07
13,SG,Seth Curry (20368696),Seth Curry,20368696,CPT,9000,MIN@PHI 11/27/2021 06:00PM ET,PHI,25.59
14,PF,Tobias Harris (20368733),Tobias Harris,20368733,UTIL,8800,MIN@PHI 11/27/2021 06:00PM ET,PHI,38.7
15,PF/C,Jarred Vanderbilt (20368697),Jarred Vanderbilt,20368697,CPT,8700,MIN@PHI 11/27/2021 06:00PM ET,MIN,20.53
16,PG/SF,Ben Simmons (20368734),Ben Simmons,20368734,UTIL,8600,MIN@PHI 11/27/2021 06:00PM ET,PHI,0.0
17,PG,Tyrese Maxey (20368735),Tyrese Maxey,20368735,UTIL,8400,MIN@PHI 11/27/2021 06:00PM ET,PHI,32.91
18,PG/SG,D'Angelo Russell (20368736),D'Angelo Russell,20368736,UTIL,8200,MIN@PHI 11/27/2021 06:00PM ET,MIN,34.48
19,PG/SG,Shake Milton (20368698),Shake Milton,20368698,CPT,7800,MIN@PHI 11/27/2021 06:00PM ET,PHI,22.38
20,SF/PF,Georges Niang (20368699),Georges Niang,20368699,CPT,7500,MIN@PHI 11/27/2021 06:00PM ET,PHI,20.42
21,SG,Malik Beasley (20368700),Malik Beasley,20368700,CPT,7200,MIN@PHI 11/27/2021 06:00PM ET,MIN,19.29
22,SG/SF,Furkan Korkmaz (20368701),Furkan Korkmaz,20368701,CPT,6900,MIN@PHI 11/27/2021 06:00PM ET,PHI,20.58
23,PG,Patrick Beverley (20368737),Patrick Beverley,20368737,UTIL,6200,MIN@PHI 11/27/2021 06:00PM ET,MIN,24.12
24,SG,Seth Curry (20368738),Seth Curry,20368738,UTIL,6000,MIN@PHI 11/27/2021 06:00PM ET,PHI,25.59
25,SF/PF,Matisse Thybulle (20368702),Matisse Thybulle,20368702,CPT,6000,MIN@PHI 11/27/2021 06:00PM ET,PHI,18.96
26,PF/C,Jarred Vanderbilt (20368739),Jarred Vanderbilt,20368739,UTIL,5800,MIN@PHI 11/27/2021 06:00PM ET,MIN,20.53
27,SF,Danny Green (20368703),Danny Green,20368703,CPT,5700,MIN@PHI 11/27/2021 06:00PM ET,PHI,17.69
