Date,Season,Player,Team,Match-up,Home/Away,W/L,Min,Pts,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,Dub/Dub,Trip/Dub,OPP_DEF_RTG,OPP_DREB%,OPP_STL,OPP_BLK,OPP_PTS_off_TOV,OPP_PTS_2nd_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,DK_SCORE
2021-11-24,2021-22,Isaiah Joe,PHI,Golden State Warriors,1,0,15,8,3,6,2,5,0,0,2,1,3,0,0,0,1,0,-17,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,12.25
2021-11-24,2021-22,Georges Niang,PHI,Golden State Warriors,1,0,26,9,4,11,1,3,0,0,1,3,4,2,0,0,3,6,-10,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,16.0
2021-11-24,2021-22,Matisse Thybulle,PHI,Golden State Warriors,1,0,33,7,3,5,1,3,0,0,0,5,5,2,3,2,3,2,-11,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,25.25
2021-11-24,2021-22,Shake Milton,PHI,Golden State Warriors,1,0,24,9,3,7,1,3,2,2,1,3,4,4,1,2,1,0,-16,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,26.0
2021-11-24,2021-22,Danny Green,PHI,Golden State Warriors,1,0,17,10,4,5,2,3,0,0,0,2,2,1,4,1,2,1,10,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,24.0
2021-11-24,2021-22,Charles Bassey,PHI,Golden State Warriors,1,0,8,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,-5,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,0.75
2021-11-24,2021-22,Paul Reed,PHI,Golden State Warriors,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,-4,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,3.25
2021-11-24,2021-22,Tyrese Maxey,PHI,Golden State Warriors,1,0,33,19,5,15,0,1,9,10,0,3,3,5,0,1,2,2,-9,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,31.25
2021-11-24,2021-22,Seth Curry,PHI,Golden State Warriors,1,0,33,24,8,16,0,5,8,8,0,1,1,0,2,0,1,4,-9,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,28.75
2021-11-24,2021-22,Andre Drummond,PHI,Golden State Warriors,1,0,27,1,0,5,0,0,1,2,3,9,12,2,0,0,5,4,-12,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,16.5
2021-11-24,2021-22,Furkan Korkmaz,PHI,Golden State Warriors,1,0,22,9,4,9,1,5,0,0,1,4,5,1,0,0,0,3,-17,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,17.25
2021-11-21,2021-22,Scottie Barnes,TOR,Golden State Warriors,1,0,28,10,3,11,2,3,2,7,5,8,13,5,2,0,2,4,-18,1,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,39.25
2021-11-21,2021-22,Precious Achiuwa,TOR,Golden State Warriors,1,0,26,12,5,9,1,1,1,1,3,5,8,3,0,0,0,1,4,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,27.0
2021-11-21,2021-22,Gary Trent Jr.,TOR,Golden State Warriors,1,0,29,11,3,16,3,8,2,2,2,0,2,0,0,0,0,5,-31,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,15.0
2021-11-21,2021-22,Fred VanVleet,TOR,Golden State Warriors,1,0,39,17,6,18,3,12,2,2,1,3,4,7,1,1,2,4,-13,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,37.0
2021-11-21,2021-22,Khem Birch,TOR,Golden State Warriors,1,0,22,7,3,7,0,0,1,1,2,3,5,1,1,2,0,1,-19,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,20.75
2021-11-21,2021-22,Pascal Siakam,TOR,Golden State Warriors,1,0,34,21,8,17,3,6,2,5,2,4,6,2,1,1,1,2,-18,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,36.5
2021-11-21,2021-22,Chris Boucher,TOR,Golden State Warriors,1,0,14,10,4,7,1,2,1,2,3,2,5,0,0,0,1,1,6,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,16.25
2021-11-21,2021-22,Svi Mykhailiuk,TOR,Golden State Warriors,1,0,20,7,3,5,1,3,0,0,0,1,1,3,0,0,1,0,3,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,12.75
2021-11-21,2021-22,Malachi Flynn,TOR,Golden State Warriors,1,0,8,2,1,2,0,0,0,0,0,0,0,1,2,0,0,0,4,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,7.5
2021-11-21,2021-22,Dalano Banton,TOR,Golden State Warriors,1,0,20,7,3,7,1,2,0,0,0,3,3,3,0,0,3,3,7,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,14.25
2021-11-19,2021-22,Saddiq Bey,DET,Golden State Warriors,0,0,36,7,3,14,1,6,0,0,4,1,5,3,0,1,2,2,-10,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,19.25
2021-11-19,2021-22,Hamidou Diallo,DET,Golden State Warriors,0,0,13,10,3,5,0,0,4,5,3,2,5,1,0,1,0,4,2,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,19.75
2021-11-19,2021-22,Frank Jackson,DET,Golden State Warriors,0,0,33,27,8,15,5,12,6,6,0,2,2,0,3,0,0,1,20,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,38.0
2021-11-19,2021-22,Trey Lyles,DET,Golden State Warriors,0,0,17,4,1,3,0,1,2,4,0,3,3,2,0,0,1,2,1,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,10.25
2021-11-19,2021-22,Cory Joseph,DET,Golden State Warriors,0,0,30,8,2,5,0,1,4,5,1,1,2,5,2,0,3,2,8,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,20.5
2021-11-19,2021-22,Cade Cunningham,DET,Golden State Warriors,0,0,36,19,6,12,3,8,4,4,1,5,6,6,3,2,2,2,-4,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,46.0
2021-11-19,2021-22,Luka Garza,DET,Golden State Warriors,0,0,7,3,1,3,1,2,0,0,0,0,0,1,0,0,0,1,-8,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,5.0
2021-11-19,2021-22,Isaiah Stewart,DET,Golden State Warriors,0,0,16,2,1,2,0,0,0,0,2,2,4,0,0,0,1,0,-2,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,6.5
2021-11-19,2021-22,Killian Hayes,DET,Golden State Warriors,0,0,18,3,1,4,1,2,0,0,0,4,4,1,1,0,1,5,-11,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,11.5
2021-11-19,2021-22,Jerami Grant,DET,Golden State Warriors,0,0,34,19,6,17,3,10,4,6,0,4,4,2,2,3,2,3,-11,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,37.5
2021-11-18,2021-22,RJ Nembhard Jr.,CLE,Golden State Warriors,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-2,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,1.25
2021-11-18,2021-22,Dylan Windler,CLE,Golden State Warriors,0,0,18,0,0,1,0,1,0,0,0,1,1,1,0,0,3,2,-11,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,1.25
2021-11-18,2021-22,Tacko Fall,CLE,Golden State Warriors,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,2.0
2021-11-18,2021-22,Kevin Love,CLE,Golden State Warriors,0,0,22,17,5,12,4,10,3,3,1,6,7,2,0,0,1,1,-11,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,30.25
2021-11-18,2021-22,Denzel Valentine,CLE,Golden State Warriors,0,0,9,2,1,4,0,2,0,0,0,2,2,0,0,0,0,0,-13,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,4.5
2021-11-18,2021-22,Kevin Pangos,CLE,Golden State Warriors,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,-2,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,1.0
2021-11-18,2021-22,Isaac Okoro,CLE,Golden State Warriors,0,0,43,10,4,10,0,4,2,4,4,3,7,3,2,0,0,2,-13,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,27.25
2021-11-18,2021-22,Dean Wade,CLE,Golden State Warriors,0,0,40,17,7,13,3,6,0,0,5,4,9,5,0,0,1,0,-6,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,36.75
2021-11-18,2021-22,Darius Garland,CLE,Golden State Warriors,0,0,38,25,10,22,4,11,1,1,1,0,1,5,2,0,7,2,-2,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,36.25
2021-11-18,2021-22,Ed Davis,CLE,Golden State Warriors,0,0,28,7,3,3,0,0,1,2,2,12,14,1,0,2,0,3,-4,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,30.0
2021-11-18,2021-22,Ricky Rubio,CLE,Golden State Warriors,0,0,38,10,4,15,1,5,1,2,0,0,0,5,2,0,5,1,-11,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,19.5
2021-11-16,2021-22,DeAndre' Bembry,BKN,Golden State Warriors,0,0,31,9,4,8,0,1,1,4,2,3,5,1,2,1,0,4,-16,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,22.75
2021-11-16,2021-22,Patty Mills,BKN,Golden State Warriors,0,0,32,8,3,8,2,5,0,0,0,2,2,4,1,0,0,2,-14,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,19.5
2021-11-16,2021-22,Bruce Brown,BKN,Golden State Warriors,0,0,27,14,6,8,1,1,1,2,2,3,5,3,3,0,0,4,-16,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,31.25
2021-11-16,2021-22,Cam Thomas,BKN,Golden State Warriors,0,0,15,4,2,9,0,5,0,0,1,1,2,3,2,0,0,1,1,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,15.0
2021-11-16,2021-22,Day'Ron Sharpe,BKN,Golden State Warriors,0,0,9,4,2,5,0,1,0,0,2,5,7,0,0,1,3,1,9,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,13.25
2021-11-16,2021-22,Blake Griffin,BKN,Golden State Warriors,0,0,23,4,0,4,0,2,4,4,0,2,2,1,1,0,0,3,-8,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,10.0
2021-11-16,2021-22,Kevin Durant,BKN,Golden State Warriors,0,0,32,19,6,19,2,6,5,6,1,4,5,3,0,0,2,1,-24,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,29.75
2021-11-16,2021-22,James Johnson,BKN,Golden State Warriors,0,0,5,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,1.25
2021-11-16,2021-22,Jevon Carter,BKN,Golden State Warriors,0,0,16,3,1,4,1,4,0,0,0,1,1,1,2,0,0,3,4,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,10.25
2021-11-16,2021-22,Kessler Edwards,BKN,Golden State Warriors,0,0,9,8,3,6,2,4,0,0,1,2,3,0,0,0,1,0,9,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,12.25
2021-11-16,2021-22,James Harden,BKN,Golden State Warriors,0,0,32,24,6,13,2,6,10,11,0,4,4,4,0,0,5,3,-22,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,33.5
2021-11-16,2021-22,LaMarcus Aldridge,BKN,Golden State Warriors,0,0,9,2,1,3,0,1,0,0,0,1,1,1,1,0,0,0,-14,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,6.75
2021-11-14,2021-22,Cody Martin,CHA,Golden State Warriors,0,1,28,12,5,9,1,2,1,3,2,6,8,3,2,0,0,3,4,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,31.0
2021-11-14,2021-22,Jalen McDaniels,CHA,Golden State Warriors,0,1,21,6,3,7,0,2,0,0,0,5,5,1,1,0,1,2,-7,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,15.25
2021-11-14,2021-22,Kelly Oubre Jr.,CHA,Golden State Warriors,0,1,16,10,4,8,2,5,0,0,0,4,4,0,1,0,1,3,-2,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,17.5
2021-11-14,2021-22,LaMelo Ball,CHA,Golden State Warriors,0,1,38,21,8,17,4,8,1,1,0,7,7,5,3,0,4,5,13,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,43.25
2021-11-14,2021-22,Miles Bridges,CHA,Golden State Warriors,0,1,42,22,9,16,2,6,2,3,1,7,8,3,1,0,1,4,12,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,39.0
2021-11-14,2021-22,Mason Plumlee,CHA,Golden State Warriors,0,1,29,5,2,4,0,0,1,2,1,2,3,6,1,0,1,3,7,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,19.25
2021-11-14,2021-22,Ish Smith,CHA,Golden State Warriors,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,-5,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,0.75
2021-11-14,2021-22,Gordon Hayward,CHA,Golden State Warriors,0,1,31,10,4,12,2,5,0,0,0,3,3,4,0,0,0,0,2,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,20.75
2021-11-14,2021-22,Terry Rozier,CHA,Golden State Warriors,0,1,32,20,7,14,3,8,3,3,0,0,0,1,1,2,2,1,-4,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,28.0
2021-11-12,2021-22,Tyler Cook,CHI,Golden State Warriors,1,0,12,6,2,3,0,0,2,2,0,2,2,2,0,0,1,1,-2,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,11.0
2021-11-12,2021-22,Alize Johnson,CHI,Golden State Warriors,1,0,21,9,4,8,0,1,1,2,3,4,7,0,1,0,1,0,-8,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,19.25
2021-11-12,2021-22,Lonzo Ball,CHI,Golden State Warriors,1,0,37,5,2,11,1,7,0,0,0,3,3,3,4,1,2,0,-18,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,22.75
2021-11-12,2021-22,Derrick Jones Jr.,CHI,Golden State Warriors,1,0,21,9,3,3,1,1,2,2,2,4,6,1,1,0,1,1,-8,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,20.0
2021-11-12,2021-22,Alex Caruso,CHI,Golden State Warriors,1,0,25,4,2,5,0,3,0,0,0,3,3,5,1,0,1,4,-16,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,16.75
2021-11-12,2021-22,Ayo Dosunmu,CHI,Golden State Warriors,1,0,16,6,2,6,2,3,0,0,0,0,0,1,0,0,2,1,-19,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,7.5
2021-11-12,2021-22,Javonte Green,CHI,Golden State Warriors,1,0,16,3,1,5,0,3,1,2,0,4,4,0,0,0,1,3,-8,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,7.5
2021-11-12,2021-22,Matt Thomas,CHI,Golden State Warriors,1,0,4,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,-3,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,4.0
2021-11-12,2021-22,Troy Brown Jr.,CHI,Golden State Warriors,1,0,4,5,2,2,1,1,0,0,0,0,0,0,0,0,1,0,-3,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,5.0
2021-11-12,2021-22,Tony Bradley,CHI,Golden State Warriors,1,0,14,3,1,3,0,0,1,2,1,4,5,1,0,0,1,1,-13,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,10.25
2021-11-12,2021-22,Zach LaVine,CHI,Golden State Warriors,1,0,34,23,10,17,2,4,1,2,0,6,6,0,1,0,7,2,-19,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,30.0
2021-11-12,2021-22,DeMar DeRozan,CHI,Golden State Warriors,1,0,36,18,4,13,1,3,9,10,1,1,2,5,1,0,2,3,-13,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,29.5
2021-11-10,2021-22,Jaden McDaniels,MIN,Golden State Warriors,1,0,14,2,1,5,0,1,0,0,0,1,1,0,1,0,0,5,-13,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,5.25
2021-11-10,2021-22,Malik Beasley,MIN,Golden State Warriors,1,0,22,2,1,6,0,3,0,0,0,3,3,2,0,0,2,1,-6,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,7.75
2021-11-10,2021-22,Jordan McLaughlin,MIN,Golden State Warriors,1,0,5,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,1.5
2021-11-10,2021-22,Naz Reid,MIN,Golden State Warriors,1,0,25,16,5,11,1,3,5,6,3,3,6,2,1,0,0,3,-19,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,29.0
2021-11-10,2021-22,Jarred Vanderbilt,MIN,Golden State Warriors,1,0,18,2,1,1,0,0,0,0,5,1,6,2,2,2,3,4,4,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,19.0
2021-11-10,2021-22,Josh Okogie,MIN,Golden State Warriors,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-10,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,-0.5
2021-11-10,2021-22,D'Angelo Russell,MIN,Golden State Warriors,1,0,34,18,7,15,4,10,0,0,0,1,1,7,0,1,4,4,-13,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,31.75
2021-11-10,2021-22,Patrick Beverley,MIN,Golden State Warriors,1,0,35,5,2,9,0,3,1,2,3,3,6,7,0,1,1,5,-10,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,24.5
2021-11-10,2021-22,Karl-Anthony Towns,MIN,Golden State Warriors,1,0,38,17,6,19,5,10,0,0,4,7,11,4,2,0,0,4,2,1,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,44.75
2021-11-10,2021-22,Anthony Edwards,MIN,Golden State Warriors,1,0,42,48,16,27,7,13,9,12,2,4,6,5,2,0,6,1,-3,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,67.5
2021-11-08,2021-22,John Collins,ATL,Golden State Warriors,1,0,31,19,6,7,2,3,5,6,0,6,6,1,0,0,0,0,-8,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,29.0
2021-11-08,2021-22,Kevin Huerter,ATL,Golden State Warriors,1,0,25,11,4,8,3,6,0,0,0,3,3,2,0,0,4,5,-9,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,17.25
2021-11-08,2021-22,Trae Young,ATL,Golden State Warriors,1,0,32,28,11,20,4,8,2,3,0,3,3,9,1,0,4,2,-9,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,47.25
2021-11-08,2021-22,Timothe Luwawu-Cabarrot,ATL,Golden State Warriors,1,0,5,8,2,4,1,3,3,3,0,0,0,0,1,0,0,0,7,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,10.5
2021-11-08,2021-22,De'Andre Hunter,ATL,Golden State Warriors,1,0,23,11,4,9,2,5,1,2,0,2,2,0,1,0,1,3,-1,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,16.0
2021-11-08,2021-22,Cam Reddish,ATL,Golden State Warriors,1,0,13,3,1,4,1,3,0,0,0,2,2,0,0,0,2,2,-10,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,5.0
2021-11-08,2021-22,Delon Wright,ATL,Golden State Warriors,1,0,16,7,0,2,0,2,7,8,2,3,5,2,2,0,1,1,-5,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,19.75
2021-11-08,2021-22,Bogdan Bogdanovic,ATL,Golden State Warriors,1,0,31,17,7,14,3,8,0,0,0,1,1,2,0,1,2,2,-17,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,23.75
2021-11-08,2021-22,Solomon Hill,ATL,Golden State Warriors,1,0,13,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,-1,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,4.0
2021-11-08,2021-22,Danilo Gallinari,ATL,Golden State Warriors,1,0,22,4,1,7,0,4,2,2,0,3,3,1,1,0,3,1,-19,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,9.75
2021-11-08,2021-22,Gorgui Dieng,ATL,Golden State Warriors,1,0,5,3,1,1,1,1,0,0,0,2,2,1,0,0,0,0,7,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,7.5
2021-11-08,2021-22,Clint Capela,ATL,Golden State Warriors,1,0,23,2,1,5,0,0,0,2,1,5,6,2,0,1,1,0,-5,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,14.0
2021-11-07,2021-22,Armoni Brooks,HOU,Golden State Warriors,1,0,16,7,3,10,1,8,0,0,0,2,2,1,2,0,0,3,12,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,15.5
2021-11-07,2021-22,David Nwaba,HOU,Golden State Warriors,1,0,20,6,3,6,0,0,0,0,3,6,9,1,1,1,1,0,-6,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,22.25
2021-11-07,2021-22,Christian Wood,HOU,Golden State Warriors,1,0,24,4,2,5,0,1,0,1,0,1,1,1,4,0,3,4,-18,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,13.25
2021-11-07,2021-22,Josh Christopher,HOU,Golden State Warriors,1,0,19,2,1,4,0,1,0,0,1,2,3,2,1,0,0,1,4,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,10.75
2021-11-07,2021-22,Alperen Sengun,HOU,Golden State Warriors,1,0,16,12,3,4,1,1,5,12,1,4,5,1,0,1,3,1,-4,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,20.75
2021-11-07,2021-22,Kenyon Martin Jr.,HOU,Golden State Warriors,1,0,18,7,3,6,0,2,1,1,2,2,4,0,0,0,1,0,0,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,11.5
2021-11-07,2021-22,D.J. Augustin,HOU,Golden State Warriors,1,0,11,11,1,3,1,3,8,8,0,0,0,0,0,0,1,0,-13,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,11.0
2021-11-07,2021-22,Usman Garuba,HOU,Golden State Warriors,1,0,5,3,1,2,1,2,0,0,1,1,2,0,1,0,0,0,1,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,8.0
2021-11-07,2021-22,Jae'Sean Tate,HOU,Golden State Warriors,1,0,33,21,7,11,2,4,5,9,2,8,10,0,0,0,2,3,-5,1,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,35.0
2021-11-07,2021-22,Jalen Green,HOU,Golden State Warriors,1,0,30,9,4,12,1,6,0,0,0,0,0,2,1,0,4,2,-19,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,12.5
2021-11-07,2021-22,Kevin Porter Jr.,HOU,Golden State Warriors,1,0,27,11,3,9,1,3,4,4,0,1,1,7,0,0,3,1,-4,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,21.75
2021-11-07,2021-22,Daniel Theis,HOU,Golden State Warriors,1,0,21,14,5,7,2,2,2,2,2,3,5,2,1,1,3,1,-13,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,26.75
2021-11-05,2021-22,Tomas Satoransky,NOP,Golden State Warriors,1,0,21,9,4,5,0,0,1,1,0,1,1,4,2,0,0,0,-25,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,20.25
2021-11-05,2021-22,Naji Marshall,NOP,Golden State Warriors,1,0,22,8,3,7,0,3,2,2,0,3,3,0,1,0,2,1,-27,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,12.75
2021-11-05,2021-22,Trey Murphy III,NOP,Golden State Warriors,1,0,18,6,2,9,2,8,0,0,0,1,1,1,0,2,0,1,-22,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,13.75
2021-11-05,2021-22,Devonte' Graham,NOP,Golden State Warriors,1,0,30,12,4,12,3,10,1,3,1,2,3,3,0,1,2,1,-19,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,22.75
2021-11-05,2021-22,Garrett Temple,NOP,Golden State Warriors,1,0,26,5,1,6,1,4,2,2,2,2,4,3,0,0,1,4,-18,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,14.5
2021-11-05,2021-22,Willy Hernangomez,NOP,Golden State Warriors,1,0,3,0,0,1,0,0,0,0,0,2,2,1,0,0,1,1,-6,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,3.5
2021-11-05,2021-22,Nickeil Alexander-Walker,NOP,Golden State Warriors,1,0,28,8,3,11,2,7,0,0,0,1,1,2,0,0,2,3,-15,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,12.25
2021-11-05,2021-22,Didi Louzada,NOP,Golden State Warriors,1,0,6,0,0,3,0,3,0,0,2,0,2,0,0,0,0,0,-5,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,2.5
2021-11-05,2021-22,Kira Lewis Jr.,NOP,Golden State Warriors,1,0,18,2,1,10,0,4,0,0,0,1,1,2,1,0,4,2,-22,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,6.25
2021-11-05,2021-22,Jose Alvarado,NOP,Golden State Warriors,1,0,6,5,2,4,1,2,0,0,0,0,0,1,1,0,0,0,-5,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,9.0
2021-11-05,2021-22,Josh Hart,NOP,Golden State Warriors,1,0,30,10,3,5,1,2,3,4,1,8,9,2,1,0,1,3,-22,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,26.25
2021-11-05,2021-22,Jonas Valanciunas,NOP,Golden State Warriors,1,0,31,20,8,15,1,1,3,4,5,10,15,4,0,0,4,2,-19,1,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,44.75
2021-11-03,2021-22,Ish Smith,CHA,Golden State Warriors,1,0,14,2,1,3,0,0,0,0,0,2,2,0,0,0,4,0,-18,0,0,99.7,74.7,9.7,4.9,17.8,11.7,11.5,39.7,2.5
