Date,Season,Player,Team,Match-up,Home/Away,W/L,Min,Pts,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,Dub/Dub,Trip/Dub,OPP_DEF_RTG,OPP_DREB%,OPP_STL,OPP_BLK,OPP_PTS_off_TOV,OPP_PTS_2nd_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,DK_SCORE
2021-11-08,2021-22,Jeff Dowtin,GSW,Atlanta Hawks,0,1,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,-6,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,1.25
2021-11-08,2021-22,Kevon Looney,GSW,Atlanta Hawks,0,1,17,6,2,3,0,0,2,2,1,5,6,1,0,0,0,3,8,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,15.0
2021-11-08,2021-22,Stephen Curry,GSW,Atlanta Hawks,0,1,35,50,14,28,9,19,13,13,2,5,7,10,4,1,2,0,31,1,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,88.75
2021-11-08,2021-22,Gary Payton II,GSW,Atlanta Hawks,0,1,21,2,1,2,0,0,0,0,1,3,4,1,2,0,2,6,22,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,11.5
2021-11-08,2021-22,Juan Toscano-Anderson,GSW,Atlanta Hawks,0,1,15,11,4,5,3,4,0,0,0,1,1,1,1,1,2,2,-2,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,18.25
2021-11-08,2021-22,Damion Lee,GSW,Atlanta Hawks,0,1,18,11,5,8,1,3,0,0,1,1,2,2,0,1,0,0,-7,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,19.0
2021-11-08,2021-22,Andre Iguodala,GSW,Atlanta Hawks,0,1,20,6,3,5,0,2,0,0,0,0,0,2,0,1,0,1,11,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,11.0
2021-11-08,2021-22,Nemanja Bjelica,GSW,Atlanta Hawks,0,1,13,7,2,2,1,1,2,2,0,2,2,0,1,0,2,2,17,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,11.0
2021-11-08,2021-22,Draymond Green,GSW,Atlanta Hawks,0,1,30,4,2,8,0,1,0,0,4,3,7,9,2,0,3,3,13,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,28.75
2021-11-08,2021-22,Andrew Wiggins,GSW,Atlanta Hawks,0,1,26,13,5,12,1,4,2,2,1,3,4,1,1,0,1,0,3,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,21.5
2021-11-06,2021-22,JaVale McGee,PHX,Atlanta Hawks,0,1,18,6,3,6,0,0,0,1,2,3,5,0,0,1,0,5,-4,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,14.25
2021-11-06,2021-22,Frank Kaminsky,PHX,Atlanta Hawks,0,1,29,16,7,10,2,3,0,0,0,6,6,4,0,1,1,1,5,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,32.0
2021-11-06,2021-22,Devin Booker,PHX,Atlanta Hawks,0,1,34,38,14,21,5,9,5,7,1,5,6,4,2,1,4,4,3,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,58.0
2021-11-06,2021-22,Cameron Payne,PHX,Atlanta Hawks,0,1,13,4,1,5,0,3,2,2,0,1,1,1,1,0,2,3,-22,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,7.75
2021-11-06,2021-22,Landry Shamet,PHX,Atlanta Hawks,0,1,18,12,3,6,3,6,3,3,0,3,3,2,0,0,0,2,-2,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,20.25
2021-11-06,2021-22,Mikal Bridges,PHX,Atlanta Hawks,0,1,31,8,4,8,0,4,0,0,1,2,3,2,1,1,0,3,10,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,18.75
2021-11-06,2021-22,Cameron Johnson,PHX,Atlanta Hawks,0,1,20,4,2,8,0,5,0,0,0,2,2,0,2,0,0,1,-5,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,10.5
2021-11-06,2021-22,Chris Paul,PHX,Atlanta Hawks,0,1,35,16,5,8,1,2,5,6,0,6,6,13,1,1,2,1,26,1,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,48.0
2021-11-06,2021-22,Jae Crowder,PHX,Atlanta Hawks,0,1,31,15,5,12,3,10,2,2,0,8,8,0,1,1,0,2,14,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,30.5
2021-11-06,2021-22,Abdel Nader,PHX,Atlanta Hawks,0,1,11,2,1,4,0,1,0,0,1,1,2,0,0,0,3,0,-5,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,3.0
2021-11-04,2021-22,Royce O'Neale,UTA,Atlanta Hawks,1,1,34,9,3,8,2,6,1,1,0,6,6,6,0,0,2,1,5,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,25.5
2021-11-04,2021-22,Eric Paschall,UTA,Atlanta Hawks,1,1,14,2,1,4,0,2,0,0,1,1,2,0,0,0,0,0,24,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,4.5
2021-11-04,2021-22,Joe Ingles,UTA,Atlanta Hawks,1,1,28,19,7,9,5,6,0,0,1,3,4,3,0,0,1,3,8,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,30.5
2021-11-04,2021-22,Jordan Clarkson,UTA,Atlanta Hawks,1,1,31,30,10,19,4,10,6,7,1,3,4,3,0,0,2,3,29,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,40.5
2021-11-04,2021-22,Rudy Gobert,UTA,Atlanta Hawks,1,1,33,13,5,6,0,0,3,7,1,14,15,3,2,0,2,2,18,1,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,40.75
2021-11-04,2021-22,Mike Conley,UTA,Atlanta Hawks,1,1,29,13,5,13,3,9,0,0,0,1,1,11,2,1,1,3,18,1,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,39.25
2021-11-04,2021-22,Hassan Whiteside,UTA,Atlanta Hawks,1,1,13,2,1,2,0,0,0,1,2,5,7,0,1,3,2,2,3,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,17.75
2021-11-04,2021-22,Bojan Bogdanovic,UTA,Atlanta Hawks,1,1,31,23,7,16,2,7,7,7,2,3,5,2,1,0,2,2,-5,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,34.25
2021-11-04,2021-22,Miye Oni,UTA,Atlanta Hawks,1,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,-3,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,2.75
2021-11-04,2021-22,Malik Fitts,UTA,Atlanta Hawks,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,0.0
2021-11-04,2021-22,Elijah Hughes,UTA,Atlanta Hawks,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-3,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,0.0
2021-11-04,2021-22,Jared Butler,UTA,Atlanta Hawks,1,1,2,5,2,2,1,1,0,0,0,0,0,0,0,0,1,0,-3,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,5.0
2021-11-04,2021-22,Trent Forrest,UTA,Atlanta Hawks,1,1,19,0,0,1,0,0,0,0,0,1,1,1,0,0,1,2,2,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,2.25
2021-11-03,2021-22,DeAndre' Bembry,BKN,Atlanta Hawks,0,1,15,8,2,4,1,2,3,4,1,0,1,1,1,0,2,1,18,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,12.25
2021-11-03,2021-22,Joe Harris,BKN,Atlanta Hawks,0,1,34,18,6,10,6,8,0,0,0,6,6,0,2,1,2,1,-10,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,33.5
2021-11-03,2021-22,Patty Mills,BKN,Atlanta Hawks,0,1,22,14,5,9,4,7,0,0,0,3,3,6,0,0,1,3,17,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,28.25
2021-11-03,2021-22,Paul Millsap,BKN,Atlanta Hawks,0,1,12,2,1,3,0,1,0,0,0,4,4,1,0,1,0,1,-6,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,10.5
2021-11-03,2021-22,LaMarcus Aldridge,BKN,Atlanta Hawks,0,1,17,10,4,8,2,4,0,0,0,4,4,2,0,2,0,1,7,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,23.0
2021-11-03,2021-22,Kevin Durant,BKN,Atlanta Hawks,0,1,36,32,13,20,2,6,4,6,0,7,7,5,1,1,3,2,15,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,51.75
2021-11-03,2021-22,Blake Griffin,BKN,Atlanta Hawks,0,1,31,7,2,9,2,7,1,1,4,3,7,5,0,1,0,4,2,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,26.25
2021-11-03,2021-22,James Harden,BKN,Atlanta Hawks,0,1,36,16,5,14,5,11,1,1,0,4,4,11,1,1,3,2,-9,1,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,44.0
2021-11-03,2021-22,Jevon Carter,BKN,Atlanta Hawks,0,1,6,0,0,1,0,0,0,0,1,3,4,2,0,0,1,0,10,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,7.5
2021-11-03,2021-22,Bruce Brown,BKN,Atlanta Hawks,0,1,31,10,5,10,0,2,0,0,1,1,2,1,2,1,2,3,1,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,19.0
2021-11-01,2021-22,Corey Kispert,WAS,Atlanta Hawks,1,0,11,5,2,3,1,2,0,0,0,2,2,0,1,0,0,0,12,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,10.0
2021-11-01,2021-22,Deni Avdija,WAS,Atlanta Hawks,1,0,18,9,4,5,1,2,0,0,0,2,2,0,1,1,0,2,8,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,16.0
2021-11-01,2021-22,Daniel Gafford,WAS,Atlanta Hawks,1,0,15,4,2,6,0,0,0,0,3,2,5,0,0,3,0,4,-8,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,16.25
2021-11-01,2021-22,Aaron Holiday,WAS,Atlanta Hawks,1,0,14,5,2,2,1,1,0,0,0,1,1,2,0,0,1,2,12,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,9.25
2021-11-01,2021-22,Kyle Kuzma,WAS,Atlanta Hawks,1,0,34,18,7,15,4,9,0,0,1,5,6,2,0,0,2,4,-7,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,29.5
2021-11-01,2021-22,Montrezl Harrell,WAS,Atlanta Hawks,1,0,33,13,3,7,0,0,7,7,2,6,8,3,0,0,2,3,1,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,26.5
2021-11-01,2021-22,Spencer Dinwiddie,WAS,Atlanta Hawks,1,0,29,14,5,11,1,5,3,3,0,5,5,10,1,0,1,2,12,1,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,38.75
2021-11-01,2021-22,Raul Neto,WAS,Atlanta Hawks,1,0,19,6,2,6,0,3,2,2,0,1,1,5,1,0,2,3,-19,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,15.75
2021-11-01,2021-22,Kentavious Caldwell-Pope,WAS,Atlanta Hawks,1,0,30,11,4,10,2,6,1,1,1,3,4,2,1,0,0,2,-15,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,22.0
2021-11-01,2021-22,Bradley Beal,WAS,Atlanta Hawks,1,0,34,24,10,21,3,11,1,1,0,2,2,3,2,0,4,2,-19,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,34.5
2021-11-01,2021-22,Davis Bertans,WAS,Atlanta Hawks,1,0,3,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,-12,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,2.0
2021-10-30,2021-22,Charles Bassey,PHI,Atlanta Hawks,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,0.0
2021-10-30,2021-22,Tyrese Maxey,PHI,Atlanta Hawks,0,1,25,16,6,8,1,2,3,3,0,0,0,3,1,1,2,3,14,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,24.0
2021-10-30,2021-22,Paul Reed,PHI,Atlanta Hawks,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,0.0
2021-10-30,2021-22,Isaiah Joe,PHI,Atlanta Hawks,0,1,5,5,2,3,1,2,0,0,0,1,1,1,0,0,0,0,1,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,8.25
2021-10-30,2021-22,Joel Embiid,PHI,Atlanta Hawks,0,1,30,19,5,13,1,4,8,9,0,5,5,2,0,1,2,1,23,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,29.75
2021-10-30,2021-22,Seth Curry,PHI,Atlanta Hawks,0,1,29,15,5,9,2,4,3,3,0,0,0,1,1,0,0,3,19,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,19.5
2021-10-30,2021-22,Tobias Harris,PHI,Atlanta Hawks,0,1,31,22,9,13,2,5,2,2,0,11,11,4,0,0,1,2,18,1,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,43.75
2021-10-30,2021-22,Danny Green,PHI,Atlanta Hawks,0,1,23,6,2,3,2,3,0,0,1,3,4,3,2,1,2,3,19,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,21.5
2021-10-30,2021-22,Matisse Thybulle,PHI,Atlanta Hawks,0,1,23,11,4,7,1,3,2,2,1,2,3,2,4,3,1,1,6,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,31.75
2021-10-30,2021-22,Shake Milton,PHI,Atlanta Hawks,0,1,19,11,5,11,1,6,0,0,1,3,4,2,1,0,0,4,11,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,21.5
2021-10-30,2021-22,Furkan Korkmaz,PHI,Atlanta Hawks,0,1,18,4,2,6,0,3,0,0,1,0,1,3,0,0,2,1,12,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,8.75
2021-10-30,2021-22,Georges Niang,PHI,Atlanta Hawks,0,1,18,5,2,7,1,6,0,0,0,3,3,2,0,0,0,3,5,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,12.25
2021-10-30,2021-22,Andre Drummond,PHI,Atlanta Hawks,0,1,13,8,4,6,0,0,0,0,1,4,5,1,2,0,2,1,5,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,18.75
2021-10-28,2021-22,Deni Avdija,WAS,Atlanta Hawks,0,1,22,5,1,8,1,4,2,2,2,3,5,1,0,0,2,2,2,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,12.25
2021-10-28,2021-22,Corey Kispert,WAS,Atlanta Hawks,0,1,9,0,0,2,0,1,0,0,2,1,3,1,0,1,0,1,5,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,7.25
2021-10-28,2021-22,Aaron Holiday,WAS,Atlanta Hawks,0,1,24,7,3,6,1,2,0,0,0,0,0,4,0,0,0,1,9,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,13.5
2021-10-28,2021-22,Bradley Beal,WAS,Atlanta Hawks,0,1,38,27,11,26,1,4,4,4,1,7,8,8,0,1,1,3,7,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,51.0
2021-10-28,2021-22,Montrezl Harrell,WAS,Atlanta Hawks,0,1,34,25,10,16,0,2,5,5,6,7,13,5,2,1,0,2,16,1,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,56.25
2021-10-28,2021-22,Kyle Kuzma,WAS,Atlanta Hawks,0,1,40,21,8,17,2,6,3,6,1,7,8,0,3,0,0,1,9,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,38.0
2021-10-28,2021-22,Kentavious Caldwell-Pope,WAS,Atlanta Hawks,0,1,30,21,7,10,5,7,2,3,2,6,8,2,0,1,2,2,10,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,37.5
2021-10-28,2021-22,Raul Neto,WAS,Atlanta Hawks,0,1,24,6,3,7,0,2,0,0,0,5,5,5,1,0,0,3,2,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,21.75
2021-10-28,2021-22,Davis Bertans,WAS,Atlanta Hawks,0,1,19,10,3,7,3,6,1,1,0,1,1,0,0,0,1,1,-5,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,12.25
2021-10-27,2021-22,Trey Murphy III,NOP,Atlanta Hawks,0,0,26,8,3,7,2,4,0,0,1,2,3,0,0,0,2,1,5,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,11.75
2021-10-27,2021-22,Naji Marshall,NOP,Atlanta Hawks,0,0,19,0,0,4,0,4,0,0,0,6,6,4,1,0,1,2,-3,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,15.0
2021-10-27,2021-22,Jaxson Hayes,NOP,Atlanta Hawks,0,0,11,8,3,3,0,0,2,2,0,2,2,0,0,1,0,0,-14,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,12.5
2021-10-27,2021-22,Brandon Ingram,NOP,Atlanta Hawks,0,0,39,20,8,21,3,7,1,1,1,7,8,4,1,2,2,3,-11,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,42.5
2021-10-27,2021-22,Kira Lewis Jr.,NOP,Atlanta Hawks,0,0,16,6,3,5,0,2,0,0,0,1,1,3,0,0,1,2,-8,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,11.25
2021-10-27,2021-22,Nickeil Alexander-Walker,NOP,Atlanta Hawks,0,0,30,6,3,14,0,7,0,0,0,3,3,3,0,1,0,1,-3,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,16.25
2021-10-27,2021-22,Jonas Valanciunas,NOP,Atlanta Hawks,0,0,36,16,6,14,0,0,4,4,6,9,15,3,1,1,2,2,13,1,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,43.75
2021-10-27,2021-22,Herbert Jones,NOP,Atlanta Hawks,0,0,22,8,3,4,1,1,1,2,0,1,1,1,0,1,1,4,-6,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,12.75
2021-10-27,2021-22,Garrett Temple,NOP,Atlanta Hawks,0,0,9,6,3,4,0,1,0,0,0,0,0,0,1,0,0,2,7,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,8.0
2021-10-27,2021-22,Devonte' Graham,NOP,Atlanta Hawks,0,0,32,21,8,17,5,10,0,0,1,4,5,6,1,0,0,2,5,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,40.75
2021-10-25,2021-22,Killian Hayes,DET,Atlanta Hawks,1,0,27,12,4,11,2,3,2,2,0,1,1,3,1,1,0,2,-6,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,22.75
2021-10-25,2021-22,Josh Jackson,DET,Atlanta Hawks,1,0,32,18,7,12,1,4,3,4,1,5,6,4,0,0,1,0,-2,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,31.5
2021-10-25,2021-22,Rodney McGruder,DET,Atlanta Hawks,1,0,3,3,1,2,1,2,0,0,0,0,0,1,0,0,0,0,5,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,5.0
2021-10-25,2021-22,Saben Lee,DET,Atlanta Hawks,1,0,7,0,0,2,0,1,0,0,0,1,1,0,0,0,0,1,5,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,1.25
2021-10-25,2021-22,Jamorko Pickett,DET,Atlanta Hawks,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,-0.5
2021-10-25,2021-22,Trey Lyles,DET,Atlanta Hawks,1,0,21,8,2,7,0,1,4,4,2,2,4,2,0,1,1,0,-7,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,17.5
2021-10-25,2021-22,Frank Jackson,DET,Atlanta Hawks,1,0,14,4,2,7,0,4,0,0,0,0,0,0,0,0,2,1,-21,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,3.0
2021-10-25,2021-22,Hamidou Diallo,DET,Atlanta Hawks,1,0,11,2,1,3,0,2,0,0,0,2,2,1,1,0,0,0,-9,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,8.0
2021-10-25,2021-22,Luka Garza,DET,Atlanta Hawks,1,0,13,2,1,2,0,1,0,0,0,2,2,0,0,1,1,4,-22,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,6.0
2021-10-25,2021-22,Cory Joseph,DET,Atlanta Hawks,1,0,16,0,0,5,0,2,0,0,0,0,0,3,0,0,1,2,-17,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,4.0
2021-10-25,2021-22,Kelly Olynyk,DET,Atlanta Hawks,1,0,30,21,8,15,2,5,3,5,3,3,6,4,2,0,3,1,-6,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,38.0
2021-10-25,2021-22,Isaiah Stewart,DET,Atlanta Hawks,1,0,29,13,6,9,0,0,1,1,3,4,7,5,1,3,2,3,-6,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,36.25
2021-10-25,2021-22,Saddiq Bey,DET,Atlanta Hawks,1,0,33,21,8,16,3,8,2,2,2,5,7,3,2,0,2,1,-9,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,38.75
2021-10-23,2021-22,Jarrett Allen,CLE,Atlanta Hawks,0,1,33,11,5,9,0,0,1,2,1,13,14,0,2,0,3,1,0,1,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,32.5
2021-10-23,2021-22,Kevin Love,CLE,Atlanta Hawks,0,1,24,12,3,7,1,3,5,6,2,4,6,3,0,0,0,0,11,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,24.5
2021-10-23,2021-22,Cedi Osman,CLE,Atlanta Hawks,0,1,21,5,2,9,1,6,0,0,1,3,4,1,0,0,0,1,-5,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,12.0
2021-10-23,2021-22,Isaac Okoro,CLE,Atlanta Hawks,0,1,34,9,3,8,1,2,2,4,3,1,4,3,0,0,0,3,2,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,19.0
2021-10-23,2021-22,Collin Sexton,CLE,Atlanta Hawks,0,1,28,12,5,14,0,2,2,4,0,1,1,5,0,0,3,5,4,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,19.25
2021-10-23,2021-22,Lauri Markkanen,CLE,Atlanta Hawks,0,1,32,12,3,15,1,6,5,6,3,5,8,2,1,2,0,0,-4,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,31.5
2021-10-23,2021-22,Ricky Rubio,CLE,Atlanta Hawks,0,1,35,23,9,15,3,7,2,2,0,6,6,8,1,0,3,3,16,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,44.5
2021-10-23,2021-22,Evan Mobley,CLE,Atlanta Hawks,0,1,35,17,7,12,0,2,3,3,2,9,11,1,2,4,1,3,6,1,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,45.25
2021-10-21,2021-22,Tim Hardaway Jr.,DAL,Atlanta Hawks,1,0,28,14,4,9,2,6,4,4,0,2,2,0,1,0,1,3,-17,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,19.0
2021-10-21,2021-22,Dwight Powell,DAL,Atlanta Hawks,1,0,20,4,1,5,0,1,2,3,2,2,4,1,1,0,1,2,-21,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,12.0
2021-10-21,2021-22,Willie Cauley-Stein,DAL,Atlanta Hawks,1,0,13,2,1,4,0,0,0,0,1,5,6,0,0,0,0,0,5,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,9.5
2021-10-21,2021-22,Dorian Finney-Smith,DAL,Atlanta Hawks,1,0,29,5,2,12,1,6,0,0,4,4,8,2,2,0,1,4,-21,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,22.0
2021-10-21,2021-22,Frank Ntilikina,DAL,Atlanta Hawks,1,0,4,0,0,2,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,4.75
2021-10-21,2021-22,Sterling Brown,DAL,Atlanta Hawks,1,0,11,3,1,5,1,5,0,0,0,5,5,0,0,0,1,2,-4,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,9.25
2021-10-21,2021-22,Luka Doncic,DAL,Atlanta Hawks,1,0,35,18,6,17,2,7,4,4,0,11,11,7,1,0,5,1,-24,1,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,44.25
2021-10-21,2021-22,Josh Green,DAL,Atlanta Hawks,1,0,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,2.0
2021-10-21,2021-22,Jalen Brunson,DAL,Atlanta Hawks,1,0,26,17,7,13,3,5,0,0,0,3,3,3,0,0,0,2,-8,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,26.75
2021-10-21,2021-22,Maxi Kleber,DAL,Atlanta Hawks,1,0,17,3,1,4,1,4,0,0,1,2,3,0,1,0,1,2,-13,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,8.75
2021-10-21,2021-22,Kristaps Porzingis,DAL,Atlanta Hawks,1,0,29,11,4,13,1,4,2,2,2,3,5,0,1,2,4,3,-23,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,21.75
2021-10-21,2021-22,Trey Burke,DAL,Atlanta Hawks,1,0,9,5,2,3,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,9.75
2021-10-21,2021-22,Reggie Bullock,DAL,Atlanta Hawks,1,0,15,3,1,4,1,3,0,0,0,1,1,0,0,0,1,1,-6,0,0,110.3,73.5,6.8,4.1,15.2,11.9,11.7,46.8,4.25
2021-11-24,2021-22,Lou Williams,ATL,San Antonio Spurs,1,1,14,12,4,7,2,3,2,2,1,0,1,1,0,0,1,0,-2,0,0,108.7,73.0,8.8,5.1,14.8,12.4,11.2,48.2,15.25
