playerId,displayName,teamAbbreviation,position,rosterSlotId
551771,Tim Hardaway Jr.,DAL,SG,459
551771,Tim Hardaway Jr.,DAL,SG,465
551771,Tim Hardaway Jr.,DAL,SG,464
509449,Eric Bledsoe,LAC,PG/SG,464
699826,Jerami Grant,DET,PF,463
920093,Ivica Zubac,LAC,C,462
1134175,Immanuel Quickley,NYK,PG,464
603640,Larry Nance Jr.,POR,PF/C,463
603640,Larry Nance Jr.,POR,PF/C,462
229602,P.J. Tucker,MIA,PF/C,463
