playerId,displayName,teamAbbreviation,position,rosterSlotId,salary,status,DK_proj,Pts_proj,Reb_proj,Ast_proj,MSE_DK,MSE_Pts,MSE_Reb,MSE_Ast,costPerPoint,pointsRank,salaryRank,eligible
739966,Raul Neto,WAS,PG,464,3100,None,-0.2400000000000002,6.15,0.55,3.12,137.85,46.27,7.64,2.96,-12916.67,755.0,728.5,True
739966,Raul Neto,WAS,PG,458,3100,None,-0.2400000000000002,6.15,0.55,3.12,137.85,46.27,7.64,2.96,-12916.67,755.0,728.5,True
739966,Raul Neto,WAS,PG,465,3100,None,-0.2400000000000002,6.15,0.55,3.12,137.85,46.27,7.64,2.96,-12916.67,755.0,728.5,True
253975,Dwight Howard,LAL,C,465,3100,None,-0.7000000000000002,10.66,-0.43,3.25,355.43,64.03,119.78,8.84,-4428.57,757.5,728.5,True
253975,Dwight Howard,LAL,C,462,3100,None,-0.7000000000000002,10.66,-0.43,3.25,355.43,64.03,119.78,8.84,-4428.57,757.5,728.5,True
237675,Paul Millsap,BKN,PF/C,462,3000,None,-2.56,-4.52,1.05,0.86,232.97,38.63,19.48,2.52,-1171.88,778.5,807.5,True
237675,Paul Millsap,BKN,PF/C,461,3000,None,-2.56,-4.52,1.05,0.86,232.97,38.63,19.48,2.52,-1171.88,778.5,807.5,True
237675,Paul Millsap,BKN,PF/C,465,3000,None,-2.56,-4.52,1.05,0.86,232.97,38.63,19.48,2.52,-1171.88,778.5,807.5,True
237675,Paul Millsap,BKN,PF/C,463,3000,None,-2.56,-4.52,1.05,0.86,232.97,38.63,19.48,2.52,-1171.88,778.5,807.5,True
699093,Bryn Forbes,SAS,SG,464,3000,None,-7.79,11.02,-2.29,0.08,242.03,56.36,13.19,1.53,-385.11,803.0,807.5,True
699093,Bryn Forbes,SAS,SG,465,3000,None,-7.79,11.02,-2.29,0.08,242.03,56.36,13.19,1.53,-385.11,803.0,807.5,True
699093,Bryn Forbes,SAS,SG,459,3000,None,-7.79,11.02,-2.29,0.08,242.03,56.36,13.19,1.53,-385.11,803.0,807.5,True
610597,Abdel Nader,PHX,SF/PF,465,3000,Q,-8.31,-1.1,0.3899999999999999,-1.07,25.71,17.21,3.29,0.25,-361.01,813.5,807.5,True
610597,Abdel Nader,PHX,SF/PF,463,3000,Q,-8.31,-1.1,0.3899999999999999,-1.07,25.71,17.21,3.29,0.25,-361.01,813.5,807.5,True
610597,Abdel Nader,PHX,SF/PF,461,3000,Q,-8.31,-1.1,0.3899999999999999,-1.07,25.71,17.21,3.29,0.25,-361.01,813.5,807.5,True
610597,Abdel Nader,PHX,SF/PF,460,3000,Q,-8.31,-1.1,0.3899999999999999,-1.07,25.71,17.21,3.29,0.25,-361.01,813.5,807.5,True
1134570,Trey Murphy III,NOP,SF,463,3000,None,-10.74,0.55,1.43,1.75,152.61,25.07,30.22,1.83,-279.33,829.0,807.5,True
1134570,Trey Murphy III,NOP,SF,460,3000,None,-10.74,0.55,1.43,1.75,152.61,25.07,30.22,1.83,-279.33,829.0,807.5,True
1134570,Trey Murphy III,NOP,SF,465,3000,None,-10.74,0.55,1.43,1.75,152.61,25.07,30.22,1.83,-279.33,829.0,807.5,True
609081,Damion Lee,GSW,SG/SF,459,3000,None,-13.489999999999998,-10.56,-1.56,5.17,904.75,194.26,40.66,20.65,-222.39,837.0,807.5,True
609081,Damion Lee,GSW,SG/SF,463,3000,None,-13.489999999999998,-10.56,-1.56,5.17,904.75,194.26,40.66,20.65,-222.39,837.0,807.5,True
609081,Damion Lee,GSW,SG/SF,465,3000,None,-13.489999999999998,-10.56,-1.56,5.17,904.75,194.26,40.66,20.65,-222.39,837.0,807.5,True
609081,Damion Lee,GSW,SG/SF,464,3000,None,-13.489999999999998,-10.56,-1.56,5.17,904.75,194.26,40.66,20.65,-222.39,837.0,807.5,True
