playerId,displayName,teamAbbreviation,position,rosterSlotId
551771,Tim Hardaway Jr.,DAL,SG,459
551771,Tim Hardaway Jr.,DAL,SG,465
551771,Tim Hardaway Jr.,DAL,SG,464
699826,Jerami Grant,DET,PF,463
699826,Jerami Grant,DET,PF,461
458730,Jimmy Butler,MIA,SF,460
920093,Ivica Zubac,LAC,C,462
1134175,Immanuel Quickley,NYK,PG,458
